#code	name	width	height	gentype	stackable	rlvl	image	type	sockettype	class
370	Short War Bow (4)	2	3	1	0	18	invswb	bow	1	-1
309	Long Sword (4)	2	3	1	0	17	invlsd	swor	1	-1
4@D	Needle Crossbow (Sacred)	2	3	1	0	30	invlxbu	nxbw	1	2
4@7	Bronze Sword (2)	2	3	1	0	9	invlsdu	bswd	1	4
l49	War Hammer (6)	2	3	1	0	25	invwhm	hamm	1	-1
136	Throwing Spear (1)	1	4	1	1	5	invtsp	jave	1	-1
506	Short War Bow (6)	2	3	1	0	27	invswb	bow	1	-1
o21	Scissors Katar (6)	1	3	1	0	28	invskr	h2h	1	6
116	Double Axe (1)	2	3	1	0	2	inv2ax	axe	1	-1
!27	Mammen Axe (6)	1	3	1	0	25	invhaxu	baxe	1	4
416	Kriss (5)	1	3	1	0	21	invkrs	knif	1	-1
1@E	Dart Thrower (6)	2	3	1	0	26	inv8lxu	nxbw	1	2
144	Kriss (1)	1	3	1	0	3	invkrs	knif	1	-1
l29	Grim Wand (5)	1	2	1	0	23	invgwn	wand	1	2
71@	Bone Wand (Sacred)	1	2	1	0	30	invbwn	wand	1	2
j40	Cestus (2)	1	3	1	0	7	invaxf	h2h	1	6
100	Short Sword (1)	1	3	1	0	0	invssd	swor	1	-1
380	Claymore (5)	1	4	1	0	19	invclm	2hsd	1	-1
300	Short Battle Bow (3)	2	3	1	0	12	invsbb	bow	1	-1
l18	Wand (3)	1	2	1	0	9	invwnd	wand	1	2
!54	Labrys (6)	2	4	1	0	30	invgaxu	2hbx	1	4
29@	Flail (Sacred)	2	3	1	0	30	invfla	mace	1	-1
286	Balanced Axe (3)	2	3	1	1	12	invbal	taxe	1	-1
120	Broad Axe (1)	2	3	1	0	1	invbrx	2hax	1	-1
4@5	Spatha (5)	1	3	1	0	21	invscmu	bswd	1	4
381	Giant Sword (5)	1	4	1	0	20	invgis	2hsd	1	-1
j75	Claws (4)	1	3	1	0	17	invclw	h2h	1	6
06@	Long Sword (Sacred)	2	3	1	0	30	invlsd	swor	1	-1
308	Broad Sword (4)	2	3	1	0	17	invbsd	swor	1	-1
254	War Axe (3)	2	3	1	0	14	invwax	axe	1	-1
392	Broad Axe (5)	2	3	1	0	20	invbrx	2hax	1	-1
j35	Maiden Pike (2)	2	4	1	0	10	invam4	aspe	1	0
8@8	Bonebreaker (1)	1	3	1	0	2	invspcu	pclb	1	3
177	Giant Sword (2)	1	4	1	0	7	invgis	2hsd	1	-1
!60	Flamen Staff (5)	1	4	1	0	23	invcstu	dstf	1	5
496	Bardiche (6)	2	4	1	0	22	invbar	pole	1	-1
j47	Clasped Orb (3)	1	2	1	0	12	invob4	orb	1	1
!79	Spirit Edge (3)	1	3	1	0	15	inv9blu	nknf	1	2
!96	Tepoztopilli (6)	2	4	1	0	30	inv9bru	pspe	1	3
373	Scimitar (5)	1	3	1	0	19	invscm	swor	1	-1
5@2	Serpent Bow (Sacred)	2	4	1	0	30	inv8lbu	dbow	1	5
205	Spear (2)	2	4	1	0	4	invspr	spea	1	-1
399	Morning Star (5)	1	3	1	0	22	invmst	mace	1	-1
j29	Smoked Sphere (2)	1	2	1	0	7	invob3	orb	1	1
89@	Maiden Javelin (Sacred)	1	3	1	1	30	invam5	ajav	1	0
!24	Mammen Axe (3)	1	3	1	0	10	invhaxu	baxe	1	4
235	Long War Bow (2)	2	4	1	0	10	invlwb	bow	1	-1
301	Long Battle Bow (3)	2	4	1	0	12	invlbb	bow	1	-1
9@6	Ida (5)	2	3	1	0	22	invbsdu	bswd	1	4
436	Short Battle Bow (5)	2	3	1	0	21	invsbb	bow	1	-1
50@	Throwing Axe (Sacred)	1	2	1	1	30	invtax	taxe	1	-1
213	Blade (2)	1	3	1	0	9	invbld	knif	1	-1
456	Double Axe (6)	2	3	1	0	25	inv2ax	axe	1	-1
!19	Bonesplitter (5)	2	4	1	0	23	invscyu	nscy	1	2
296	Short Bow (3)	2	3	1	0	8	invsbw	bow	1	-1
265	Scepter (3)	1	3	1	0	9	invscp	scep	1	-1
j30	Clasped Orb (2)	1	2	1	0	8	invob4	orb	1	1
493	Gnarled Staff (6)	1	4	1	0	25	invcst	staf	1	-1
171	Falchion (2)	1	3	1	0	7	invflc	swor	1	-1
3@E	Stinger Crossbow (1)	2	3	1	0	4	invmxbu	nxbw	1	2
j87	Maiden Javelin (5)	1	3	1	1	23	invam5	ajav	1	0
30@	Scepter (Sacred)	1	3	1	0	30	invscp	scep	1	-1
5@6	Ida (1)	2	3	1	0	3	invbsdu	bswd	1	4
386	Hand Axe (5)	1	3	1	0	18	invhax	axe	1	-1
o13	Maiden Pike (6)	2	4	1	0	27	invam4	aspe	1	0
445	Long Sword (6)	2	3	1	0	27	invlsd	swor	1	-1
!93	Tepoztopilli (3)	2	4	1	0	15	inv9bru	pspe	1	3
j68	Maiden Spear (4)	2	4	1	0	17	invam3	aspe	1	0
200	Javelin (2)	1	3	1	1	4	invjav	jave	1	-1
1@9	Bonebreaker (3)	1	3	1	0	11	invspcu	pclb	1	3
76@	Light Crossbow (Sacred)	2	3	1	0	30	invlxb	xbow	1	-1
366	Long Bow (4)	2	4	1	0	15	invlbw	bow	1	-1
329	Spiked Club (4)	1	3	1	0	15	invspc	mace	1	-1
j73	Hatchet Hands (4)	1	3	1	0	16	invaxf	h2h	1	6
l22	Wand (4)	1	2	1	0	13	invwnd	wand	1	2
272	Throwing Spear (3)	1	4	1	1	14	invtsp	jave	1	-1
161	Hunter's Bow (1)	2	3	1	0	0	invhbw	bow	1	-1
400	Flail (5)	2	3	1	0	23	invfla	mace	1	-1
!5!	Warp Blade (Sacred)	2	3	1	0	30	inv9cru	scrd	1	1
l40	War Hammer (3)	2	3	1	0	12	invwhm	hamm	1	-1
j70	Maiden Javelin (4)	1	3	1	1	19	invam5	ajav	1	0
7@8	Kriegsmesser (Sacred)	2	3	1	0	30	inv9lsu	bswd	1	4
109	Giant Sword (1)	1	4	1	0	2	invgis	2hsd	1	-1
91@	Wrist Blade (Sacred)	1	3	1	0	30	invktr	h2h	1	6
l39	Great Maul (2)	2	3	1	0	10	invgma	hamm	1	-1
j84	Reflex Bow (5)	2	4	1	0	24	invam2	abow	1	0
5@1	Compound Bow (5)	2	3	1	0	21	invcbwu	dbow	1	5
j31	Jared's Stone (2)	1	3	1	0	9	invob5	orb	1	1
151	Short Staff (1)	1	3	1	0	0	invsst	staf	1	-1
j58	Claws (3)	1	3	1	0	12	invclw	h2h	1	6
468	Flail (6)	2	3	1	0	27	invfla	mace	1	-1
287	Short Staff (3)	1	3	1	0	8	invsst	staf	1	-1
441	Scimitar (6)	1	3	1	0	24	invscm	swor	1	-1
475	Glaive (6)	1	4	1	1	26	invglv	jave	1	-1
j78	Eagle Orb (5)	1	2	1	0	18	invob1	orb	1	1
294	Scythe (3)	2	4	1	0	12	invscy	scyh	1	-1
413	Pike (5)	2	4	1	0	23	invpik	spea	1	-1
349	Blade (4)	1	3	1	0	19	invbld	knif	1	-1
275	Brandistock (3)	2	4	1	0	11	invbrn	spea	1	-1
8@C	Needle Crossbow (2)	2	3	1	0	7	invlxbu	nxbw	1	2
1@4	Viper Bow (Sacred)	2	3	1	0	30	invsbbu	dbow	1	5
197	Scepter (2)	1	3	1	0	4	invscp	scep	1	-1
73@	War Hammer (Sacred)	2	3	1	0	30	invwhm	hamm	1	-1
138	Trident (1)	2	4	1	0	1	invtri	spea	1	-1
137	Spear (1)	2	4	1	0	0	invspr	spea	1	-1
18@	Military Pick (Sacred)	2	3	1	0	30	invmpi	axe	1	-1
l56	Light Crossbow (2)	2	3	1	0	6	invlxb	xbow	1	-1
l60	Light Crossbow (3)	2	3	1	0	11	invlxb	xbow	1	-1
1@B	Angel Star (Sacred)	1	3	1	0	30	invmstu	pmac	1	3
!48	Valaska (Sacred)	2	3	1	0	30	invbtxu	2hbx	1	4
!43	Valaska (2)	2	3	1	0	8	invbtxu	2hbx	1	4
432	Short Bow (5)	2	3	1	0	18	invsbw	bow	1	-1
1@3	Maple Bow (5)	2	3	1	0	22	inv8s8u	dbow	1	5
!32	Hammerhead Axe (5)	2	3	1	0	26	invaxeu	baxe	1	4
62@	Hunter's Bow (Sacred)	2	3	1	0	30	invhbw	bow	1	-1
11@	Bastard Sword (Sacred)	1	4	1	0	30	invbsw	2hsd	1	-1
j23	Cestus (1)	1	3	1	0	2	invaxf	h2h	1	6
!33	Hammerhead Axe (6)	2	3	1	0	30	invaxeu	baxe	1	4
l11	Yew Wand (1)	1	2	1	0	1	invywn	wand	1	2
68@	Long War Bow (Sacred)	2	4	1	0	30	invlwb	bow	1	-1
9@8	Bonebreaker (2)	1	3	1	0	6	invspcu	pclb	1	3
j54	Katar (3)	1	3	1	0	9	invktr	h2h	1	6
2@C	Hand of God (3)	2	3	1	0	15	inv9gmu	pham	1	3
346	Dagger (4)	1	2	1	0	13	invdgr	knif	1	-1
427	War Staff (5)	2	4	1	0	23	invwst	staf	1	-1
j41	Claws (2)	1	3	1	0	7	invclw	h2h	1	6
110	Bastard Sword (1)	1	4	1	0	3	invbsw	2hsd	1	-1
333	Scepter (4)	1	3	1	0	13	invscp	scep	1	-1
87@	Maiden Spear (Sacred)	2	4	1	0	30	invam3	aspe	1	0
8@9	Goedendag (3)	1	3	1	0	12	inv7mas	pmac	1	3
j25	Blade Talons (1)	1	3	1	0	5	invclw	h2h	1	6
323	Large Axe (4)	2	3	1	0	14	invlax	2hax	1	-1
!21	Bonesplitter (Sacred)	2	4	1	0	30	invscyu	nscy	1	2
112	Great Sword (1)	2	4	1	0	5	invgsd	2hsd	1	-1
191	Giant Axe (2)	2	3	1	0	10	invgix	2hax	1	-1
6@C	Hand of God (Sacred)	2	3	1	0	30	inv9gmu	pham	1	3
2@5	Spatha (3)	1	3	1	0	11	invscmu	bswd	1	4
85@	Stag Bow (Sacred)	2	4	1	0	30	invam1	abow	1	0
224	Bardiche (2)	2	4	1	0	4	invbar	pole	1	-1
8@5	Backsword (2)	1	3	1	0	8	inv9sbu	bswd	1	4
187	Large Axe (2)	2	3	1	0	4	invlax	2hax	1	-1
1@C	Hand of God (2)	2	3	1	0	10	inv9gmu	pham	1	3
!82	Spirit Edge (6)	1	3	1	0	29	inv9blu	nknf	1	2
!18	Bonesplitter (4)	2	4	1	0	18	invscyu	nscy	1	2
86@	Reflex Bow (Sacred)	2	4	1	0	30	invam2	abow	1	0
446	War Sword (6)	1	3	1	0	28	invwsd	swor	1	-1
34@	Pilum (Sacred)	1	3	1	1	30	invpil	jave	1	-1
88@	Maiden Pike (Sacred)	2	4	1	0	30	invam4	aspe	1	0
262	Mace (3)	1	3	1	0	11	invmac	mace	1	-1
13@	Great Sword (Sacred)	2	4	1	0	30	invgsd	2hsd	1	-1
24@	Giant Axe (Sacred)	2	3	1	0	30	invgix	2hax	1	-1
j99	Jared's Stone (6)	1	3	1	0	27	invob5	orb	1	1
j93	Blade Talons (5)	1	3	1	0	24	invclw	h2h	1	6
!02	Naginata (2)	2	4	1	0	8	invwsc	nagi	1	6
212	Kriss (2)	1	3	1	0	7	invkrs	knif	1	-1
21@	Broad Axe (Sacred)	2	3	1	0	30	invbrx	2hax	1	-1
7@6	Ida (3)	2	3	1	0	13	invbsdu	bswd	1	4
352	Balanced Knife (4)	1	2	1	1	17	invbkf	tkni	1	-1
l17	Grim Wand (2)	1	2	1	0	10	invgwn	wand	1	2
126	Mace (1)	1	3	1	0	2	invmac	mace	1	-1
j90	Hatchet Hands (5)	1	3	1	0	20	invaxf	h2h	1	6
426	Battle Staff (5)	1	4	1	0	21	invbst	staf	1	-1
251	Axe (3)	2	3	1	0	11	invaxe	axe	1	-1
!44	Valaska (3)	2	3	1	0	13	invbtxu	2hbx	1	4
l51	Great Maul (6)	2	3	1	0	27	invgma	hamm	1	-1
369	Long Battle Bow (4)	2	4	1	0	17	invlbb	bow	1	-1
279	Dirk (3)	1	2	1	0	11	invdir	knif	1	-1
176	Claymore (2)	1	4	1	0	6	invclm	2hsd	1	-1
498	Scythe (6)	2	4	1	0	26	invscy	scyh	1	-1
483	Dirk (6)	1	2	1	0	25	invdir	knif	1	-1
!77	Spirit Edge (1)	1	3	1	0	5	inv9blu	nknf	1	2
256	Broad Axe (3)	2	3	1	0	11	invbrx	2hax	1	-1
372	Short Sword (5)	1	3	1	0	18	invssd	swor	1	-1
!63	Marrow Staff (1)	2	4	1	0	5	inv8wsu	nstf	1	2
57@	Bardiche (Sacred)	2	4	1	0	30	invbar	pole	1	-1
170	Saber (2)	1	3	1	0	6	invsbr	swor	1	-1
428	Bardiche (5)	2	4	1	0	18	invbar	pole	1	-1
227	Halberd (2)	2	4	1	0	9	invhal	pole	1	-1
j32	Stag Bow (2)	2	4	1	0	8	invam1	abow	1	0
5@D	Dart Thrower (1)	2	3	1	0	3	inv8lxu	nxbw	1	2
6@3	Viper Bow (3)	2	3	1	0	14	invsbbu	dbow	1	5
500	Short Bow (6)	2	3	1	0	22	invsbw	bow	1	-1
255	Large Axe (3)	2	3	1	0	9	invlax	2hax	1	-1
264	Flail (3)	2	3	1	0	14	invfla	mace	1	-1
359	War Staff (4)	2	4	1	0	19	invwst	staf	1	-1
3@2	Serpent Bow (5)	2	4	1	0	21	inv8lbu	dbow	1	5
182	Hand Axe (2)	1	3	1	0	4	invhax	axe	1	-1
6@5	Spatha (Sacred)	1	3	1	0	30	invscmu	bswd	1	4
3@D	Needle Crossbow (6)	2	3	1	0	25	invlxbu	nxbw	1	2
108	Claymore (1)	1	4	1	0	1	invclm	2hsd	1	-1
8@D	Dart Thrower (4)	2	3	1	0	17	inv8lxu	nxbw	1	2
j27	Eagle Orb (2)	1	2	1	0	4	invob1	orb	1	1
232	Short Battle Bow (2)	2	3	1	0	7	invsbb	bow	1	-1
462	Great Axe (6)	2	4	1	0	26	invgax	2hax	1	-1
414	Dagger (5)	1	2	1	0	18	invdgr	knif	1	-1
477	Spear (6)	2	4	1	0	23	invspr	spea	1	-1
3@9	Bonebreaker (5)	1	3	1	0	20	invspcu	pclb	1	3
l50	Maul (6)	2	4	1	0	26	invmau	hamm	1	-1
l58	Heavy Crossbow (2)	2	4	1	0	8	invhxb	xbow	1	-1
!68	Marrow Staff (6)	2	4	1	0	29	inv8wsu	nstf	1	2
9@9	Goedendag (4)	1	3	1	0	17	inv7mas	pmac	1	3
j59	Blade Talons (3)	1	3	1	0	14	invclw	h2h	1	6
!74	Hexblade (5)	1	3	1	0	22	invkrsu	nknf	1	2
225	Voulge (2)	2	4	1	0	6	invvou	pole	1	-1
l38	Maul (2)	2	4	1	0	8	invmau	hamm	1	-1
330	Mace (4)	1	3	1	0	16	invmac	mace	1	-1
207	Brandistock (2)	2	4	1	0	7	invbrn	spea	1	-1
142	Dagger (1)	1	2	1	0	0	invdgr	knif	1	-1
8@3	Viper Bow (5)	2	3	1	0	24	invsbbu	dbow	1	5
j86	Maiden Pike (5)	2	4	1	0	23	invam4	aspe	1	0
l63	Repeating Crossbow (3)	2	3	1	0	15	invrxb	xbow	1	-1
263	Morning Star (3)	1	3	1	0	12	invmst	mace	1	-1
167	Long War Bow (1)	2	4	1	0	5	invlwb	bow	1	-1
394	Great Axe (5)	2	4	1	0	22	invgax	2hax	1	-1
360	Bardiche (4)	2	4	1	0	13	invbar	pole	1	-1
2@8	Kriegsmesser (2)	2	3	1	0	11	inv9lsu	bswd	1	4
44@	Dirk (Sacred)	1	2	1	0	30	invdir	knif	1	-1
12@	Flamberge (Sacred)	2	4	1	0	30	invflb	2hsd	1	-1
!56	Flamen Staff (1)	1	4	1	0	2	invcstu	dstf	1	5
j17	Maiden Spear (1)	2	4	1	0	3	invam3	aspe	1	0
8@6	Ida (4)	2	3	1	0	17	invbsdu	bswd	1	4
5@C	Hand of God (6)	2	3	1	0	28	inv9gmu	pham	1	3
476	Throwing Spear (6)	1	4	1	1	27	invtsp	jave	1	-1
16@	Axe (Sacred)	2	3	1	0	30	invaxe	axe	1	-1
!2!	Warp Blade (4)	2	3	1	0	21	inv9cru	scrd	1	1
l41	Maul (3)	2	4	1	0	12	invmau	hamm	1	-1
l32	Bone Wand (6)	1	2	1	0	25	invbwn	wand	1	2
56@	War Staff (Sacred)	2	4	1	0	30	invwst	staf	1	-1
!37	Ono (3)	2	3	1	0	9	inv9btu	2hbx	1	4
j72	Wrist Blade (4)	1	3	1	0	15	invktr	h2h	1	6
393	Battle Axe (5)	2	3	1	0	21	invbtx	2hax	1	-1
449	Giant Sword (6)	1	4	1	0	25	invgis	2hsd	1	-1
293	Voulge (3)	2	4	1	0	11	invvou	pole	1	-1
274	Trident (3)	2	4	1	0	10	invtri	spea	1	-1
j45	Sacred Globe (3)	1	2	1	0	10	invob2	orb	1	1
322	War Axe (4)	2	3	1	0	19	invwax	axe	1	-1
469	Scepter (6)	1	3	1	0	23	invscp	scep	1	-1
j42	Blade Talons (2)	1	3	1	0	10	invclw	h2h	1	6
2@D	Needle Crossbow (5)	2	3	1	0	20	invlxbu	nxbw	1	2
353	Throwing Axe (4)	1	2	1	1	13	invtax	taxe	1	-1
375	Falchion (5)	1	3	1	0	21	invflc	swor	1	-1
!83	Spirit Edge (Sacred)	1	3	1	0	30	inv9blu	nknf	1	2
70@	Yew Wand (Sacred)	1	2	1	0	30	invywn	wand	1	2
7@E	Stinger Crossbow (5)	2	3	1	0	24	invmxbu	nxbw	1	2
128	Flail (1)	2	3	1	0	5	invfla	mace	1	-1
310	War Sword (4)	1	3	1	0	20	invwsd	swor	1	-1
303	Long War Bow (3)	2	4	1	0	15	invlwb	bow	1	-1
250	Hand Axe (3)	1	3	1	0	9	invhax	axe	1	-1
192	Club (2)	1	3	1	0	4	invclb	mace	1	-1
!03	Naginata (3)	2	4	1	0	13	invwsc	nagi	1	6
!94	Tepoztopilli (4)	2	4	1	0	20	inv9bru	pspe	1	3
!89	Holy Lance (6)	2	4	1	0	26	invtriu	pspe	1	3
501	Hunter's Bow (6)	2	3	1	0	24	invhbw	bow	1	-1
215	Flying Knife (2)	1	2	1	1	6	invtkn	tkni	1	-1
278	Dagger (3)	1	2	1	0	9	invdgr	knif	1	-1
j67	Reflex Bow (4)	2	4	1	0	19	invam2	abow	1	0
j28	Sacred Globe (2)	1	2	1	0	6	invob2	orb	1	1
36@	Glaive (Sacred)	1	4	1	1	30	invglv	jave	1	-1
9@4	Spatha (1)	1	3	1	0	2	invscmu	bswd	1	4
05@	Broad Sword (Sacred)	2	3	1	0	30	invbsd	swor	1	-1
490	Balanced Axe (6)	2	3	1	1	26	invbal	taxe	1	-1
150	Balanced Axe (1)	2	3	1	1	3	invbal	taxe	1	-1
155	War Staff (1)	2	4	1	0	5	invwst	staf	1	-1
130	Grand Scepter (1)	1	3	1	0	2	invgsc	scep	1	-1
j52	Maiden Pike (3)	2	4	1	0	14	invam4	aspe	1	0
387	Axe (5)	2	3	1	0	20	invaxe	axe	1	-1
245	Giant Sword (3)	1	4	1	0	11	invgis	2hsd	1	-1
267	War Scepter (3)	2	3	1	0	13	invwsp	scep	1	-1
354	Balanced Axe (4)	2	3	1	1	17	invbal	taxe	1	-1
5@E	Stinger Crossbow (3)	2	3	1	0	14	invmxbu	nxbw	1	2
461	Battle Axe (6)	2	3	1	0	25	invbtx	2hax	1	-1
j98	Clasped Orb (6)	1	2	1	0	26	invob4	orb	1	1
4@3	Viper Bow (1)	2	3	1	0	4	invsbbu	dbow	1	5
257	Battle Axe (3)	2	3	1	0	12	invbtx	2hax	1	-1
!11	Raptor Scythe (4)	2	4	1	0	14	inv9s8u	nscy	1	2
l14	Wand (2)	1	2	1	0	4	invwnd	wand	1	2
6@F	Trebuchet (6)	2	3	1	0	29	inv8mxu	nxbw	1	2
7@3	Viper Bow (4)	2	3	1	0	19	invsbbu	dbow	1	5
332	Flail (4)	2	3	1	0	19	invfla	mace	1	-1
425	Gnarled Staff (5)	1	4	1	0	21	invcst	staf	1	-1
9@E	Stinger Crossbow (Sacred)	2	3	1	0	30	invmxbu	nxbw	1	2
276	Spetum (3)	2	4	1	0	12	invspt	spea	1	-1
j26	Scissors Katar (1)	1	3	1	0	6	invskr	h2h	1	6
102	Saber (1)	1	3	1	0	2	invsbr	swor	1	-1
!15	Bonesplitter (1)	2	4	1	0	3	invscyu	nscy	1	2
233	Long Battle Bow (2)	2	4	1	0	8	invlbb	bow	1	-1
259	Giant Axe (3)	2	3	1	0	14	invgix	2hax	1	-1
368	Short Battle Bow (4)	2	3	1	0	16	invsbb	bow	1	-1
424	Long Staff (5)	1	4	1	0	20	invlst	staf	1	-1
60@	Halberd (Sacred)	2	4	1	0	30	invhal	pole	1	-1
j60	Scissors Katar (3)	1	3	1	0	15	invskr	h2h	1	6
316	Great Sword (4)	2	4	1	0	19	invgsd	2hsd	1	-1
163	Composite Bow (1)	2	3	1	0	2	invcbw	bow	1	-1
2@7	Ida (Sacred)	2	3	1	0	30	invbsdu	bswd	1	4
!80	Spirit Edge (4)	1	3	1	0	20	inv9blu	nknf	1	2
395	Giant Axe (5)	2	3	1	0	24	invgix	2hax	1	-1
j56	Hatchet Hands (3)	1	3	1	0	11	invaxf	h2h	1	6
l23	Yew Wand (4)	1	2	1	0	15	invywn	wand	1	2
175	Two-Handed Sword (2)	1	4	1	0	4	inv2hs	2hsd	1	-1
!01	Naginata (1)	2	4	1	0	3	invwsc	nagi	1	6
47@	Throwing Knife (Sacred)	1	2	1	1	30	invtkn	tkni	1	-1
!36	Ono (2)	2	3	1	0	4	inv9btu	2hbx	1	4
492	Long Staff (6)	1	4	1	0	24	invlst	staf	1	-1
208	Spetum (2)	2	4	1	0	8	invspt	spea	1	-1
347	Dirk (4)	1	2	1	0	15	invdir	knif	1	-1
42@	Pike (Sacred)	2	4	1	0	30	invpik	spea	1	-1
3@1	Compound Bow (3)	2	3	1	0	12	invcbwu	dbow	1	5
434	Long Bow (5)	2	4	1	0	20	invlbw	bow	1	-1
292	Bardiche (3)	2	4	1	0	8	invbar	pole	1	-1
l53	Crossbow (1)	2	3	1	0	2	invmxb	xbow	1	-1
j15	Stag Bow (1)	2	4	1	0	3	invam1	abow	1	0
2@6	Backsword (5)	1	3	1	0	21	inv9sbu	bswd	1	4
6@A	Angel Star (3)	1	3	1	0	13	invmstu	pmac	1	3
35@	Short Spear (Sacred)	1	3	1	1	30	invssp	jave	1	-1
o12	Maiden Spear (6)	2	4	1	0	26	invam3	aspe	1	0
291	War Staff (3)	2	4	1	0	14	invwst	staf	1	-1
374	Saber (5)	1	3	1	0	20	invsbr	swor	1	-1
199	War Scepter (2)	2	3	1	0	8	invwsp	scep	1	-1
442	Saber (6)	1	3	1	0	25	invsbr	swor	1	-1
114	Hand Axe (1)	1	3	1	0	0	invhax	axe	1	-1
429	Voulge (5)	2	4	1	0	20	invvou	pole	1	-1
8@A	Angel Star (5)	1	3	1	0	22	invmstu	pmac	1	3
o19	Claws (6)	1	3	1	0	26	invclw	h2h	1	6
6@D	Dart Thrower (2)	2	3	1	0	8	inv8lxu	nxbw	1	2
409	Spear (5)	2	4	1	0	18	invspr	spea	1	-1
77@	Crossbow (Sacred)	2	3	1	0	30	invmxb	xbow	1	-1
!41	Ono (Sacred)	2	3	1	0	30	inv9btu	2hbx	1	4
1@@	War Axe (Sacred)	2	3	1	0	30	invwax	axe	1	-1
241	Long Sword (3)	2	3	1	0	13	invlsd	swor	1	-1
198	Grand Scepter (2)	1	3	1	0	6	invgsc	scep	1	-1
489	Throwing Axe (6)	1	2	1	1	22	invtax	taxe	1	-1
j66	Stag Bow (4)	2	4	1	0	17	invam1	abow	1	0
l24	Bone Wand (4)	1	2	1	0	16	invbwn	wand	1	2
04@	Falchion (Sacred)	1	3	1	0	30	invflc	swor	1	-1
327	Giant Axe (4)	2	3	1	0	19	invgix	2hax	1	-1
33@	Javelin (Sacred)	1	3	1	1	30	invjav	jave	1	-1
69@	Wand (Sacred)	1	2	1	0	30	invwnd	wand	1	2
3@5	Spatha (4)	1	3	1	0	16	invscmu	bswd	1	4
320	Double Axe (4)	2	3	1	0	16	inv2ax	axe	1	-1
5@F	Trebuchet (5)	2	3	1	0	24	inv8mxu	nxbw	1	2
02@	Scimitar (Sacred)	1	3	1	0	30	invscm	swor	1	-1
6@E	Stinger Crossbow (4)	2	3	1	0	19	invmxbu	nxbw	1	2
j71	Katar (4)	1	3	1	0	14	invktr	h2h	1	6
280	Kriss (3)	1	3	1	0	12	invkrs	knif	1	-1
!91	Tepoztopilli (1)	2	4	1	0	5	inv9bru	pspe	1	3
1@F	Trebuchet (1)	2	3	1	0	6	inv8mxu	nxbw	1	2
273	Spear (3)	2	4	1	0	9	invspr	spea	1	-1
471	War Scepter (6)	2	3	1	0	27	invwsp	scep	1	-1
361	Voulge (4)	2	4	1	0	15	invvou	pole	1	-1
465	Spiked Club (6)	1	3	1	0	24	invspc	mace	1	-1
202	Short Spear (2)	1	3	1	1	7	invssp	jave	1	-1
249	Crystal Sword (3)	2	3	1	0	15	invcrs	crsd	1	-1
j21	Wrist Blade (1)	1	3	1	0	1	invktr	h2h	1	6
184	Double Axe (2)	2	3	1	0	7	inv2ax	axe	1	-1
08@	Two-Handed Sword (Sacred)	1	4	1	0	30	inv2hs	2hsd	1	-1
140	Spetum (1)	2	4	1	0	3	invspt	spea	1	-1
!87	Holy Lance (4)	2	4	1	0	16	invtriu	pspe	1	3
l19	Yew Wand (3)	1	2	1	0	10	invywn	wand	1	2
67@	Short War Bow (Sacred)	2	3	1	0	30	invswb	bow	1	-1
104	Broad Sword (1)	2	3	1	0	3	invbsd	swor	1	-1
131	War Scepter (1)	2	3	1	0	3	invwsp	scep	1	-1
412	Spetum (5)	2	4	1	0	22	invspt	spea	1	-1
181	Crystal Sword (2)	2	3	1	0	10	invcrs	crsd	1	-1
385	Crystal Sword (5)	2	3	1	0	24	invcrs	crsd	1	-1
502	Long Bow (6)	2	4	1	0	25	invlbw	bow	1	-1
314	Bastard Sword (4)	1	4	1	0	17	invbsw	2hsd	1	-1
307	Falchion (4)	1	3	1	0	16	invflc	swor	1	-1
1@8	Kriegsmesser (1)	2	3	1	0	6	inv9lsu	bswd	1	4
154	Battle Staff (1)	1	4	1	0	3	invbst	staf	1	-1
2@A	Goedendag (6)	1	3	1	0	26	inv7mas	pmac	1	3
31@	Grand Scepter (Sacred)	1	3	1	0	30	invgsc	scep	1	-1
j76	Blade Talons (4)	1	3	1	0	19	invclw	h2h	1	6
355	Short Staff (4)	1	3	1	0	13	invsst	staf	1	-1
479	Brandistock (6)	2	4	1	0	25	invbrn	spea	1	-1
3@7	Bronze Sword (1)	2	3	1	0	4	invlsdu	bswd	1	4
159	Halberd (1)	2	4	1	0	5	invhal	pole	1	-1
!12	Raptor Scythe (5)	2	4	1	0	19	inv9s8u	nscy	1	2
2@3	Maple Bow (6)	2	3	1	0	26	inv8s8u	dbow	1	5
j49	Stag Bow (3)	2	4	1	0	12	invam1	abow	1	0
7@4	Recurve Bow (6)	2	3	1	0	29	invswbu	dbow	1	5
l69	Crossbow (5)	2	3	1	0	21	invmxb	xbow	1	-1
j82	Jared's Stone (5)	1	3	1	0	23	invob5	orb	1	1
l67	Repeating Crossbow (4)	2	3	1	0	19	invrxb	xbow	1	-1
326	Great Axe (4)	2	4	1	0	17	invgax	2hax	1	-1
4@A	Angel Star (1)	1	3	1	0	4	invmstu	pmac	1	3
!99	Warp Blade (2)	2	3	1	0	11	inv9cru	scrd	1	1
j57	Cestus (3)	1	3	1	0	12	invaxf	h2h	1	6
9@5	Backsword (3)	1	3	1	0	12	inv9sbu	bswd	1	4
l57	Crossbow (2)	2	3	1	0	7	invmxb	xbow	1	-1
5@7	Bronze Sword (3)	2	3	1	0	13	invlsdu	bswd	1	4
335	War Scepter (4)	2	3	1	0	17	invwsp	scep	1	-1
