#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	type	sockettype	class
E7+	\orange;Weird Shrine (3)	\blue;Добавляет x-y Урона\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Weird		prsh		-1
E8+	\orange;Weird Shrine (2)	\blue;Добавляет x-y Урона\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Weird		prsh		-1
E9+	\orange;Weird Shrine (1)	\blue;Добавляет x-y Урона\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Weird		prsh		-1
F0+	\orange;Intimidating Shrine (10)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh,flsh		-1
F0+S	\orange;Intimidating Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Gloomy		shco		-1
F1+	\orange;Intimidating Shrine (9)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
F2+	\orange;Intimidating Shrine (8)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
F3+	\orange;Intimidating Shrine (7)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
F4+	\orange;Intimidating Shrine (6)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
F5+	\orange;Intimidating Shrine (5)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
F6+	\orange;Intimidating Shrine (4)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
F7+	\orange;Intimidating Shrine (3)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
F8+	\orange;Intimidating Shrine (2)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
F9+	\orange;Intimidating Shrine (1)	\blue;x% Смертельный Удар\nТребования +x%\n+x% Усиленный Урон\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Gloomy		prsh		-1
G0+	\orange;Tainted Shrine (10)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh,flsh		-1
G0+S	\orange;Tainted Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Tainted		shco		-1
G1+	\orange;Tainted Shrine (9)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
G2+	\orange;Tainted Shrine (8)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
G3+	\orange;Tainted Shrine (7)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
G4+	\orange;Tainted Shrine (6)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
G5+	\orange;Tainted Shrine (5)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
G6+	\orange;Tainted Shrine (4)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
G7+	\orange;Tainted Shrine (3)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
G8+	\orange;Tainted Shrine (2)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
G9+	\orange;Tainted Shrine (1)	\blue;+x% к Урону Призываемых Существ\n+x% к Рейтингу Атаки Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Tainted		prsh		-1
H0+	\orange;Fascinating Shrine (10)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh,flsh		-1
H0+S	\orange;Fascinating Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Fascinating		shco		-1
H1+	\orange;Fascinating Shrine (9)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
H2+	\orange;Fascinating Shrine (8)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
H3+	\orange;Fascinating Shrine (7)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
H4+	\orange;Fascinating Shrine (6)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
H5+	\orange;Fascinating Shrine (5)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
H6+	\orange;Fascinating Shrine (4)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
H7+	\orange;Fascinating Shrine (3)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
H8+	\orange;Fascinating Shrine (2)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
H9+	\orange;Fascinating Shrine (1)	\blue;+x% к Урону Заклинаний Огня\n-x% к Сопротивлению Огню у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Fascinating		prsh		-1
I0+	\orange;Ornate Shrine (10)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh,flsh		-1
I0+S	\orange;Ornate Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Ornate		shco		-1
I1+	\orange;Ornate Shrine (9)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
I2+	\orange;Ornate Shrine (8)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
I3+	\orange;Ornate Shrine (7)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
I4+	\orange;Ornate Shrine (6)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
I5+	\orange;Ornate Shrine (5)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
I6+	\orange;Ornate Shrine (4)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
I7+	\orange;Ornate Shrine (3)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
I8+	\orange;Ornate Shrine (2)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
I9+	\orange;Ornate Shrine (1)	\blue;+x% к Урону Заклинаний Молнии\n-x% к Сопротивлению Молнии у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Ornate		prsh		-1
J0+	\orange;Sacred Shrine (10)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh,flsh		-1
J0+S	\orange;Sacred Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Sacred		shco		-1
J1+	\orange;Sacred Shrine (9)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
J2+	\orange;Sacred Shrine (8)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
J3+	\orange;Sacred Shrine (7)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
J4+	\orange;Sacred Shrine (6)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
J5+	\orange;Sacred Shrine (5)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
J6+	\orange;Sacred Shrine (4)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
J7+	\orange;Sacred Shrine (3)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
J8+	\orange;Sacred Shrine (2)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
J9+	\orange;Sacred Shrine (1)	\blue;+x% к Урону Заклинаний Холода\n-x% к Сопротивлению Холоду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Sacred		prsh		-1
K0+	\orange;Shimmering Shrine (10)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh,flsh		-1
K0+S	\orange;Shimmering Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Shimmering		shco		-1
K1+	\orange;Shimmering Shrine (9)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
K2+	\orange;Shimmering Shrine (8)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
K3+	\orange;Shimmering Shrine (7)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
K4+	\orange;Shimmering Shrine (6)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
K5+	\orange;Shimmering Shrine (5)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
K6+	\orange;Shimmering Shrine (4)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
K7+	\orange;Shimmering Shrine (3)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
K8+	\orange;Shimmering Shrine (2)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
K9+	\orange;Shimmering Shrine (1)	\blue;+x% к Урону Заклинаний Яда\n-x% к Сопротивлению Яду у Врага\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Shimmering		prsh		-1
Kx1	\purple;Earth Essence	\yellow;Этот Рецепт создает Rune этой же Стихии\n\grey;Смешайте с Primal Rune для Улучшения\n\nРеагент Куба	1	1	2		0	0	0									EarthEssence		thng,esse		-1
Kx2	\purple;Magic Essence	\yellow;Этот Рецепт создает Rune этой же Стихии\n\grey;Смешайте с Primal Rune для Улучшения\n\nРеагент Куба	1	1	2		0	0	0									MagicEssence		thng,esse		-1
Kx3	\purple;Venomous Essence	\yellow;Этот Рецепт создает Rune этой же Стихии\n\grey;Смешайте с Primal Rune для Улучшения\n\nРеагент Куба	1	1	2		0	0	0									VenomousEssence		thng,esse		-1
Kx4	\purple;Lightning Essence	\yellow;Этот Рецепт создает Rune этой же Стихии\n\grey;Смешайте с Primal Rune для Улучшения\n\nРеагент Куба	1	1	2		0	0	0									LightningEssence		thng,esse		-1
Kx5	\purple;Icy Essence	\yellow;Этот Рецепт создает Rune этой же Стихии\n\grey;Смешайте с Primal Rune для Улучшения\n\nРеагент Куба	1	1	2		0	0	0									IcyEssence		thng,esse		-1
Kx6	\purple;Fiery Essence	\yellow;Этот Рецепт создает Rune этой же Стихии\n\grey;Смешайте с Primal Rune для Улучшения\n\nРеагент Куба	1	1	2		0	0	0									FieryEssence		thng,esse		-1
M0+	\orange;Spiritual Shrine (10)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh,flsh		-1
M0+S	\orange;Spiritual Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Spiritual		shco		-1
M1+	\orange;Spiritual Shrine (9)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
M2+	\orange;Spiritual Shrine (8)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
M3+	\orange;Spiritual Shrine (7)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
M4+	\orange;Spiritual Shrine (6)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
M5+	\orange;Spiritual Shrine (5)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
M6+	\orange;Spiritual Shrine (4)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
M7+	\orange;Spiritual Shrine (3)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
M8+	\orange;Spiritual Shrine (2)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
M9+	\orange;Spiritual Shrine (1)	\blue;+x% к Скорости Сотворения Заклинаний\nМаксимум Маны +x%\nВосстановление Маны +x%\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Spiritual		prsh		-1
N0+	\orange;Magical Shrine (10)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh,flsh		-1
N0+S	\orange;Magical Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Magical		shco		-1
N1+	\orange;Magical Shrine (9)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
N2+	\orange;Magical Shrine (8)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
N3+	\orange;Magical Shrine (7)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
N4+	\orange;Magical Shrine (6)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
N5+	\orange;Magical Shrine (5)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
N6+	\orange;Magical Shrine (4)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
N7+	\orange;Magical Shrine (3)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
N8+	\orange;Magical Shrine (2)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
N9+	\orange;Magical Shrine (1)	\blue;+x% к Жизни Призываемых Существ\n+x% к Сопротивлениям Призываемых Существ\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Magical		prsh		-1
O0+	\orange;Enchanted Shrine (10)	\blue;Магическое Сопротивление +x%\n+x% к Физ./Маг. Урону Заклинаний\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Enchanted		prsh,flsh		-1
O0+S	\orange;Enchanted Vessel	\yellow;(требуются Shrines с 10-ю зарядами)\nскладывайте в меня Shrines при смешивании!\n\n\grey;Реагент Куба	1	2	2		0	0	0									#Enchanted		shco		-1
O1+	\orange;Enchanted Shrine (9)	\blue;Магическое Сопротивление +x%\n+x% к Физ./Маг. Урону Заклинаний\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Enchanted		prsh		-1
O2+	\orange;Enchanted Shrine (8)	\blue;Магическое Сопротивление +x%\n+x% к Физ./Маг. Урону Заклинаний\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Enchanted		prsh		-1
O3+	\orange;Enchanted Shrine (7)	\blue;Магическое Сопротивление +x%\n+x% к Физ./Маг. Урону Заклинаний\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Enchanted		prsh		-1
O4+	\orange;Enchanted Shrine (6)	\blue;Магическое Сопротивление +x%\n+x% к Физ./Маг. Урону Заклинаний\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Enchanted		prsh		-1
O5+	\orange;Enchanted Shrine (5)	\blue;Магическое Сопротивление +x%\n+x% к Физ./Маг. Урону Заклинаний\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Броней для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Enchanted		prsh		-1
