#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	strBonus	dexBonus	type	sockettype	class
Q0+	\orange;Hidden Shrine (10)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh,flsh		-1
Q0+S	\orange;Hidden Vessel	(Нажмите ПКМ чтобы Собрать)	1	2	2		0	0	0									#Hidden				shco		-1
Q1+	\orange;Hidden Shrine (9)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
Q2+	\orange;Hidden Shrine (8)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
Q3+	\orange;Hidden Shrine (7)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
Q4+	\orange;Hidden Shrine (6)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
Q5+	\orange;Hidden Shrine (5)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
Q6+	\orange;Hidden Shrine (4)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
Q7+	\orange;Hidden Shrine (3)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
Q8+	\orange;Hidden Shrine (2)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
Q9+	\orange;Hidden Shrine (1)	\blue;1% Возродить как: Случайный Монстр\n1% Возродить как: Случайный Монстр\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Hidden				prsh		-1
R0+	\orange;Trinity Shrine (10)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh,flsh		-1
R0+S	\orange;Trinity Vessel	(Нажмите ПКМ чтобы Собрать)	1	2	2		0	0	0									#Stone				shco		-1
R1+	\orange;Trinity Shrine (9)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
R2+	\orange;Trinity Shrine (8)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
R3+	\orange;Trinity Shrine (7)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
R4+	\orange;Trinity Shrine (6)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
R5+	\orange;Trinity Shrine (5)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
R6+	\orange;Trinity Shrine (4)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
R7+	\orange;Trinity Shrine (3)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
R8+	\orange;Trinity Shrine (2)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
R9+	\orange;Trinity Shrine (1)	\blue;+х ко Всем Атрибутам\n+х% к Врождённому Стихийному Урону\n\grey;Смешайте с Sacred Редким/Крафтовым Оружием/Бронёй для Крафта\n\nРеагент Куба	1	2	2		0	0	0									@Stone				prsh		-1
Ysh1	Arcane Seal		1	1	2		0	0	0									lab_rn1				###1		-1
Ysh2	Necklace		1	1	2		0	0	0									lab_amu				###2		-1
[01	\gold;Lord of Lies Trophy	\blue;Общий Физический Урон Оружия +20%\n\grey;Смешайте с Book of Lies для Добавления Бонуса\n	1	1	2		0	0	0									trophy12				thng,trph		-1
[02	\gold;Legacy of Blood Trophy	\blue;+20% Бонус к Защите\n\grey;Смешайте с Legacy of Blood для Добавления Бонуса\n	1	1	2		0	0	0									trophy01				thng,trph		-1
[03	\gold;Judgement Day Trophy	\blue;5% ко Всем Атрибутам\n\grey;Смешайте с Crystalline Flame Medallion для Добавления Бонуса\n	1	1	2		0	0	0									trophy05				thng,trph		-1
[04	\gold;Yshari Sanctum Trophy	\blue;Максимум Маны: +5%\nМаксимум Жизни: +5%\n\grey;Смешайте с Ancient Repositories для Добавления Бонуса\n	1	1	2		0	0	0									trophy14				thng,trph		-1
[05	\gold;Kingdom of Shadow Trophy	\blue;+10% к Скорости Перемещения\n\grey;Смешайте с Eternal Bone Pile для Добавления Бонуса\n	1	1	2		0	0	0									trophy07				thng,trph		-1
[06	\gold;Duncraig Trophy	\blue;10% к Боевым Скоростям\n\grey;Смешайте с Demonsbane для Добавления Бонуса\n	1	1	2		0	0	0									trophy11				thng,trph		-1
[07	\gold;Xazax Trophy	\blue;Замедление Цели на 4%\n\grey;Смешайте с Xazax's Illusion для Добавления Бонуса\n	1	1	2		0	0	0									trophy15				thng,trph		-1
[08	\gold;The Veiled Prophet Trophy	\blue;+10% к Сопротивлениям Призываемых Существ\n+20% к Жизни Призываемых Существ\n\grey;Смешайте с Idol of Vanity для Добавления Бонуса:\n	1	1	2		0	0	0									trophy02				thng,trph		-1
[09	\gold;Tran Athulua Trophy	\blue;Сопротивление Физическому Урону 5%\n\grey;Смешайте с Sunstone of the Gods для Добавления Бонуса\n	1	1	2		0	0	0									trophy04				thng,trph		-1
[10	\gold;Quov Tsin Trophy	\blue;+10% к Урону Заклинаний\n\grey;Смешайте с Silver Seal of Ureh для Добавления Бонуса\n	1	1	2		0	0	0									trophy06				thng,trph		-1
[11	\gold;Astrogha Trophy	\blue;-5% к Стихийным Сопротивлениям Врага\n\grey;Смешайте с Astrogha's Venom Stinger для Добавления Бонуса\n	1	1	2		0	0	0									trophy16				thng,trph		-1
[12	\gold;Heart of Sin Trophy	\blue;+75 к Мане\n+150 к Жизни\n\grey;Смешайте с Azmodan's Heart Для Добавления Бонуса\n	1	1	2		0	0	0									trophy03				thng,trph		-1
[13	\gold;Viz-jun Trophy	\blue;+15 ко Всем Атрибутам\n\grey;Смешайте с Cold Fusion Schematics для Добавления Бонуса\n	1	1	2		0	0	0									trophy17				thng,trph		-1
[14	\gold;Archbishop Lazarus Trophy	\blue;+1 к Максимальным Стихийным Сопротивлениям\n\grey;Смешайте с Glorious Book of Median для Добавления Бонуса\n	1	1	2		0	0	0									trophy20				thng,trph		-1
[15	\gold;The Triune Trophy	\blue;30% к Шансу Нахождения Магических Предметов\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n	1	1	2		0	0	0									trophy10				thng,trph		-1
[16	\gold;Nephalem's Sacrifice Trophy	\blue;Добавляет 100-150 Урона Молнией\nДобавляет 100-150 Урона Холодом\nДобавляет 100-150 Урона Огнём\n\grey;Смешайте с Neutrality Pact для Добавления Бонуса:\n	1	1	2		0	0	0									trophy19				thng,trph		-1
[17	\gold;Banisher of Light Trophy	\blue;Добавляет 5-10 Урона\n\grey;Смешайте с Soul of Kabraxis для Добавления Бонуса\n	1	1	2		0	0	0									trophy09				thng,trph		-1
[18	\gold;Трофей Ghosts of Old Bremmtown	\blue;+10% к Получаемому Опыту\n\grey;Смешайте с Улучшенным Dragon Claw для Добавления Бонуса:\n\orange;Убейте Dark Star Dragon менее, чем за 30 Секунд для Применения Бонуса\n	1	1	2		0	0	0									trophy13				thng,trph		-1
[19	\gold;Трофей The Void	\blue;+1 ко Всем Навыкам\n\grey;Смешайте с Books of Kalan для Добавления Бонуса:\n	1	1	2		0	0	0									trophy18				thng,trph		-1
[20	\gold;Трофей Eve of Destruction	\blue;Стихийные Сопротивления +10%\n\grey;Смешайте со Spirit of Creation для Добавления Бонуса:\n	1	1	2		0	0	0									trophy08				thng,trph		-1
\\1	\purple;Great Rainbow Stone	Смешайте все камни с The Black Road для получения бонуса	1	1	2		0	0	0									og5				thng		-1
\\2	\purple;Great Skull	Смешайте все камни с The Black Road для получения бонуса	1	1	2		0	0	0									invskz				thng		-1
\\3	\purple;Great Topaz	Смешайте все камни с The Black Road для получения бонуса	1	1	2		0	0	0									invgsye				thng		-1
\\4	\purple;Great Sapphire	Смешайте все камни с The Black Road для получения бонуса	1	1	2		0	0	0									invgsbe				thng		-1
\\5	\purple;Great Ruby	Смешайте все камни с The Black Road для получения бонуса	1	1	2		0	0	0									invgsre				thng		-1
\\6	\gold;Golden Cycle	\dgrey;(Лимит: 1)\n\blue;Максимум Маны +5%\nМаксимум Жизни +2%\n+10 ко Всем Атрибутам\n+1 ко Всем Навыкам\n\grey;Смешайте с Corrupted Wormhole для Получения Бонуса\n\nРеагент Куба	1	3	2		0	0	0									invch3				cyc3,cycl		-1
\\7	\grey;Квестовый Предмет\n\gold;Tome of Possession		2	2	2		0	0	0									invbbb	255			grtz		-1
\\8	Corrupted Wormhole		1	1	2		0	0	0									invlucion	255			grtz		-1
a55	Optical Detector		1	1	2		0	0	0									inveye	255			grtz		-1
a56	Azmodan's Heart		1	1	2		0	0	0									invhrt	255			grtz		-1
a57	Visions of Akarat		1	1	2		0	0	0									invsbk2	255			grtz		-1
a58	Scroll of Kings		1	1	2		0	0	0									invscb2	255			grtz		-1
a59	Laser Focus Crystal		1	1	2		0	0	0									invdss	255			grtz		-1
a60	The Butcher's Tooth		1	1	2		0	0	0									invfang	255			grtz		-1
a61	Sacred Worldstone Key		1	2	2		0	0	0									invworldkey	255			grtz		-1
a66	Idol of Vanity		1	2	2		0	0	0									invgbi	255			grtz		-1
a67	Поздравляю. Вы его получили!\n\gold;Spirit of Damnation	\blue;Макс. Уровень Навыков Увеличивается на 1\n\grey;Смешайте с Идолом Тщеславия для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									invsple				thng		-1
a68	Horazon's Focus		1	1	2		0	0	0									invhorazon	255			grtz		-1
ab!	Astrogha's Venom Stinger		1	1	2		0	0	0									invtail	255			grtz		-1
adi	Legacy of Blood		1	1	2		0	0	0									invlegacy	255			grtz		-1
amu	Amulet		1	1	2		0	0	0									invamu				amul		-1
aq!	Silver Seal of Ureh		1	1	2		0	0	0									invrin	255			grtz		-1
aqv	Arrow Quiver		1	3	2	1	0	0	0									invqvr				bowq	2	-1
ass	Нажмите ПКМ чтобы получить 1 очко навыка\nКнига Навыка		2	2	2		0	0	0									invsbk	15			ques		-1
asx	\orange;Arcane Cluster	(Нажмите ПКМ чтобы Собрать)	1	1	2		0	0	0									invsr6				thng		-1
az!	Fool's Gold		1	1	2		0	0	0									invgldm	255			grtz		-1
b60	\purple;The Butcher's Tooth (Uber)		1	1	2		120	0	0									invfang	255			grtz		-1
b60X	\dgrey;Квестовый Предмет\n\gold;Scroll of Summoning	\gold;Horror Under Tristram (Uber)	1	1	2		120	0	0									invrsc				thng		-1
b61	\purple;Laser Focus Crystal (Uber)		1	1	2		121	0	0									invdss	255			grtz		-1
b61X	\dgrey;Квестовый Предмет\n\gold;Scroll of Summoning	\gold;Death Projector (Uber)	1	1	2		121	0	0									invrsc				thng		-1
b@b	\red;Goodberry	Волшебный фрукт Глор-ан-Фхайдха...	1	1	2		666	0	0									cherries				hpot		-1
bbb	Том Лам Эзена		2	2	2		0	0	0									invbbb	16			ques		-1
bkd	Ключ к Пирамидальным камням		2	2	2		0	0	0									invscb	5			ques		-1
bks	Свиток Инифусса		2	2	2		0	0	0									invscb	5			ques		-1
blol	Spirit of Creation		1	1	2		120	0	0									vine	255			grtz		-1
bob	FLYING POLAR BUFFALO ERROR		2	2	2		0	0	0									bobross	255			grtz		-1
box	Хорадрический Куб		2	2	2		0	0	0									invbox	10			ques		-1
bpl	FLYING POLAR BUFFALO ERROR		1	1	2	1	0	0	0									invbpl				mpot		-1
bps	FLYING POLAR BUFFALO ERROR		1	1	2	1	0	0	0									invbps				mpot		-1
brc1	Black Road Challenge\n\orange;Scroll of Fear	У вас всего 30 секунд!\nСмешайте Классовый Талисман для Завершения Испытания\n\yellow;Награда\n\n\grey;Призовите и Убейте Мясника\n\yellow;Испытание Страха\n\n\grey;Логово Мясника (Тристрам)\n\yellow;Местонахождение\n\n\grey;Ужас\n\yellow;Сложность\n	1	1	2		0	0	0									ChallengeScroll				thng		-1
brc2	Black Road Challenge\n\orange;Scroll of Greed	Смешайте Классовый Талисман для Завершения Испытания\n\yellow;Награда\n\n\grey;Возьмите 'в руки' 666,666 Золота или более\n\yellow;Испытание Знания\n\n\grey;Любое\n\yellow;Местонахождение\n\n\grey;Любая\n\yellow;Сложность\n	1	1	2		0	0	0									ChallengeScroll				thng		-1
brc3	Black Road Challenge\n\orange;Scroll of Contrition	У вас всего 30 секунд!\nСмешайте Классовый Талисман для Завершения Испытания\n\yellow;Награда\n\n\grey;Призовите и Убейте Короля Кота\n\yellow;Испытание Сострадания\n\n\grey;Вершина Арреат\n\yellow;Местонахождение\n\n\grey;Ужас\n\yellow;Сложность\n	1	1	2		0	0	0									ChallengeScroll				thng		-1
brc4	Black Road Challenge\n\orange;Scroll of Knowledge	Смешайте Классовый Талисман с 5-ю Мозгами для Завершения Испытания\n\yellow;Награда\n\n\grey;Соберите 5 Мозгов с Роботов-Боссов\n\yellow;Испытание Знания\n\n\grey;Фаузтинвилль (Каменная Гробница)\n\yellow;Местонахождение\n\n\grey;Ужас\n\yellow;Сложность\n	1	1	2		0	0	0									ChallengeScroll				thng		-1
brc5	Black Road Challenge\n\orange;Scroll of Blood	У вас всего 30 секунд от убийства одной Жрицы!\nСмешайте Классовый Талисман для Завершения Испытания\n\yellow;Награда\n\n\grey;Убейте Skovos и Lycander за 30 Секунд или менее\n\yellow;Испытание Крови\n\n\grey;Тран Атулуа (Остров Скартары - Залы Мертвых)\n\yellow;Местонахождение\n\n\grey;Ужас\n\yellow;Сложность\n	1	1	2		0	0	0									ChallengeScroll				thng		-1
brc6	Black Road Challenge\n\orange;Scroll of Completion	\grey;Смешайте Классовый Талисман с 2 Arcane Crystal для Добавления Бонуса\nЕсли вы завершили все 5 испытаний:\n\yellow;Завершение Black Road\n\n\grey;Где угодно\n\yellow;Местонахождение\n\n\grey;Любая\n\yellow;Сложность\n	1	1	2		0	0	0									ChallengeScroll				thng		-1
brz	Мозг		1	1	2		0	0	0									invbrnz				body		-1
bxa	Soul of Kabraxis		1	1	2		100	0	0									braxwhorl	255			grtz		-1
c@c	(Sorceress Only)\n\red;Moon Symbol	Освященный символ богини...	1	1	2		0	0	0									moon1				poti		-1
cats	\gold;Catalyst of Transference	83\nTransference:\nДля использования вы должны зарядить свой catalyst.\n\nCatalyst + Positronic Brains (макс. 10)\n--> Catalyst (+1-10 Зарядов)\n\nCatalyst + Любая Полная Shrine\n--> Catalyst (-1 Заряд) + Выбранная Shrine\n\nВы можете смешать catalyst без всего\nдля выбора получаемой shrine.\n\nCatalyst\n--> Catalyst (другая получаемая Shrine)\n	1	1	2		0	0	0									jewelcataon	255			thng		-1
cm1	\orange;Cycle		1	1	2		0	0	0									invch1				scha		-1
cm2	\orange;Cycle		1	2	2		0	0	0									invch2				mcha		-1
cm3	\orange;Cycle		1	3	2		0	0	0									invsst				lcha		-1
cosx	\orange;Corrupted Cluster	(Нажмите ПКМ чтобы Собрать)	1	1	2		0	0	0									invscr6				thng		-1
cotw	Relic		1	1	2		0	0	0									invgswe	255			reli		-1
cqv	Bolt Quiver		1	3	2	1	0	0	0									invcqv				xboq	2	-1
cr01	Квестовый Предмет\n\gold;Charged Riftstone (\green;1\gold;)	\grey;Сложность: \red;Тяжёлая\n\grey;Уровень Локации: 121\n\gold;Dimensional Labyrinth 1\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		115	0	0									ChargedRunestoneG				thng		-1
cr02	Квестовый Предмет\n\gold;Charged Riftstone (\green;2\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Тяжёлая\n\grey;Уровень Локации: 122\n\gold;Dimensional Labyrinth 2\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		116	0	0									ChargedRunestoneG				thng		-1
cr03	Квестовый Предмет\n\gold;Charged Riftstone (\green;3\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Тяжёлая\n\grey;Уровень Локации: 123\n\gold;Dimensional Labyrinth 3\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		117	0	0									ChargedRunestoneG				thng		-1
cr04	Квестовый Предмет\n\gold;Charged Riftstone (\green;4\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Тяжёлая\n\grey;Уровень Локации: 124\n\gold;Dimensional Labyrinth 4\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		118	0	0									ChargedRunestoneG				thng		-1
cr05	Квестовый Предмет\n\gold;Charged Riftstone (\green;5\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Тяжёлая\n\grey;Уровень Локации: 125\n\gold;Dimensional Labyrinth 5\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		119	0	0									ChargedRunestoneG				thng		-1
cr06	Квестовый Предмет\n\gold;Charged Riftstone (\orange;6\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Очень Тяжёлая\n\grey;Уровень Локации: 131\n\gold;Dimensional Labyrinth 1\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		126	0	0									ChargedRunestoneY				thng		-1
cr07	Квестовый Предмет\n\gold;Charged Riftstone (\orange;7\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Очень Тяжёлая\n\grey;Уровень Локации: 132\n\gold;Dimensional Labyrinth 2\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		127	0	0									ChargedRunestoneY				thng		-1
cr08	Квестовый Предмет\n\gold;Charged Riftstone (\orange;8\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Очень Тяжёлая\n\grey;Уровень Локации: 133\n\gold;Dimensional Labyrinth 3\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		128	0	0									ChargedRunestoneY				thng		-1
cr09	Квестовый Предмет\n\gold;Charged Riftstone (\orange;9\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Очень Тяжёлая\n\grey;Уровень Локации: 134\n\gold;Dimensional Labyrinth 4\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		129	0	0									ChargedRunestoneY				thng		-1
cr10	Квестовый Предмет\n\gold;Charged Riftstone (\orange;10\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \red;Очень Тяжёлая\n\grey;Уровень Локации: 135\n\gold;Dimensional Labyrinth 5\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		130	0	0									ChargedRunestoneY				thng		-1
cr11	Квестовый Предмет\n\gold;Charged Riftstone (\red;11\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \purple;Экстремальная\n\grey;Уровень Локации: 136\n\gold;Dimensional Labyrinth 6\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		131	0	0									ChargedRunestoneR				thng		-1
cr12	Квестовый Предмет\n\gold;Charged Riftstone (\red;12\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \purple;Экстремальная\n\grey;Уровень Локации: 137\n\gold;Dimensional Labyrinth 7\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		132	0	0									ChargedRunestoneR				thng		-1
cr13	Квестовый Предмет\n\gold;Charged Riftstone (\red;13\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \purple;Экстремальная\n\grey;Уровень Локации: 138\n\gold;Dimensional Labyrinth 8\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		133	0	0									ChargedRunestoneR				thng		-1
cr14	Квестовый Предмет\n\gold;Charged Riftstone (\red;14\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \purple;Экстремальная\n\grey;Уровень Локации: 139\n\gold;Dimensional Labyrinth 9\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		134	0	0									ChargedRunestoneR				thng		-1
cr15	Квестовый Предмет\n\gold;Charged Riftstone (\red;15\gold;)	\dgrey;- Смешайте для Полных Характеристик Монстров -\n\n\grey;Сложность: \purple;Экстремальная\n\grey;Уровень Локации: 140\n\gold;Dimensional Labyrinth 10\n\n\grey;Нажмите ПКМ для открытия портала\n	1	1	2		135	0	0									ChargedRunestoneR				thng		-1
cr21	Квестовый Предмет\n\gold;Charged Riftstone (\purple;16\gold;)	\grey;Сложность: \orange;Невозможная\n\grey;Уровень Локации: 150\n\gold;The Heart of Darkness\n\n\grey;Нажмите правой кнопкой мыши для открытия портала\n	1	1	2		145	0	0									ChargedRunestoneR				thng		-1
cy01	\orange;Small Cycle	\blue;+1 Требуемый Уровень\n+(2-8) к Силе\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									invch1				cyc1,cycl		-1
cy02	\orange;Small Cycle	\blue;+1 Требуемый Уровень\n+(2-8) к Ловкости\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									invch1				cyc1,cycl		-1
cy03	\orange;Small Cycle	\blue;+1 Требуемый Уровень\n+(2-8) к Живучести\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									invch1				cyc1,cycl		-1
cy04	\orange;Small Cycle	\blue;+1 Требуемый Уровень\n+(2-8) к Энергии\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									invch1				cyc1,cycl		-1
cy05	\orange;Medium Cycle	\blue;+3 Требуемый Уровень\n+(5-15) к Силе\n+1% к Силе\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	2	2		0	0	0									invch2				cyc2,cycl		-1
cy06	\orange;Medium Cycle	\blue;+3 Требуемый Уровень\n+(5-15) к Ловкости\n+1% к Ловкости\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	2	2		0	0	0									invch2				cyc2,cycl		-1
cy07	\orange;Medium Cycle	\blue;+3 Требуемый Уровень\n+(5-15) к Живучести\n+1% к Живучести\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	2	2		0	0	0									invch2				cyc2,cycl		-1
cy08	\orange;Medium Cycle	\blue;+3 Требуемый Уровень\n+(5-15) к Энергии\n+1% к Энергии\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	2	2		0	0	0									invch2				cyc2,cycl		-1
cy09	\orange;Large Cycle	\blue;+5 Требуемый Уровень\n+(10-20) к Силе\n+2% к Силе\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	3	2		0	0	0									invsst				cyng,cycl		-1
cy10	\orange;Large Cycle	\blue;+5 Требуемый Уровень\n+(10-20) к Ловкости\n+2% к Ловкости\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	3	2		0	0	0									invsst				cyng,cycl		-1
cy11	\orange;Large Cycle	\blue;+5 Требуемый Уровень\n+(10-20) к Живучести\n+2% к Живучести\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	3	2		0	0	0									invsst				cyng,cycl		-1
cy12	\orange;Large Cycle	\blue;+5 Требуемый Уровень\n+(10-20) к Энергии\n+2% к Энергии\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	3	2		0	0	0									invsst				cyng,cycl		-1
cy13	\orange;Small Cycle	\blue;+2 Требуемый Уровень\n+(1-4)% Больше Золота от Монстров\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									invch1				cyc1,cycl		-1
cy14	\orange;Medium Cycle	\blue;+3 Требуемый Уровень\n+(3-7)% Больше Золота от Монстров\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	2	2		0	0	0									invch2				cyc2,cycl		-1
cy15	\orange;Large Cycle	\blue;+4 Требуемый Уровень\n+(6-10)% Больше Золота от Монстров\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	3	2		0	0	0									invsst				cyng,cycl		-1
cy16	\orange;Small Cycle	\blue;+2 Требуемый Уровень\n+(1-4)% к Поиску Магических Предметов\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	1	2		0	0	0									invch1				cyc1,cycl		-1
cy17	\orange;Medium Cycle	\blue;+3 Требуемый Уровень\n+(3-7)% к Поиску Магических Предметов\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	2	2		0	0	0									invch2				cyc2,cycl		-1
cy18	\orange;Large Cycle	\blue;+4 Требуемый Уровень\n+(6-10)% к Поиску Магических Предметов\n\grey;Смешайте с Corrupted Wormhole для Добавления Бонуса\n\nРеагент Куба	1	3	2		0	0	0									invsst				cyng,cycl		-1
