Id	Height	OverlayHeight	pixHeight	SizeX	SizeY	spawnCol	MeleeRng	BaseW	HitClass	HDv	TRv	LGv	Rav	Lav	RHv	LHv	SHv	S1v	S2v	S3v	S4v	S5v	S6v	S7v	S8v	HD	TR	LG	RA	LA	RH	LH	SH	S1	S2	S3	S4	S5	S6	S7	S8	TotalPieces	mDT	mNU	mWL	mGH	mA1	mA2	mBL	mSC	mS1	mS2	mS3	mS4	mDD	mKB	mSQ	mRN	dDT	dNU	dWL	dGH	dA1	dA2	dBL	dSC	dS1	dS2	dS3	dS4	dDD	dKB	dSQ	dRN	A1mv	A2mv	SCmv	S1mv	S2mv	S3mv	S4mv	noGfxHitTest	htTop	htLeft	htWidth	htHeight	restore	automapCel	noMap	noOvly	isSel	alSel	noSel	shiftSel	corpseSel	isAtt	revive	critter	small	large	soft	inert	objCol	deadCol	unflatDead	Shadow	noUniqueShift	compositeDeath	localBlood	Bleed	Light	light-r	light-g	light-b	Heart	BodyPart	InfernoLen	InfernoAnim	InfernoRollback	ResurrectMode	ResurrectSkill	EOL
baaltentacle2	1	1	48	2	2		4	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1										1			2	1		255	255	255	xxx	xxx	1			NU		0
baaltentacle3	1	1	48	2	2		4	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1										1			2	1		255	255	255	xxx	xxx	1			NU		0
baaltentacle4	1	1	48	2	2		4	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1										1			2	1		255	255	255	xxx	xxx	1			NU		0
baaltentacle5	1	1	48	2	2		4	hth	3		lit							lit									1							1								2	1	1		1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1					1										1			2	1		255	255	255	xxx	xxx	1			NU		0
injuredbarb1	0	1	96	2	2		0	hth	3		lit																1															1		1															1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													2		1				1								1					1						255	255	255	xxx	xxx	1			NU		0
injuredbarb2	0	1	96	2	2		0	hth	3		lit																1															1		1															1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													2		1				1								1					1						255	255	255	xxx	xxx	1			NU		0
injuredbarb3	0	1	96	2	2		0	hth	3		lit																1															1		1															1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1													2		1				1								1					1						255	255	255	xxx	xxx	1			NU		0
baalclone	3	4	112	3	3		3	hth	12	lit	lit	lit	lit	lit				lit	lit	lit	lit	lit				1	1	1	1	1				1	1	1	1	1				11	1	1	1		1	1		1	1	1	1		1				1	8	8	8	8	8	8	8	8	8	8	8	1	8	8	8													1				1					1				1	1					1	1	1		2		255	255	255	xxx	xxx	1	10	11	NU		0
baalminion1	3	3	112	3	3		3	hth	12	lit	lit	lit	lit	lit				lit	lit	lit	lit					1	1	1	1	1				1	1	1	1					9	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1	1			2		255	255	255	xxx	xxx	1			NU		0
baalminion2	3	3	112	3	3		3	hth	12	lit	lit	lit	lit	lit				lit	lit	lit	lit					1	1	1	1	1				1	1	1	1					9	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1	1			2		255	255	255	xxx	xxx	1			NU		0
baalminion3	3	3	112	3	3		3	hth	12	lit	lit	lit	lit	lit				lit	lit	lit	lit					1	1	1	1	1				1	1	1	1					9	1	1	1	1	1	1							1	1			8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1	1			2		255	255	255	xxx	xxx	1			NU		0
worldstoneeffect	0	0	96	0	0		0	hth	3		lit																1															1		1	1		1												1	1	8	8	1	8	8	8	1	8	8	8	1	8	8	8													1																				1				15	255	178	64	xxx	xxx	1			NU		0
sk_archer6	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx	xxx	1			NU		0
sk_archer7	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx	xxx	1			NU		0
sk_archer8	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx	xxx	1			NU		0
sk_archer9	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx	xxx	1			NU		0
sk_archer10	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1						255	255	255	xxx	xxx	1			NU		0
bighead6	3	3	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	1		255	255	255	xxx	xxx	1			NU		0
bighead7	3	3	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	1		255	255	255	xxx	xxx	1			NU		0
bighead8	3	3	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	1		255	255	255	xxx	xxx	1			NU		0
bighead9	3	3	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	1		255	255	255	xxx	xxx	1			NU		0
bighead10	3	3	96	3	3		0	hth	3		lit							lit									1							1								2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1			2	1		255	255	255	xxx	xxx	1			NU		0
goatman6	3	2	96	2	2		0	2hs	3		lit				btx,hal,lax,mau,scy,whm												1				1										1	3	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
goatman7	3	2	96	2	2		0	2hs	3		lit				btx,hal,lax,mau,scy,whm												1				1										1	3	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
goatman8	3	2	96	2	2		0	2hs	3		lit				btx,hal,lax,mau,scy,whm												1				1										1	3	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
goatman9	3	2	96	2	2		0	2hs	3		lit				btx,hal,lax,mau,scy,whm												1				1										1	3	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
goatman10	3	2	96	2	2		0	2hs	3		lit				btx,hal,lax,mau,scy,whm												1				1										1	3	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
foulcrow5	2	2	88	2	2		0	hth	12		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1		255	255	255	xxx	xxx	1			NU		0
foulcrow6	2	2	88	2	2		0	hth	12		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1		255	255	255	xxx	xxx	1			NU		0
foulcrow7	2	2	88	2	2		0	hth	12		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1		255	255	255	xxx	xxx	1			NU		0
foulcrow8	2	2	88	2	2		0	hth	12		lit																1															1	1	1	1	1	1								1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1		255	255	255	xxx	xxx	1			NU		0
clawviper6	3	2	80	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
clawviper7	3	2	80	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
clawviper8	3	2	80	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
clawviper9	3	2	80	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
clawviper10	3	2	80	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1	1		255	255	255	xxx	xxx	1			NU		0
sandraider6	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx	xxx	1			NU		0
sandraider7	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx	xxx	1			NU		0
sandraider8	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx	xxx	1			NU		0
sandraider9	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx	xxx	1			NU		0
sandraider10	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1		255	255	255	xxx	xxx	1			NU		0
slayer	1	1	128	0	0		0	hth	3		lit																1															1	1	1			1				1	1			1				8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1												1												10	255	0	0	xxx	xxx	1			NU		0
shadows	3	2	96	2	2		1	hth	3	nil	zz2,zz6,zz7							btx,hal,pax,scy								1	1							1								3	1	1	1	1	1	1								1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1							1	1		6	0	0	255	xxx	xxx	1			NU		0
aciddog1	3	1	96	2	2		0	hth	12		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1	2	0	255	0	xxx	xxx	1			NU		0
aciddog2	3	1	96	2	2		0	hth	12		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1	2	0	255	0	xxx	xxx	1			NU		0
aciddog3	3	1	96	2	2		0	hth	12		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1	2	0	255	0	xxx	xxx	1			NU		0
aciddog4	3	1	96	2	2		0	hth	12		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1	2	0	255	0	xxx	xxx	1			NU		0
aciddog5	3	1	96	2	2		0	hth	12		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			2	1	2	0	255	0	xxx	xxx	1			NU		0
alibaba1	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	0	0	255	xxx	xxx	1			NU		0
alibaba2	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	0	0	255	xxx	xxx	1			NU		0
alibaba3	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	0	0	255	xxx	xxx	1			NU		0
alibaba4	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	0	0	255	xxx	xxx	1			NU		0
alibaba5	3	3	96	3	3		0	hth	3		lit																1															1	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	2	0	0	255	xxx	xxx	1			NU		0
ape1	3	3	96	3	3		0	hth	3		lit																1														1	2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	3	255	178	64	xxx	xxx	1			NU		0
ape2	3	3	96	3	3		0	hth	3		lit																1														1	2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	3	255	178	64	xxx	xxx	1			NU		0
ape3	3	3	96	3	3		0	hth	3		lit																1														1	2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	3	255	178	64	xxx	xxx	1			NU		0
ape4	3	3	96	3	3		0	hth	3		lit																1														1	2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	3	255	178	64	xxx	xxx	1			NU		0
ape5	3	3	96	3	3		0	hth	3		lit																1														1	2	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	3	255	178	64	xxx	xxx	1			NU		0
archskel1	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1					2	0	255	255	xxx	xxx	1			NU		0
archskel2	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1					2	0	255	255	xxx	xxx	1			NU		0
archskel3	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1					3	81	81	255	xxx	xxx	1			NU		0
archskel4	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1					3	255	178	64	xxx	xxx	1			NU		0
archskel5	3	2	96	2	2		0	bow	3	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy		sbw										1	1	1	1	1		1		1	1							8	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1					3	178	178	255	xxx	xxx	1			NU		0
balrog1	3	3	96	3	3		2	hth	3		lit				flb,wax,wsc,wsd												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	178	64	xxx	xxx	1	10	11	NU		0
balrog2	3	3	96	3	3		2	hth	3		lit				flb,wax,wsc,wsd												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	178	64	xxx	xxx	1	10	11	NU		0
balrog3	3	3	96	3	3		2	hth	3		lit				flb,wax,wsc,wsd												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	178	64	xxx	xxx	1	10	11	NU		0
balrog4	3	3	96	3	3		2	hth	3		lit				flb,wax,wsc,wsd												1				1											2	1	1	1	1	1				1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	255	178	64	xxx	xxx	1	10	11	NU		0
beetle1	3	2	80	3	3		0	hth	3	lit,med	lit		lit,med,hvy													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1		4	255	212	0	xxx	xxx	1			NU		0
beetle2	3	2	80	3	3		0	hth	3	lit,med	lit		lit,med,hvy													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1		4	255	212	0	xxx	xxx	1			NU		0
beetle3	3	2	80	3	3		0	hth	3	lit,med	lit		lit,med,hvy													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1		4	255	212	0	xxx	xxx	1			NU		0
beetle4	3	2	80	3	3		0	hth	3	lit,med	lit		lit,med,hvy													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1		4	255	212	0	xxx	xxx	1			NU		0
beetle5	3	2	80	3	3		0	hth	3	lit,med	lit		lit,med,hvy													1	1		1													3	1	1	1	1	1	1							1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1			1		4	255	212	0	xxx	xxx	1			NU		0
bigcat1	3	2	96	2	2		0	1ht	3	lit,bab,fan,pha,pon	lit,med,hvy		lit,med,hvy	lit,med,hvy		jav	buc	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	4	255	255	0	xxx	xxx	1			NU		0
bigcat2	3	2	96	2	2		0	1ht	3	lit,bab,fan,pha,pon	lit,med,hvy		lit,med,hvy	lit,med,hvy		jav	buc	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	4	255	255	0	xxx	xxx	1			NU		0
bigcat3	3	2	96	2	2		0	1ht	3	lit,bab,fan,pha,pon	lit,med,hvy		lit,med,hvy	lit,med,hvy		jav	buc	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	4	255	255	0	xxx	xxx	1			NU		0
bigcat4	3	2	96	2	2		0	1ht	3	lit,bab,fan,pha,pon	lit,med,hvy		lit,med,hvy	lit,med,hvy		jav	buc	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	bld				1	1		1	1		1	1	1	1	1	1	1				11	1	1	1	1	1		1						1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	1	1	4	255	255	0	xxx	xxx	1			NU		0
corpsespitter1	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	3	255	0	0	xxx	xxx	1			NU		0
corpsespitter2	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	3	255	0	0	xxx	xxx	1			NU		0
corpsespitter3	3	2	96	3	3		1	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				1	3	255	0	0	xxx	xxx	1			NU		0
croaky1	3	1	112	2	2		0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2	3	255	81	81	xxx	xxx	1			NU		0
croaky2	3	1	112	2	2		0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2	3	81	255	192	xxx	xxx	1			NU		0
croaky3	3	1	112	2	2		0	hth	3		lit																1															1	1	1	1	1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1			1	1					1				2	3	81	81	255	xxx	xxx	1			NU		0
dead1	3	2	72	2	2		0	hth	12	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy				lit,med,hvy	lit,med,hvy	bld,lhr,shr						1	1	1	1	1				1	1	1						8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	64	255	64	xxx	xxx	1			NU		0
dead2	3	2	72	2	2		0	hth	12	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy				lit,med,hvy	lit,med,hvy	bld,lhr,shr						1	1	1	1	1				1	1	1						8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	2	64	255	64	xxx	xxx	1			NU		0
dead3	3	2	72	2	2		0	hth	12	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy				lit,med,hvy	lit,med,hvy	bld,lhr,shr						1	1	1	1	1				1	1	1						8	1			1	1	1			1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1		255	255	255	xxx	xxx	1			NU		0
dead4	3	2	72	2	2		0	hth	12	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy				lit,med,hvy	lit,med,hvy	bld,lhr,shr						1	1	1	1	1				1	1	1						8	1	1	1	1	1	1			1				1	1	1	1	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1		1	2	1	3	81	81	255	xxx	xxx	1			NU		0
evilpriest1	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	64	0	255	xxx	xxx	1			NU		0
evilpriest2	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	64	0	255	xxx	xxx	1			NU		0
evilpriest3	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	64	0	255	xxx	xxx	1			NU		0
evilpriest4	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	64	0	255	xxx	xxx	1			NU		0
evilpriest5	3	2	96	2	2		0	hth	12		lit																1							1								2	1	1	1	1	1			1					1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1				1					1				1	3	64	0	255	xxx	xxx	1			NU		0
evilskel1	3	2	80	2	2		0	1hs	3	lit,lit,lit,med,hvy,hvy,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	axe,fla,hax,hax,hax,mac,mac,mac,scm,scm		nil,buc,lrg,kit,sml	nil,nil,nil,nil,nil,nil,nil,nil,nil,lit,med,hvy	nil,nil,nil,nil,nil,nil,nil,nil,nil,lit,med,hvy							1	1	1	1	1	1		1	1	1							9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			2	0	255	255	xxx	xxx	1			NU		0
evilskel2	3	2	80	2	2		0	1hs	3	lit,lit,lit,med,hvy,hvy,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	lit,med,hvy	axe,fla,hax,hax,hax,mac,mac,mac,scm,scm		nil,buc,lrg,kit,sml	nil,nil,nil,nil,nil,nil,nil,nil,nil,lit,med,hvy	nil,nil,nil,nil,nil,nil,nil,nil,nil,lit,med,hvy							1	1	1	1	1	1		1	1	1							9	1	1	1	1	1	1	1		1				1	1	1		8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8													1				1				1	1	1									1		1			2	0	255	255	xxx	xxx	1			NU		0
