Name	complete	* status	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	Rune Name	server	eol
Thundercloud	1		taxe									r51						dmg%		144	171	dmg-norm		38	75	kill-skill	462	20	60	bar		2	2	maxspirits		1	1	dmg-ltng		1	313	dmg-minion		31	50	Thundercloud		0
Cheetah	1	R	taxe									r02						att%		75	75	dmg%		18	35	move3		5	5	dmg-minion		11	20	att%-minion		21	50	kill-skill	513	5	9				9	Cheetah		0
Chrysopelea	1	R	tkni									r10						dmg%		30	57	dmg-min		8	10	kill-skill	469	10	40	pierce-pois		6	10	poison-dur		11	20									Chrysopelea		0
Dajjal	1	R	tkni									r20						addxp		3	3	kill-skill	564	3	8	dmg%		87	114	dmg/lvl	12	12	12	heal-hit		3	5	swing3		40	40	balance3		40	40	Dajjal		0
Manitou	1		taxe									r30						dmg%		115	143	kill-skill	386	15	60	extra-fire		21	25	dmg-max		26	50	all-stats		50	50	bar		2	2	ac/lvl	320	320	320	Manitou		0
Myriad	1		tkni									r40						dmg%		115	143	dmg-global/lvl	16	16	16	kill-skill	779	5	12	dmg-min		26	38	swing3		50	50	indestruct		1	1	crush		3	5	Myriad		0
Naiad	1		tkni									r49						dmg%		172	200	kill-skill	702	20	8	slow		25	25	uninterrupt		50	50	att%		200	200									Naiad		0
Burlesque	1	R	tkni									r51						enr-factor		41	50	dmg%		172	200	dmg-max		78	90	kill-skill	314	20	58	extra-pm		16	25	regen		21	25	dex-enr		100	100	Burlesque		0
Raid	1	R	jave									r10						dmg%		35	57	ignore-ac		1	1	mana-kill		10	10	charged	346	10	5	dmg-minion		11	15	ama		1	1					Raid		0
Hastata	1	R	jave									r20						dmg%		58	69	hit-skill	101	1	2	dmg-max		8	13	dex		31	40	pierce-fire		11	13	att%		51	100	heal-kill		21	25	Hastata		0
HasteZ	1	R	jave									r30						dmg%		98	114	dmg-norm		13	25	block3		50	50	balance3		30	30	kill-skill	496	2	16	regen		21	25	skill-dur		21	25	HasteZ		0
Hastilude	1		jave									r40						dmg%		115	143	dmg-max		26	38	block		-1	-1	swing3		50	50	getatt-skill	981	1	19	str%		11	15	vit%		11	15	Hastilude		0
Hastur	1		jave									r51						pierce-fire		25	36	pierce-cold		25	36	ease		-50	-50	ama		3	3	res-all		41	50	oskill	479	1	3	slow		25	25	Hastur		0
Hastin	1		jave									r55						dmg%		144	171	dmg-norm		38	75	crush		7	10	kill-skill	59	4	8	all-stats		31	40	red-dmg%		5	5	ama		2	2	Hastin		0
ThanksEveryone	1		tors									r51	r52	r53	r54	r55	r56	ac%		172	200	allskills		4	4	oskill	1004	1	1	heal-hit		2	2	uninterrupt		25	25	addxp		7	7					ThanksEveryone		0
Shattered Stone	1	R	weap						nscy	taxe	aspe	r58	r58	r58	r58	r58	r58	dmg%		200	200	allskills		0	2	uninterrupt		50	50	dmg-norm		63	88	att-skill	500	15	36	lifesteal		20	20	indestruct		1	1	Shattered Stone		0
Dead Mans Breath	1	R	bow						dbow			r62	r62	r62	r62	r62	r62	dmg%		200	200	allskills		0	2	hit-skill	387	1	23	pierce-cold		50	50	dmg-cold		125	250	heal-hit		1	1	kill-skill	903	9	16	Dead Mans Breath		0
Faseroptic	1		xbow									r61	r61	r61	r61	r61	r61	dmg%		200	200	allskills		0	2	hit-skill	462	1	19	extra-ltng		30	35	pierce-ltng		18	18	res-ltng		100	100	dmg-ltng		250	375	Faseroptic		0
RWMinefield	1	Y	swor									r57	r57	r57	r57	r57	r57	dmg%		171	200	allskills		0	2	oskill	1066	15	15	att-skill	986	20	40	extra-fire		25	38	pierce-fire		60	60	dmg-fire		250	250	RWMinefield		0
Midas Touch	1	R low lvl	axe						taxe			r59	r59	r59	r59	r59	r59	dmg%		171	200	allskills		0	2	hit-skill	681	5	29	extra-pm		30	30	dmg-norm		63	75	dmg-mag		125	150	swing3		66	66	Midas Touch		0
Asymptomatic	1		spea						pspe			r60	r60	r60	r60	r60	r60	dmg%		171	200	allskills		0	2	oskill	965	5	9	pierce-pois		60	60	dmg-norm		75	100	oskill	316	13	16	res-pois-max		6	6	Asymptomatic		0
Solarion	1		scyh									r60	r60	r60	r60	r60	r60	dmg%		171	200	allskills		0	2	oskill	979	23	31	extra-pois		25	35	pierce-pois		30	30	kill-skill	398	10	35	heal-kill		150	200	Solarion		0
Malicicle	1		knif						tkni			r62	r62	r62				dmg%		171	200	allskills		0	1	att-skill	825	10	23	dmg-cold		150	175	pierce-cold		20	20	lifesteal		20	25	res-cold-max		2	2	Malicicle		0
Arachnophilia	1	R ++	mace									r60	r60	r60	r60	r60	r60	dmg%		171	200	allskills		0	3	att-skill	469	15	36	pierce-pois		30	30	res-pois-max		8	8	res-pois		200	200	dmg-norm		63	88	Arachnophilia		0
Neurogenesis	1		hamm									r61	r61	r61	r61	r61	r61	dmg%		171	200	allskills		0	4	hit-skill	443	2	38	pierce-ltng		18	18	extra-ltng		20	25	res-ltng-max		6	6	dmg-ltng		150	300	Neurogenesis		0
FrostHand	1		staf									r62	r62	r62	r62	r62	r62	allskills		0	10	oskill	457	13	16	extra-all		13	25	cast3		50	50	heal-kill		150	200	pierce-cold		30	30					FrostHand		0
Oris Herald	1	Y	scep									r59	r59	r59	r59	r59	r59	cast3		50	50	allskills		0	4	oskill	314	23	37	extra-pm		25	35	ac		1000	1000	red-dmg%		15	15	enr%		30	30	Oris Herald		0
Fleshbane	1		jave									r60	r60	r60	r60			dmg%		171	200	allskills		0	2	oskill	310	12	16	hit-skill	467	2	31	extra-pois		25	25	heal-kill		100	150	swing3		25	25	Fleshbane		0
Dead Star	1	R	tkni									r60	r60					dmg%		171	200	allskills		0	1	hit-skill	695	5	21	pierce-pois		18	18	kill-skill	341	13	25	heal-hit		2	2	dmg-norm		38	50	Dead Star		0
Dragon Seed	1		taxe									r58	r58	r58	r58	r58	r58	dmg%		171	200	allskills		0	2	hit-skill	374	1	23	dmg-norm		38	63	heal-hit		1	1	red-dmg%		15	15	reanimate	1652	2	2	Dragon Seed		0
Arnazeus Pinnacle	1		abow									r57	r57	r57	r57	r57	r57	dmg%		171	200	ama		0	2	kill-skill	302	3	16	kill-skill	451	25	36	pierce-fire		30	30	dmg-fire		167	167	abs-fire		10	10	Arnazeus Pinnacle		0
Askari Device	1		ajav									r57	r57	r57				dmg%		171	200	ama		0	1	hit-skill	79	1	26	heal-kill		100	100	pierce-fire		45	45	extra-fire		25	25	res-fire-max		6	6	Askari Device		0
RWFlame	1	Y	aspe									r58	r58	r58	r58	r58	r58	dmg%		171	200	ama		0	3	kill-skill	78	5	12	dmg-norm		125	175	lifesteal		20	30	red-dmg%		10	10	att%		250	250	RWFlame		0
Perfection	1		h2h									r59	r59	r59				dmg%		171	200	ass		0	2	kill-skill	480	10	36	extra-pm		25	25	dmg-mag		84	167	heal-hit		3	3	slow		30	30	Perfection		0
Blooddancer	1		nagi									r59	r59	r59	r59	r59	r59	dmg%		171	200	ass		0	7	kill-skill	388	2	22	dmg-norm		125	188	extra-pm		50	50	swing3		66	66	heal-kill		50	75	Blooddancer		0
Eldruin	1		bswd	baxe								r62	r62	r62	r62	r62	r62	dmg%		171	200	bar		0	1	att-skill	458	20	42	extra-cold		25	25	pierce-cold		15	15	dmg-cold		25	275	res-cold		80	80	Eldruin		0
LightSoldier	1	RX	2hbx									r61	r61	r61	r61	r61	r61	dmg%		171	200	bar		0	3	kill-skill	461	25	60	pierce-ltng		60	60	dmg-ltng		84	167	dmg-norm		100	200	lifesteal		25	30	LightSoldier		0
Amphibian	1		dbow									r62	r62	r62	r62	r62	r62	dmg%		171	200	dru		0	2	kill-skill	508	5	60	hit-skill	806	8	15	dmg-cold		250	300	heal-hit		1	1	dmg-norm		63	88	Amphibian		0
FiaclaGears	1		dstf									r61	r61	r61	r61			cast3		50	50	dru		0	12	oskill	463	23	26	extra-ltng		25	40	enr-factor		150	250	pierce-ltng		30	30	enr%		30	30	FiaclaGears		0
Bartucs Eye	1		nscy									r58	r58	r58	r58	r58	r58	dmg%		171	200	nec		0	4	oskill	1012	5	16	hit-skill	542	15	30	dmg-norm		125	188	ignore-ac		1	1	heal-hit		1	1	Bartucs Eye		0
RWCut	1		nknf									r58	r58	r58				dmg%		171	200	nec		0	1	hit-skill	1017	25	3	dmg-norm		60	95	swing3		50	50	crush		11	20					RWCut		0
Doomguard	1		wand									r59	r59					cast3		20	20	nec		0	3	oskill	399	12	23	extra-all		15	25	res-all-minion		25	25	hp-minion		100	100	dmg-minion		200	200	Doomguard		0
Xazax	1		nstf									r57	r57	r57	r57	r57	r57	cast3		50	50	nec		0	11	oskill	682	31	36	extra-pm		25	30	enr%		30	40	enr-factor%		20	20	heal-kill		250	250	Xazax		0
ForceMind	1		nxbw									r59	r59	r59	r59	r59	r59	dmg%		171	200	nec		0	2	hit-skill	503	1	17	dmg-mag		84	167	dmg-norm		84	167	swing3		30	30	hp%		15	15	ForceMind		0
Hadriels Protector	1		pspe									r60	r60	r60	r60	r60	r60	dmg%		171	200	pal		0	4	att-skill	338	5	44	att-skill	339	5	44	res-pois		75	75	extra-all		25	25	balance3		60	60	Hadriels Protector		0
Judgement	1		pclb	pham	pmac							r57	r57	r57	r57	r57	r57	dmg%		171	200	pal		0	2	kill-skill	824	2	36	pierce-fire		30	30	dmg-fire		167	167	res-fire-max		6	6	dmg-norm		63	188	Judgement		0
Helgrotha	1	Y	orb									r60	r60	r60				cast3		50	50	sor		0	2	pierce-pois		60	60	hp%		20	20	block		1	1	extra-pois		15	15	enr%		25	25	Helgrotha		0
Dark Exile	1		scrd									r62	r62	r62	r62	r62	r62	dmg%		171	200	sor		0	4	att-skill	63	5	23	dmg-norm		63	125	lifesteal		30	35	dmg-cold		278	556	pierce-cold		60	60	Dark Exile		0
Hellfire Plate	1		tors									r57	r57	r57	r57	r57	r57	ac%		171	200	allskills		0	2	hit-skill	346	1	5	ac		1000	1000	red-dmg%		10	10	dmg-fire		167	167					Hellfire Plate		0
Thundercap	1		helm						phlm			r61	r61	r61	r61			ac%		171	200	allskills		0	1	res-ltng-max		4	4	extra-ltng		18	18	pierce-ltng		21	21	abs-ltng		5	5	dmg-ltng		84	84	Thundercap		0
Rathmas Blessing	1	Y	circ									r62	r62	r62	r62			oskill	870	16	28	allskills		0	3	res-all-minion		50	50	dmg-minion		50	50	hp-minion		50	50	abs-cold		10	10	res-cold		40	40	Rathmas Blessing		0
Khalims Protector	1		shld						basd			r60	r60	r60	r60			ac%		171	200	allskills		0	2	block		2	2	res-pois-max		4	4	heal-kill		50	50	block3		40	40	ac-global		50	50	Khalims Protector		0
Lysra	1		belt									r57	r57					ac%		171	200	allskills		0	1	dmg-fire		84	167	res-fire-max		2	2	abs-fire		5	5	pierce-fire		15	15					Lysra		0
Retribution	1		glov									r57	r57	r57	r57			ac%		171	200	allskills		0	1	anykill-skill	388	1	3	res-fire-max		4	4	res-fire		50	50	extra-fire		20	25	red-dmg%		5	5	Retribution		0
Wind Runner	1	Y	boot									r58	r58	r58	r58			ac%		171	200	allskills		0	1	move3		10	10	dmg-norm		25	50	att%		250	250	swing3		35	35	lifesteal		10	15	Wind Runner		0
Eaglehorn Mask	1		azhm									r59	r59	r59	r59			ac%		171	200	ama		0	1	extra-pm		20	25	dmg-mag		25	50	all-stats		30	50	block		1	1	heal-kill		30	50	Eaglehorn Mask		0
SkovosHeart	1	R	azsd									r58	r58	r58	r58	r58	r58	ac%		171	200	ama		0	2	dmg-norm		25	50	heal-hit		1	1	swing3		40	40	block		1	1	att%		150	150	SkovosHeart		0
Shadowsteps	1		ishd									r59	r59	r59	r59	r59	r59	ac%		171	200	ass		0	2	heal-hit		1	1	extra-pm		13	13	block		1	1	block3		40	40	dmg-mag		84	84	Shadowsteps		0
Force Shock	1		phlm									r61	r61	r61	r61			ac%		171	200	bar		0	1	res-ltng-max		6	6	dmg-ltng		84	167	abs-ltng		10	10	vit%		30	30	dmg-norm		7	19	Force Shock		0
Triunes Blessing	1	R	basd									r60	r60	r60	r60			ac%		171	200	bar		0	2	pierce-pois		30	30	block		1	1	att%		250	250	extra-pois		10	10	res-pois-max		2	2	Triunes Blessing		0
Natures Grace	1		pelt									r60	r60	r60	r60			ac%		171	200	dru		0	2	extra-pois		25	25	block		1	1	ease		-50	-50	str%		40	40	str		100	100	Natures Grace		0
Twisted Mind	1		head									r59	r59	r59	r59			ac%		171	200	nec		0	1	extra-pm		25	35	heal-kill		100	120	hp-minion		50	75	cast3		30	50	ignore-ac		1	1	Twisted Mind		0
Battle Rage	1	R	pzhm									r58	r58	r58	r58			ac%		171	200	pal		0	1	dmg-norm		38	63	red-dmg%		10	10	lifesteal		10	20	swing3		25	25	res-all		20	25	Battle Rage		0
Lightwell	1		ashd									r57	r57	r57	r57			ac%		171	200	pal		0	2	block		1	1	block3		30	30	avoidance		5	5	extra-fire		15	20	pierce-fire		15	15	Lightwell		0
Space Dementia	1		stor									r61	r61	r61	r61	r61	r61	ac%		171	200	sor		3	5	ac		1000	1000	dmg-ltng		250	250	extra-ltng		25	30	abs-ltng		15	15	all-stats%		30	30	Space Dementia		0
ThanksLaz	1		tors									r98	r98	r98	r98	r98	r98	allskills		1	4	ac%		172	200	pierce-all		3	30	red-dmg%		5	20	oskill	1049	1	1	res-all-max		-2	5					ThanksLaz		0
Rebel	1		tors									rx01						res-all		60	80	ac%		172	200	dmg-global		200	200	str		151	200	dex		151	200	vit		-75	-75	enr		-75	-75	Rebel		0
LumenArcana	1		tors									rx06						ac%		144	171	light		3	3	allskills		1	3	pierce-fire		7	30	pierce-cold		7	30	pierce-ltng		7	30	pierce-pois		7	30	Lumen Arcana		0
Celebration	1		tors									rx13						all-stats		41	60	mag%		41	60	att-skill	825	10	63	light		3	3	extra-all		26	38	att%		250	250					Celebration		0
Thelema	1		tors									rx19						vit		120	150	mana-thorns		201	250	ac%		172	200	allskills		4	4	cast3		55	55	att%-minion		151	200	dmg-minion		101	150	Thelema		0
Cathedral	1		tors									rx25						extra-pois		45	55	ac%		190	190	poison-dur		76	100	ac		2420	2420	charged	398	50	40	regen/lvl	64	64	64					Cathedral		0
Mirage	1		tors									rx33						slow-thorns		21	30	red-dmg		80	100	move3		10	10	swingcast3		50	50	allskills		2	2	res-all		77	77	fade		1	1	Mirage		0
Summit	1		helm									rx01						gold%		60	60	ease		-100	-100	cheap		13	13																	Summit		0
Cannonball	1		helm									rx08						extra-fire		33	48	move3		10	10	charged	564	30	5	crush		3	5	att-skill	496	10	6	stam		15	15					Cannonball		0
Ra	1		helm									rx17						allskills		1	1	gold%		19	25	howl-thorns		21	25	pierce-fire		25	36	pierce-pois		25	36	cast3		60	60					Ra		0
Alchemy	1		helm									rx26						regen		80	100	hp-minion		51	70	regen		80	100	ac%		200	200	block3		100	100	swing3		50	50					Alchemy		0
Sphinx	1		circ									rx11						thorns%		75	75	all-stats		15	125	ama		3	4	light		4	4	gold%		26	32									Sphinx		0
Lily	1		circ									rx31						ac%		43	43	regen		210	300	heal-kill		41	50	charged	397	30	8	vit%		21	25	allskills		2	2	heal-hit		3	3	Lily		0
Geas	1		shld									rx04						poison-dur		93	118	uninterrupt		41	45	ac%		200	200	res-all		77	77	res-pois		-90	-90									Geas		0
Pharaoh	1		shld									rx12						extra-pois		33	43	allskills		3	3	str		66	66	vit		66	66	ease		50	50									Pharaoh		0
Nomad	1		shld									rx20						addxp		9	9	ac%		172	200	ac		606	606	att-skill	469	10	54	block3		70	70	gold%		30	30	stam		20	20	Nomad		0
Goddess	1		shld									rx30						uninterrupt		66	66	nofreeze		1	1	ac		-433	-433	allskills		4	4	ease		-50	-50									Goddess		0
Iblis	1		glov									rx04						poison-dur		21	25	abs-fire%		4	4	extra-fire		33	38	enr%		25	35	light		10	10									Iblis		0
Mercy	1		glov									rx13						str		151	200	att-skill	553	10	18	vit%		11	15	ac		26	26	dmg-max		50	63									Mercy		0
Kali	1		glov									rx21						res-fire		91	91	kill-skill	518	25	33	allskills		2	2	ac		-314	-314	res-fire-max		6	6									Kali		0
Aiwass	1		glov									rx33						dmg-minion		44	50	nec		3	3	ac		293	293	charged	873	78	12	str%		21	35									Aiwass		0
Rainbow	1		belt									rx05						res-all		31	40	extra-all		13	13	mag%		50	50	light		7	7	res-all-minion		41	50									Rainbow		0
Prodigy	1		belt									rx15						extra-fire		13	43	extra-ltng		13	43	mana-kill		51	60	regen-mana		31	40	cast3		40	40	att%		100	100					Prodigy		0
Fuse	1		belt									rx23						ac%		143	171	gethit-skill	79	20	28	res-fire		75	100	extra-fire/lvl	12	12	12	charged	564	40	5	dmg-fire		76	226					Fuse		0
Epicenter	1		boot									rx06						ac%		163	191	crush/lvl	4	4	4	hp%		25	30																	Epicenter		0
Outlaw	1		boot									rx14						ac%		200	200	nec		2	2	enr		250	300	ac		-1	-1	howl-thorns		10	10	res-all-minion		31	40	dmg-minion		71	100	Outlaw		0
Ginfaxi	1		boot									rx22						oskill	689	15	20	ac%		200	200	slow-thorns		5	5	str		80	100	ac-global		91	120									Ginfaxi		0
Craton	1		boot									rx32						ac-global		41	50	uninterrupt		21	30	att-skill	595	7	7	crush		5	5	all-stats		50	50	red-dmg		-50	-70					Craton		0
StataMater	1		azhm									rx16						dex%		10	15	oskill	566	30	37	enr%		25	35	res-fire		100	100	pierce-fire		30	30	red-dmg		41	50	gold%		30	30	StataMater		0
Amaterasu	1		azhm									rx24						enr		190	190	oskill	632	21	27	extra-fire		21	25	ama		2	3	light		5	5	gold%		26	32	abs-fire%		4	4	Amaterasu		0
Siegfried	1		azhm									rx31						dex		116	116	dmg-elem	250	167	292	swing3		50	50	oskill	698	6	16	crush		5	5									Siegfried		0
Edda	1		azsd									rx15						extra-pm		20	25	cast3		40	40	mana%		41	50	ama		3	3	ease		-25	-25	extra-fire		23	28					Edda		0
Afrit	1		ishd									rx13						oskill	525	31	37	extra-pm		61	75	cast3		40	40	mag%		21	40	red-dmg		3	5									Afrit		0
Rahab	1		ishd									rx19						dex		140	140	oskill	353	8	13	lifesteal		30	40	uninterrupt		31	35	ac%		172	200	str		50	50	att-skill	473	20	8	Rahab		0
Ligeia	1		ishd									rx28						res-cold		30	30	kill-skill	62	13	18	oskill	695	23	29	res-all		40	40	res-pois		-90	-90	oskill	691	23	29					Ligeia		0
Algiz	1		phlm									rx09						dmg-ltng		1	500	ac-global		41	50	att-skill	540	17	4	crush		5	5	str%		25	25	vit%		25	25					Algiz		0
Nasrudin	1		phlm									rx19						dex		251	300	ac%		200	200	all3		100	100	cast3		-70	-70	block3		-10	-10	gold%		26	32	oskill	690	9	15	Nasrudin		0
Enmerkar	1		basd									rx17						ac%		172	200	all-stats%		41	50	shamans-syn		50	80	bar		3	3	charged	449	10	6									Enmerkar		0
Warpath	1		basd									rx27						ac%		172	200	vit%		50	50	att-skill	542	25	4	dmg-norm		25	100	crush		5	5	block3		60	60					Warpath		0
Nezha	1		pelt									rx18						ac%		172	200	dex%		35	50	swing3		50	50	mana%		11	20	mag%		21	40	dru		2	2	avoidance		10	10	Nezha		0
Natha	1		pelt									rx28						ac%		200	200	hit-skill	492	7	2	att%		101	150	swing3		50	50	balance3		50	50	red-dmg%		15	15					Natha		0
Cube	1		head									rx16						balance		150	150	balance%		35	35	ac%		172	200	nec		3	3	gold%		13	13									Cube		0
Warlock	1		head									rx25						ac%		58	86	att-skill	451	25	40	oskill	324	26	32	res-fire		60	60	lifesteal		30	40	crush		12	12					Warlock		0
Ilmatar	1		pzhm									rx10						extra-ltng		30	30	att-skill	999	25	35	pal		2	2	regen		110	150	str		75	100	dex		75	100	enr		75	100	Ilmatar		0
Hierodule	1		pzhm									rx25						pal		3	3	cast3		60	60	extra-ltng		15	15	extra-pm		30	45	res-all-max		2	2									Hierodule		0
Asmodai	1		ashd									rx14						mana-kill		41	50	heal-kill		41	50	gold%		13	13	dmg-min		113	125	kill-skill	839	5	16	skill-dur		21	25					Asmodai		0
Sangreal	1		ashd									rx28						ac		5033	5033	desc-top	11337	9	9	aura	297	1	1	swing3		125	25	balance3		125	25	block		1	1					Sangreal		0
Zohar	1		ashd									rx33						slow-thorns		20	20	oskill	676	14	21	ac%		200	200	dmg-max		100	125	cheap		10	10	swing3		50	50	avoidance		10	15	Zohar		0
Demeter	1		stor									rx23						ac%		172	200	res-pois		70	70	oskill	67	25	29	pierce-pois		31	42	sor		4	4	red-dmg		31	50					Demeter		0
Curandera	1		stor									rx29						ac%		200	200	sor		3	4	regen/lvl	102	102	102	red-dmg%		40	45	res-all		41	60									Curandera		0
Fawkes	1		phlm									rx33						oskill	882	26	32	extra-fire/lvl	32	32	32	allskills		2	3	cast3		50	50	enr		150	150	heal-kill		61	90	att-skill	386	20	40	Fawkes		0
BonaDea	1		azhm									rx19						oskill	481	15	19	extra-ltng/lvl	24	24	24	pierce-ltng		19	24	cast3		60	60	oskill	63	15	19	extra-cold/lvl	24	24	24	pierce-cold		19	24	BonaDea		0
Iambe	1		ishd									rx23						oskill	883	28	34	extra-cold/lvl	16	16	16	cast3		30	40	mana%		31	35	ass		3	4	ac%		172	200					Iambe		0
Aegipan	1		pelt									rx09						oskill	887	16	25	oskill	886	16	25	oskill	888	16	25	att-skill	398	7	17	str%		50	50	ac-global		75	100					Aegipan		0
Paaliaq	1		tors									rx10						oskill	891	14	20	ac%		200	200	dmg-norm		63	88	crush		10	10	swing3		33	33									Paaliaq		0
Lyrannikin	1		stor									rx11						ac%		200	200	oskill	647	38	38	oskill	397	7	10	res-all		75	75	red-dmg		50	70	res-pois-len		65	75					Lyrannikin		0
Brawl	1		glov									rx16						oskill	904	13	19	ac%		200	200	swing3		60	60	dmg-norm		19	25	str		135	170									Brawl		0
Kundalini	1		stor									rx12						sor		4	4	cast3		80	80	oskill	447	10	15	ac%		200	200	ease		-100	-100	res-all		100	100					Kundalini		0
Ekam	1		phlm									rx27						dmg-minion		60	80	hp-minion		40	50	bar		3	3	red-dmg%		7	7	cast3		60	60	stance-radius		5	5	ease		-25	-25	Ekam		0
Dawn	1		weap									rx01						dmg%		172	200	gold%		60	60	all-stats%		75	75	kill-skill	496	10	32	balance3		45	45	att%		301	500	light		2	4	Dawn		0
Shark	1		weap									rx07						dmg/lvl	64	64	64	dmg%		200	200	kill-skill	600	1	31	blood-phys		60	100	swing3		40	40	mana		-500	-500					Shark		0
Enyo	1		weap									rx14						dmg-min		104	100	hpm-str%-enr%		50	50	att-skill	347	15	42	dmg%		144	171	dmg-stun		125	125	allskills		3	3	reanimate	712	8	12	Enyo		0
Azrael	1		weap									rx21						res-fire		208	66	kill-skill	518	20	60	hp		500	500	dmg%		172	200	lifesteal		19	27	str-heal		150	150	swingcast3		60	60	Azrael		0
Void	1		weap									rx28						res-cold		208	100	dmg%		172	200	slow		40	40	red-dmg		101	150	mana-hit		16	40	reanimate	2344	3	3	dmg-norm		63	88	Void		0
Banshee	1		bow									rx03						dmg%		119	86	hit-skill	459	1	27	dmg/lvl	64	64	64	move3		10	10	dmg-cold	75	100	125	abs-cold%		7	7	kill-skill	712	5	13	Banshee		0
Shockwave	1		bow									rx12						dmg%		115	143	kill-skill	553	60	40	slow		21	25	crush		6	10	dex		61	70	enr		61	70	dmg-max		25	25	Shockwave		0
Balance	1		bow									rx22						unity		60	60	courage		35	35	dex		35	35	ac-global		101	150	dmg-global		101	150	dmg%		172	200					Balance		0
Hive	1		bow									rx30						uninterrupt		100	100	dmg%		144	143	dmg-max		63	100	kill-skill	779	15	12	dmg-pois	25	3072	4608	regen/lvl	64	64	64	swing3		-25	-25	Hive		0
Thammuz	1		xbow									rx04						dmg%		115	143	kill-skill	809	25	42	hp		1111	1111	dmg-fire		250	251	swing3		50	50	kill-skill	530	25	42					Thammuz		0
Python	1		xbow									rx16						dex%		26	40	str%		26	40	dmg%		172	200	dmg/lvl	48	48	32	hp%		31	40	kill-skill	330	20	61	lifesteal		26	29	Python		0
Cyclops	1		xbow									rx29						slow		33	33	dmg%		144	171	dmg-max		151	200	hit-skill	443	6	53	extra-ltng		66	75	swing3		75	75					Cyclops		0
Kingsblood2	1		knif						tkni			rx26						addxp		7	7	dmg%		200	200	dmg-min		167	167	all-stats		61	80	allskills		1	4	light		3	3	lifesteal		32	42	Kingsblood2		0
Endor	1		scyh									rx31						dmg%		190	190	dmg-max		100	125	att-skill	387	25	60	att-skill	330	5	41	extra-cold		31	35	extra-pois		31	35					Endor		0
Myrmidon	1		spea									rx29						vit%		40	40	dmg%		144	171	dmg/lvl	48	48	48	dex%		40	40	oskill	666	8	12	ac-global		101	130	ease		30	30	Myrmidon		0
Demhe	1		mace	scep					hamm			rx33						dmg%		172	200	dmg-max		126	250	att-skill	398	25	55	gehenna		39	45	mana-hit		101	250	dmg-stun		125	125					Demhe		0
Pax Mystica	1		staf									rx04						oskill	346	20	37	res-all		55	66	allskills		13	13	mag%		61	80													Pax Mystica		0
Hadad	1		staf									rx11						gethit-skill	669	5	46	allskills		8	10	extra-ltng/lvl	25	25	25	slow-thorns		50	50	oskill	680	21	36									Hadad		0
Summanus	1		staf									rx19						dex		200	200	enr		100	100	allskills		8	10	att-skill	999	5	17	dmg%		172	200	dmg-max		188	188	swing3		50	50	Summanus		0
Akhenaten	1		staf									rx27						vit%		25	25	allskills		11	12	cast3		50	50	extra-fire		50	50	extra-pois		50	50	slow-thorns		31	35	res-firepoison		66	66	Akhenaten		0
Prophecy	1		scep									rx06						dmg%		144	171	res-fire		31	50	res-cold		31	50	fire-thorns		444	444	cold-thorns	125	444	444	allskills		5	7	dmg-max		50	75	Prophecy		0
Bane	1		scep									rx17						dmg%		200	200	att-skill	531	12	31	att%		201	250	dmg-max		188	188	swing3		43	43	all-stats		43	43	crush/lvl	4	4	4	Bane		0
Judas	1		scep									rx22						enr%		50	50	dmg-mon%	11	350	350	desc-bottom	11299	4	4	ease		-100	-100	gold%		30	30	mag%		100	100	reanimate	811	15	15	Judas		0
Path	1		scep									rx30						ama		3	7	gethit-skill	699	25	37	extra-fire		26	30	extra-pm		26	30	ease		-50	-50	addxp		5	5	enr-factor%		21	25	Path		0
Aegina	1		aspe									rx11						dmg%		172	200	dmg-cold	25	1	375	oskill	571	23	41	manasteal		41	50	wirts		75	75	att-skill	702	10	41					Aegina		0
Scar	1		ajav									rx16						dmg%		144	171	kill-skill	313	50	60	crush		15	15	dmg-fire		150	200	skill	324	15	29	dex		100	100					Scar		0
Dragonfly	1		ajav									rx26						dmg%		144	171	oskill	693	12	21	lifesteal		33	33	slow		41	50	swing3		50	50	dmg-fire		250	250	move3		10	10	Dragonfly		0
Corsair	1		abow									rx15						oskill	635	24	42	dmg%		190	190	gold%		30	30	mag%		41	50	swing3		60	60	dex%		66	66					Corsair		0
IceBreaker2	1		abow									rx29						res-cold		81	100	dmg%		172	200	crush		1	25	dmg-max		1	500	nofreeze		1	1	kill-skill	453	30	60					IceBreaker2		0
Shedim	1		h2h									rx02						att%		250	250	dmg%		200	200	pierce-pois		25	60	dmg-pois	25	1280	2560	res-pois-len		75	75	mana-kill		41	150	dmg-undead		250	250	Shedim		0
Fiend	1		h2h									rx17						att-skill	699	20	51	dmg%		183	183	dmg-fire		250	375	swing3		50	50	mag%		61	100	oskill	833	41	46	oskill	824	41	46	Fiend		0
Frequency	1		h2h									rx27						dex%		21	30	dmg%		144	171	att-skill	579	20	60	res-ltng		75	75	hit-skill	540	18	14	dmg-stun		125	125	dmg-ltng		25	500	Frequency		0
