Name	complete	* status	itype1	itype2	itype3	itype4	itype5	itype6	etype1	etype2	etype3	Rune1	Rune2	Rune3	Rune4	Rune5	Rune6	T1Code1	T1Param1	T1Min1	T1Max1	T1Code2	T1Param2	T1Min2	T1Max2	T1Code3	T1Param3	T1Min3	T1Max3	T1Code4	T1Param4	T1Min4	T1Max4	T1Code5	T1Param5	T1Min5	T1Max5	T1Code6	T1Param6	T1Min6	T1Max6	T1Code7	T1Param7	T1Min7	T1Max7	Rune Name	server	eol
Unity	1	Five socketables	tors									jew	jew	jew	jew	jew	r52	enr-factor		20	20	unity		75	75	balance		50	50	dex		-25	-25	allskills		1	1	res-all		51	60	ac%		144	171	Unity		0
Summit	1	Five socketables	helm									jew	jew	jew	jew	jew	r01	light		-1	-1	gold%		76	100	ease		-15	-15	cheap		5	5													Summit		0
Cannonball	1	Five socketables	helm									jew	jew	jew	jew	jew	r08	extra-fire		1	3	move3		40	40	stam		101	150	crush		3	3	att-skill	496	1	6	charged	564	5	5					Cannonball		0
Ra	1	Five socketables	helm									jew	jew	jew	jew	jew	r17	allskills		1	1	move3		-10	-10	gold%		26	50	howl-thorns		11	15	pierce-fire		6	10	pierce-pois		6	10	cast3		25	25	Ra		0
Alchemy	1	Five socketables	helm									jew	jew	jew	jew	jew	r26	regen		21	25	hp-minion		21	30	regen		21	25	ac%		58	86	block3		25	25	swing3		25	25					Alchemy		0
Dreadlord	1	Five socketables	helm									jew	jew	jew	jew	jew	r35	att%-minion		41	50	dmg-minion		41	50	oskill	694	1	6	maxminions		2	4	crush		3	3	ac%		115	143	att-skill	443	25	22	Dreadlord		0
Cauldron	1	Five socketables	helm									jew	jew	jew	jew	jew	r44	dmg-minion		-10	-10	att-skill	468	20	11	allskills		1	1	dmg-pois	125	612	1832	ac%		115	143									Cauldron		0
Eidolon	1	Five socketables	helm									jew	jew	jew	jew	jew	r51	dmg-max		20	20	ac%		144	171	allskills		1	2	ac-global		21	30	light		4	4	res-all		31	40	all-stats%		20	20	Eidolon		0
Sphinx	1	Five socketables	circ									jew	jew	jew	jew	jew	r11	thorns%		25	25	ac		101	150	all-stats		11	15	ama		1	1	light		4	4	gold%		51	63					Sphinx		0
Lily	1	Five socketables	circ									jew	jew	jew	jew	jew	r31	ac%		4	15	regen		21	30	heal-kill		11	20	charged	397	20	5	vit%		11	15	allskills		1	2	heal-hit		1	1	Lily		0
Eulenspiegel	1	Five socketables	circ									jew	jew	jew	jew	jew	r38	att%-minion		-50	-50	movecast3		20	20	gethit-skill	54	15	1	enr-factor		31	50	allskills		2	2	enr%		21	25	dex%		21	25	Eulenspiegel		0
Wintermute	1	Five socketables	circ									jew	jew	jew	jew	jew	r53	ease		-28	-28	ac-global		21	30	allskills		2	2	extra-all		16	20	mana		750	750	oskill	706	1	9	res-all		31	40	Wintermute		0
Geas	1	Five socketables	shld									jew	jew	jew	jew	jew	r04	poison-dur		41	50	uninterrupt		11	15	ac%		12	23	res-all		15	15	res-pois		-90	-90									Geas		0
Pharaoh	1	Five socketables	shld									jew	jew	jew	jew	jew	r12	extra-pois		3	5	allskills		1	1	str		11	15	vit		11	15	ease		-10	-10									Pharaoh		0
Nomad	1	Five socketables	shld									jew	jew	jew	jew	jew	r20	addxp		4	8	stamdrain		40	40	ac%		58	86	ac		163	163	att-skill	469	5	44	block3		40	40	gold%		51	75	Nomad		0
Goddess	1	Five socketables	shld									jew	jew	jew	jew	jew	r30	uninterrupt		45	45	nofreeze		1	1	ac		-150	-150	allskills		2	2	ease		-10	-10									Goddess		0
Kodo	1	Five socketables	shld									jew	jew	jew	jew	jew	r40	balance3		-25	-25	kill-skill	600	5	8	blood-phys		11	15	str%		11	20	ac%		115	143	vit%		11	20	crush		5	5	Kodo		0
WallOfFire	1	Five socketables	shld									jew	jew	jew	jew	jew	r50	ac-global		11	20	ac%		144	171	vit%		31	40	block3		40	40	fire-thorns		500	500	str%		31	40	allskills		1	1	WallOfFire		0
Avatar	1	Five socketables	shld									jew	jew	jew	jew	jew	r53	ease		45	45	ac%		172	200	death-skill	680	100	61	castgethit3		45	45	mag%		16	25	allskills		1	1	pierce-fcl		25	30	Avatar		0
Iblis	1	Five socketables	glov									jew	jew	jew	jew	jew	r04	poison-dur		1	5	abs-fire%		5	5	extra-fire		8	10	enr%		10	10	light		5	5									Iblis		0
Mercy	1	Five socketables	glov									jew	jew	jew	jew	jew	r13	str		1	10	att-skill	90	5	14	vit%		11	15	ac		26	26	dmg-max		6	8									Mercy		0
Kali	1	Five socketables	glov									jew	jew	jew	jew	jew	r21	res-fire		1	1	kill-skill	518	33	6	allskills		2	2	ac		-214	-214	res-fire-max		10	10	charged	568	124	2					Kali		0
Aiwass	1	Five socketables	glov									jew	jew	jew	jew	jew	r33	slow-thorns		-5	-5	shadows-attsyn		0	0	nec		2	2	ac		93	93	charged	873	78	4	str%		11	20	dmg-minion		21	25	Aiwass		0
Skald	1	Five socketables	glov									jew	jew	jew	jew	jew	r41	res-all-minion		11	15	charged	96	33	3	charged	570	33	3	ac%		115	143	cast3		20	20	manasteal		14	18	att-skill	998	40	6	Skald		0
Icarus	1	Five socketables	glov									jew	jew	jew	jew	jew	r49	move3		80	80	ac%		144	171	vit		75	75	enr		75	75	res-fire		-20	-20	death-skill	824	100	62					Icarus		0
Drekavac	1	Five socketables	glov									jew	jew	jew	jew	jew	r51	dmg-max		18	23	skillcap		1	1	dmg-cold		25	50	cold-thorns	75	101	150	mag%		11	20	allskills		1	1	swingcast3		45	45	Drekavac		0
Rainbow	1	Five socketables	belt									jew	jew	jew	jew	jew	r05	res-all		11	15	extra-all		3	3	mag%		6	8	light		2	2													Rainbow		0
Prodigy	1	Five socketables	belt									jew	jew	jew	jew	jew	r15	extra-pm		-3	-3	extra-fire		6	8	extra-ltng		6	8	mana-kill		31	45	regen-mana		11	20	cast3		20	20	att%		100	100	Prodigy		0
Fuse	1	Five socketables	belt									jew	jew	jew	jew	jew	r23	res-pois		-30	-30	ac%		58	86	gethit-skill	79	25	14	res-fire		31	50	extra-fire/lvl	4	4	4	charged	564	20	5	dmg-fire		5	24	Fuse		0
Pulsa Dinura	1	Five socketables	belt									jew	jew	jew	jew	jew	r34	pal		1	1	ac%		87	114	att-skill	563	2	6	heal-kill		31	50	dmg-fire		13	38	wrath-synergy		21	40	swingcast3		15	15	Pulsa Dinura		0
Truce	1	Five socketables	belt									jew	jew	jew	jew	jew	r42	ac%		172	200	red-dmg%		10	10	swingcast3		-5	-5	slow-thorns		5	5	dmg-stun		25	25									Truce		0
Dyaus Pita	1	Five socketables	belt									jew	jew	jew	jew	jew	r50	death-skill	501	100	19	ac%		115	143	str%		11	15	enr%		11	15	vit%		11	15									Dyaus Pita		0
Ahriman	1	Five socketables	belt									jew	jew	jew	jew	jew	r52	enr-factor		-5	-5	ac%		172	200	dmg-elem	25	50	150	res-all		31	40	all-stats		31	50	allskills		1	1	ease		10	10	Ahriman		0
Epicenter	1	Five socketables	boot									jew	jew	jew	jew	jew	r06	ac%		4	15	crush/lvl	2	2	2	death-skill	612	100	21	hp%		11	15													Epicenter		0
Outlaw	1	Five socketables	boot									jew	jew	jew	jew	jew	r14	ac%		30	57	shadows-max		2	2	enr		11	15	ac		-1	-1	howl-thorns		5	5									Outlaw		0
Ginfaxi	1	Five socketables	boot									jew	jew	jew	jew	jew	r22	enr%		-5	-5	oskill	689	1	4	ac%		30	57	slow-thorns		5	5	str		16	20	ac-global		11	15					Ginfaxi		0
Craton	1	Five socketables	boot									jew	jew	jew	jew	jew	r32	vit		-10	-10	ac-global		31	40	uninterrupt		11	20	att-skill	595	5	7	crush		3	3	all-stats		21	25	red-dmg		16	20	Craton		0
Megalith	1	Five socketables	boot									jew	jew	jew	jew	jew	r40	ac%		115	143	cast3		25	25	str		41	50	red-dmg%		5	5	allskills		1	1	regen-mana		30	30					Megalith		0
Nephilim	1	Five socketables	boot									jew	jew	jew	jew	jew	r48	ac%		144	171	str%		21	25	vit%		21	25	ac		150	150	death-skill	518	100	51	strvit		50	50					Nephilim		0
Hibagon	1	Five socketables	boot									jew	jew	jew	jew	jew	r53	ease		-3	-3	ac%		172	200	reanimate	2233	5	5	reanimate	2234	5	5	reanimate	2223	5	5	res-all		31	40	allskills		1	1	Hibagon		0
StataMater	1	Five socketables	azhm									jew	jew	jew	jew	jew	r16	dex%		6	10	oskill	566	1	7	enr%		11	15	res-fire		100	100	pierce-fire		5	5	red-dmg		11	15	gold%		51	75	StataMater		0
Amaterasu	1	Five socketables	azhm									jew	jew	jew	jew	jew	r24	enr		40	40	oskill	632	1	9	extra-fire		11	13	ama		1	2	light		5	5	gold%		101	125	abs-fire%		2	5	Amaterasu		0
Siegfried	1	Five socketables	azhm									jew	jew	jew	jew	jew	r31	ac%		72	100	dex		50	50	res-all		21	25	dmg-elem	250	84	250	swing3		40	40	oskill	698	1	8	crush		5	5	Siegfried		0
Lohengrin	1	Five socketables	azhm									jew	jew	jew	jew	jew	r42	reanimate	1849	1	2	reanimate	1850	1	2	reanimate	1851	1	2	lohengrin		40	40	dmg-max		26	38	state	126	1	1	desc-lockout		1	1	Lohengrin		0
Unicorn	1	Five socketables	azhm									jew	jew	jew	jew	jew	r52	enr-factor		16	20	ama		3	5	cast3		40	40	mm-syn		6	8	abs-fcl%		10	10	enr-factor%		15	20	enr-factor%		15	20	Unicorn		0
Edda	1	Five socketables	azsd									jew	jew	jew	jew	jew	r15	extra-pm		3	5	cast3		15	15	mana%		11	20	ama		1	1	ease		-15	-15	extra-fire		6	8					Edda		0
Lion	1	Five socketables	azsd									jew	jew	jew	jew	jew	r35	all-stats%		18	27	swing3		20	20	block		1	1	light		2	2	dmg-global		21	30	ac%		87	114	balance3		40	40	Lion		0
Eloi	1	Five socketables	azsd									jew	jew	jew	jew	jew	r42	oskill	668	11	27	ac%		115	143	dmg-minion		11	15	red-dmg%		10	10	enr		-25	-25	cheap		5	5					Eloi		0
Nix	1	Five socketables	azsd									jew	jew	jew	jew	jew	r48	skill-dur		15	15	ac%		172	200	oskill	703	22	29	extra-cold		21	25	dex%		25	25	oskill	397	1	3	reanimate	1564	10	10	Nix		0
Ea2	1	Five socketables	azsd									jew	jew	jew	jew	jew	r52	enr-factor		26	45	ama		2	2	ac%		115	143	ease		-20	-20	cast3		60	60	extra-firepm		21	30	move3		40	40	Ea2		0
Afrit	1	Five socketables	ishd									jew	jew	jew	jew	jew	r13	str		-20	-20	oskill	525	1	9	extra-pm		6	10	cast3		15	15	mag%		11	20	red-dmg		3	5					Afrit		0
Rahab	1	Five socketables	ishd									jew	jew	jew	jew	jew	r19	dex		5	5	oskill	353	1	4	lifesteal		2	4	uninterrupt		11	15	ac%		30	57	str		15	15	att-skill	473	10	4	Rahab		0
Ligeia	1	Five socketables	ishd									jew	jew	jew	jew	jew	r28	res-cold		30	30	kill-skill	62	15	13	death-skill	569	100	34	oskill	695	11	14	res-all		40	40	res-pois		-90	-90	oskill	691	11	14	Ligeia		0
Dar-Al-Harb	1	Five socketables	ishd									jew	jew	jew	jew	jew	r37	cast3		15	15	extra-fire/lvl	8	8	8	extra-ltng/lvl	8	8	8	dex-enr		25	25	ass		3	4	oskill	401	19	22	oskill	1021	16	19	Dar-Al-Harb		0
Scorched Earth	1	Five socketables	ishd									jew	jew	jew	jew	jew	r51	dmg-max		8	20	att-skill	632	33	59	dmg-fire		63	125	extra-fire		21	25	dmg-stun		75	75	ac%		172	200	all-stats		31	50	Scorched Earth		0
Algiz	1	Five socketables	phlm									jew	jew	jew	jew	jew	r09	dmg-ltng		1	10	ac-global		11	15	att-skill	540	10	4	crush		3	3	str%		10	10	vit%		10	10					Algiz		0
Nasrudin	1	Five socketables	phlm									jew	jew	jew	jew	jew	r19	dex		31	40	ac%		58	86	all3		50	50	cast3		-20	-20	block3		-20	-20	gold%		51	75	oskill	690	3	9	Nasrudin		0
Sagarmatha	1	Five socketables	phlm									jew	jew	jew	jew	jew	r36	ac%		58	86	crush		5	5	dmg-cold	50	38	100	res-cold		51	70	att-skill	571	35	9	charged	828	50	12					Sagarmatha		0
Morthwyrtha	1	Five socketables	phlm									jew	jew	jew	jew	jew	r43	block3		-20	-20	bar		3	4	oskill	563	1	3	maxspirits		1	1	dmg-minion		31	40	att%-minion		41	50	oskill	416	31	34	Morthwyrtha		0
Wodziwob	1	Five socketables	phlm									jew	jew	jew	jew	jew	r53	ease		-3	-3	att-skill	708	100	23	extra-cold		16	25	dmg-undead		100	100	mana-kill		250	250	mana%		21	25	avoidance		5	5	Wodziwob		0
Enmerkar	1	Five socketables	basd									jew	jew	jew	jew	jew	r17	ac%		58	86	all-stats%		11	20	shamans-syn		51	70	bar		1	1	charged	449	10	6									Enmerkar		0
Warpath	1	Five socketables	basd									jew	jew	jew	jew	jew	r27	ac%		87	114	vit%		10	10	att-skill	542	10	4	dmg-norm		13	38	crush		5	5	block3		20	20					Warpath		0
Gauntlet	1	Five socketables	basd									jew	jew	jew	jew	jew	r39	hp-minion		-10	-10	att-skill	500	33	3	thorns%		201	250	heal-kill		51	100	block		-10	-10	ac%		87	114	openwounds		100	100	Gauntlet		0
Huracan	1	Five socketables	basd									jew	jew	jew	jew	jew	r44	ac%		144	171	att-skill	498	15	7	res-all		50	50	dmg-elem		1	250	swing3		40	40	res-pois		-50	-50	oskill	58	22	26	Huracan		0
E-Engur-A	1	Five socketables	basd									jew	jew	jew	jew	jew	r52	ac%		172	200	enr-factor		-5	-5	all-stats		50	50	stupid-thorns		2	5	mag%		26	50	res-firepoison		100	100	bar		3	3	E-Engur-A		0
Nezha	1	Five socketables	pelt									jew	jew	jew	jew	jew	r18	ac%		58	86	dex%		10	10	swing3		20	20	mana%		11	20	mag%		11	20	dru		1	1	avoidance		5	5	Nezha		0
Natha	1	Five socketables	pelt									jew	jew	jew	jew	jew	r28	res-ltng		-30	-30	ac%		58	86	hit-skill	492	10	2	att%		31	50	swing3		20	20	balance3		50	50	red-dmg%		10	10	Natha		0
Norma	1	Five socketables	pelt									jew	jew	jew	jew	jew	r38	att%-minion		-50	-50	enr-factor%		21	25	motw-elem		11	15	ac%		115	143	dru		2	2	cast3		15	15	oskill	997	4	8	Norma		0
Grove	1	Five socketables	pelt									jew	jew	jew	jew	jew	r45	res-all		16	25	motw-phys		21	30	crush		5	5	str%		20	20	dex%		20	20	reanimate	2333	6	10	oskill	634	1	5	Grove		0
Slyph	1	Five socketables	pelt									jew	jew	jew	jew	jew	r52	ac%		172	200	red-dmg%		5	5	extra-pois		16	25	dru		2	2	dmg-minion		31	40	hp-minion		41	60	slow-thorns-r		3	5	Slyph		0
Cube	1	Five socketables	head									jew	jew	jew	jew	jew	r16	dex%		-5	-5	balance		20	20	balance%		10	10	ac%		58	86	nec		1	1	gold%		16	25					Cube		0
Warlock	1	Five socketables	head									jew	jew	jew	jew	jew	r25	res-cold		-45	-45	ac%		58	86	att-skill	451	50	12	oskill	324	3	8	res-fire		30	30	lifesteal		9	13	crush		11	13	Warlock		0
Nahual	1	Five socketables	head									jew	jew	jew	jew	jew	r36	ac%		115	143	oskill	362	4	14	oskill	363	2	12	hp%-mp%		21	40	allskills		2	2	all-stats		31	40	gethit-skill	513	10	4	Nahual		0
Quimbanda	1	Five socketables	head									jew	jew	jew	jew	jew	r47	hp%-mp%		-2	-2	extra-fcl		16	25	nec		2	2	cast3		40	40	oskill	683	1	4	hp-minion		21	25	oskill	22	1	4	Quimbanda		0
Wyrm2	1	Five socketables	head									jew	jew	jew	jew	jew	r51	ac%		172	200	dmg-max		8	20	crush		11	13	dmg-pois	250	2560	5120	oskill	965	21	25	str%		31	40	dex%		31	40	Wyrm2		0
Ilmatar	1	Five socketables	pzhm									jew	jew	jew	jew	jew	r10	extra-ltng		3	3	att-skill	999	25	7	pal		1	1	regen		11	15	str		21	25	dex		21	25	enr		21	25	Ilmatar		0
Hierodule	1	Five socketables	pzhm									jew	jew	jew	jew	jew	r25	res-cold		-30	-30	state	97	1	1	desc-sorc		1	1	pal		1	1	cast3		20	20	extra-ltng		6	8	extra-pm		6	8	Hierodule		0
Crusade	1	Five socketables	pzhm									jew	jew	jew	jew	jew	r37	cast3		-15	-15	att-skill	712	5	3	oskill	360	6	12	oskill	357	6	12	uninterrupt		45	45	ac%		58	86	str		21	30	Crusade		0
Surya	1	Five socketables	pzhm									jew	jew	jew	jew	jew	r46	ac%		115	143	oskill	698	1	12	gold%		167	167	light		4	4	res-fire		41	50	oskill	360	1	4	all-stats%		11	15	Surya		0
Malakbel	1	Five socketables	pzhm									jew	jew	jew	jew	jew	r53	ease		-13	-13	reanimate	2335	2	2	res-fire		100	100	pal		2	2	cast3		10	10	extra-fire/lvl	8	8	8	death-skill	501	100	41	Malakbel		0
Asmodai	1	Five socketables	ashd									jew	jew	jew	jew	jew	r14	mana-kill		11	20	heal-kill		11	20	gold%		16	16	dmg-min		3	5	kill-skill	839	5	4	skill-dur		21	25					Asmodai		0
Sangreal	1	Five socketables	ashd									jew	jew	jew	jew	jew	r28	res-ltng		-30	-30	ac		33	33	desc-dbaura		1	1	aura	297	1	1	swing3		25	25	balance3		25	25	block		-10	-10	Sangreal		0
Zohar	1	Five socketables	ashd									jew	jew	jew	jew	jew	r33	slow-thorns		20	20	oskill	676	1	7	ac%		87	114	dmg-max		38	50	cheap		5	5	swing3		20	20	avoidance		6	10	Zohar		0
Asclepion	1	Five socketables	ashd									jew	jew	jew	jew	jew	r46	oskill	358	26	34	swingcast3		15	15	block3		30	30	regen/lvl	48	48	48	pal		1	2	res-all		25	25	res-pois		75	75	Asclepion		0
Amaymon	1	Five socketables	ashd									jew	jew	jew	jew	jew	r51	dmg-max		46	58	slow		10	10	oskill	420	4	13	dmg-minion		41	50	hp-minion		51	75	res-all		100	100	reanimate	1052	25	25	Amaymon		0
Demeter	1	Five socketables	stor									jew	jew	jew	jew	jew	r23	ac%		58	86	res-pois		20	20	oskill	67	12	15	pierce-pois		16	20	sor		2	2	red-dmg		11	20					Demeter		0
Curandera	1	Five socketables	stor									jew	jew	jew	jew	jew	r29	ac%		58	86	sor		2	2	regen/lvl	48	48	48	red-dmg%		16	20	res-all		11	15									Curandera		0
Astarte	1	Five socketables	stor									jew	jew	jew	jew	jew	r34	ac%		87	114	swing3		25	25	oskill	756	1	5	moon-syn		151	200	dmg-min		38	50	dmg-stun		250	250	oskill	859	1	5	Astarte		0
Oracle	1	Five socketables	stor									jew	jew	jew	jew	jew	r40	ac%		115	143	sor		3	4	mana%		31	50	cast3		40	40	mana/lvl	480	480	480	ac		500	500					Oracle		0
Vanity	1	Five socketables	stor									jew	jew	jew	jew	jew	r47	ac%		144	171	gold%		151	200	mag%		16	25	sor		3	5	dex		51	100	enr		51	100	hp%-mp%		-2	-2	Vanity		0
Comaetho	1	Five socketables	stor									jew	jew	jew	jew	jew	r50	ac%		144	171	avoidance		5	5	sor		2	2	pierce-all		16	25	hex-syn		50	50	slow-thorns		10	10					Comaetho		0
Venefica	1	Five socketables	stor									jew	jew	jew	jew	jew	r53	ease		-8	-8	ac%		172	200	extra-pois/lvl	16	16	16	sor		4	5	skillcap		1	1	howl-thorns		21	25	poison-dur		201	250	Venefica		0
09This	1	SJB	weap	armo								jew						all-stats		5	5	res-all		5	5																							0
09Is	1	SJB	weap	armo								jew	jew					all-stats		10	10	res-all		10	10																							0
09Just	1	SJB	weap	armo								jew	jew	jew				all-stats		15	15	res-all		15	15																							0
09So	1	SJB	weap	armo								jew	jew	jew	jew			all-stats		20	20	res-all		20	20																							0
09Freaking	1	SJB	weap	armo								jew	jew	jew	jew	jew		all-stats		25	25	res-all		25	25																							0
09Frustrating	1	SJB	weap	armo								jew	jew	jew	jew	jew	jew	all-stats		30	30	res-all		30	30																							0
Shamo	1	a	nagi									r16						oskill	884	1	5	att-skill	889	15	10	dmg%		58	86	dmg-max		25	25	swing3		30	30	openwounds		50	50	wirts		40	40	Shamo		0
Shamo	1	a	nagi									jew	r16					oskill	884	1	5	att-skill	889	15	10	dmg%		58	86	dmg-max		25	25	swing3		30	30	openwounds		50	50	wirts		40	40	Shamo		0
Shamo	1	a	nagi									jew	jew	r16				oskill	884	1	5	att-skill	889	15	10	dmg%		58	86	dmg-max		25	25	swing3		30	30	openwounds		50	50	wirts		40	40	Shamo		0
Shamo	1	a	nagi									jew	jew	jew	r16			oskill	884	1	5	att-skill	889	15	10	dmg%		58	86	dmg-max		25	25	swing3		30	30	openwounds		50	50	wirts		40	40	Shamo		0
Shamo	1	a	nagi									jew	jew	jew	jew	r16		oskill	884	1	5	att-skill	889	15	10	dmg%		58	86	dmg-max		25	25	swing3		30	30	openwounds		50	50	wirts		40	40	Shamo		0
Shamo	1	a	nagi									jew	jew	jew	jew	jew	r16	oskill	884	1	5	att-skill	889	15	10	dmg%		58	86	dmg-max		25	25	swing3		30	30	openwounds		50	50	wirts		40	40	Shamo		0
Amok	1	a	bow									r09						oskill	890	1	6	dmg%		24	35	swing3		10	10	heal-hit		1	1	kill-skill	511	2	9	extra-ltng		-3	-3					Amok		0
Amok	1	a	bow									jew	r09					oskill	890	1	6	dmg%		24	35	swing3		10	10	heal-hit		1	1	kill-skill	511	2	9	extra-ltng		-3	-3					Amok		0
Amok	1	a	bow									jew	jew	r09				oskill	890	1	6	dmg%		24	35	swing3		10	10	heal-hit		1	1	kill-skill	511	2	9	extra-ltng		-3	-3					Amok		0
Amok	1	a	bow									jew	jew	jew	r09			oskill	890	1	6	dmg%		24	35	swing3		10	10	heal-hit		1	1	kill-skill	511	2	9	extra-ltng		-3	-3					Amok		0
Amok	1	a	bow									jew	jew	jew	jew	r09		oskill	890	1	6	dmg%		24	35	swing3		10	10	heal-hit		1	1	kill-skill	511	2	9	extra-ltng		-3	-3					Amok		0
Amok	1	a	bow									jew	jew	jew	jew	jew	r09	oskill	890	1	6	dmg%		24	35	swing3		10	10	heal-hit		1	1	kill-skill	511	2	9	extra-ltng		-3	-3					Amok		0
Gharaniq	1	a	bswd	baxe								r33						oskill	881	4	16	dmg%		115	143	dmg-norm		13	25	dmg-minion		21	25	str		31	50	dex		101	150	bar		2	2	Gharaniq		0
Gharaniq	1	a	bswd	baxe								jew	r33					oskill	881	4	16	dmg%		115	143	dmg-norm		13	25	dmg-minion		21	25	str		31	50	dex		101	150	bar		2	2	Gharaniq		0
Gharaniq	1	a	bswd	baxe								jew	jew	r33				oskill	881	4	16	dmg%		115	143	dmg-norm		13	25	dmg-minion		21	25	str		31	50	dex		101	150	bar		2	2	Gharaniq		0
Gharaniq	1	a	bswd	baxe								jew	jew	jew	r33			oskill	881	4	16	dmg%		115	143	dmg-norm		13	25	dmg-minion		21	25	str		31	50	dex		101	150	bar		2	2	Gharaniq		0
Gharaniq	1	a	bswd	baxe								jew	jew	jew	jew	r33		oskill	881	4	16	dmg%		115	143	dmg-norm		13	25	dmg-minion		21	25	str		31	50	dex		101	150	bar		2	2	Gharaniq		0
Gharaniq	1	a	bswd	baxe								jew	jew	jew	jew	jew	r33	oskill	881	4	16	dmg%		115	143	dmg-norm		13	25	dmg-minion		21	25	str		31	50	dex		101	150	bar		2	2	Gharaniq		0
Fawkes	1	a	phlm									r33						oskill	882	18	26	extra-fire/lvl	24	24	24	allskills		2	2	cast3		50	50	enr		50	50	heal-kill		31	50	att-skill	386	20	19	Fawkes		0
Fawkes	1	a	phlm									jew	r33					oskill	882	18	26	extra-fire/lvl	24	24	24	allskills		2	2	cast3		50	50	enr		50	50	heal-kill		31	50	att-skill	386	20	19	Fawkes		0
Fawkes	1	a	phlm									jew	jew	r33				oskill	882	18	26	extra-fire/lvl	24	24	24	allskills		2	2	cast3		50	50	enr		50	50	heal-kill		31	50	att-skill	386	20	19	Fawkes		0
Fawkes	1	a	phlm									jew	jew	jew	r33			oskill	882	18	26	extra-fire/lvl	24	24	24	allskills		2	2	cast3		50	50	enr		50	50	heal-kill		31	50	att-skill	386	20	19	Fawkes		0
Fawkes	1	a	phlm									jew	jew	jew	jew	r33		oskill	882	18	26	extra-fire/lvl	24	24	24	allskills		2	2	cast3		50	50	enr		50	50	heal-kill		31	50	att-skill	386	20	19	Fawkes		0
Fawkes	1	a	phlm									jew	jew	jew	jew	jew	r33	oskill	882	18	26	extra-fire/lvl	24	24	24	allskills		2	2	cast3		50	50	enr		50	50	heal-kill		31	50	att-skill	386	20	19	Fawkes		0
BonaDea	1	a	azhm									r19						oskill	481	7	12	extra-ltng/lvl	16	16	16	pierce-ltng		16	20	cast3		40	40	oskill	63	7	12	extra-cold/lvl	16	16	16	pierce-cold		16	20	BonaDea		0
BonaDea	1	a	azhm									jew	r19					oskill	481	7	12	extra-ltng/lvl	16	16	16	pierce-ltng		16	20	cast3		40	40	oskill	63	7	12	extra-cold/lvl	16	16	16	pierce-cold		16	20	BonaDea		0
BonaDea	1	a	azhm									jew	jew	r19				oskill	481	7	12	extra-ltng/lvl	16	16	16	pierce-ltng		16	20	cast3		40	40	oskill	63	7	12	extra-cold/lvl	16	16	16	pierce-cold		16	20	BonaDea		0
BonaDea	1	a	azhm									jew	jew	jew	r19			oskill	481	7	12	extra-ltng/lvl	16	16	16	pierce-ltng		16	20	cast3		40	40	oskill	63	7	12	extra-cold/lvl	16	16	16	pierce-cold		16	20	BonaDea		0
BonaDea	1	a	azhm									jew	jew	jew	jew	r19		oskill	481	7	12	extra-ltng/lvl	16	16	16	pierce-ltng		16	20	cast3		40	40	oskill	63	7	12	extra-cold/lvl	16	16	16	pierce-cold		16	20	BonaDea		0
BonaDea	1	a	azhm									jew	jew	jew	jew	jew	r19	oskill	481	7	12	extra-ltng/lvl	16	16	16	pierce-ltng		16	20	cast3		40	40	oskill	63	7	12	extra-cold/lvl	16	16	16	pierce-cold		16	20	BonaDea		0
Iambe	1	a	ishd									r23						oskill	883	7	14	extra-cold/lvl	8	8	8	cast3		20	20	mana%		21	25	move3		20	20	ass		1	1	ac%		58	86	Iambe		0
Iambe	1	a	ishd									jew	r23					oskill	883	7	14	extra-cold/lvl	8	8	8	cast3		20	20	mana%		21	25	move3		20	20	ass		1	1	ac%		58	86	Iambe		0
Iambe	1	a	ishd									jew	jew	r23				oskill	883	7	14	extra-cold/lvl	8	8	8	cast3		20	20	mana%		21	25	move3		20	20	ass		1	1	ac%		58	86	Iambe		0
Iambe	1	a	ishd									jew	jew	jew	r23			oskill	883	7	14	extra-cold/lvl	8	8	8	cast3		20	20	mana%		21	25	move3		20	20	ass		1	1	ac%		58	86	Iambe		0
Iambe	1	a	ishd									jew	jew	jew	jew	r23		oskill	883	7	14	extra-cold/lvl	8	8	8	cast3		20	20	mana%		21	25	move3		20	20	ass		1	1	ac%		58	86	Iambe		0
Iambe	1	a	ishd									jew	jew	jew	jew	jew	r23	oskill	883	7	14	extra-cold/lvl	8	8	8	cast3		20	20	mana%		21	25	move3		20	20	ass		1	1	ac%		58	86	Iambe		0
Aegipan	1	a	pelt									r09						oskill	887	6	9	oskill	886	6	9	oskill	888	6	9	att-skill	139	1	15	str%		10	10	ac-global		21	25	extra-ltng		-3	-3	Aegipan		0
Aegipan	1	a	pelt									jew	r09					oskill	887	6	9	oskill	886	6	9	oskill	888	6	9	att-skill	139	1	15	str%		10	10	ac-global		21	25	extra-ltng		-3	-3	Aegipan		0
Aegipan	1	a	pelt									jew	jew	r09				oskill	887	6	9	oskill	886	6	9	oskill	888	6	9	att-skill	139	1	15	str%		10	10	ac-global		21	25	extra-ltng		-3	-3	Aegipan		0
Aegipan	1	a	pelt									jew	jew	jew	r09			oskill	887	6	9	oskill	886	6	9	oskill	888	6	9	att-skill	139	1	15	str%		10	10	ac-global		21	25	extra-ltng		-3	-3	Aegipan		0
