code	name	type	type2	alternateGfx	namestr	spelldesc	spelldescstr	version	compactsave	rarity	spawnable	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam		rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	levelreq	cost	gamble cost	magic lvl	auto prefix	OpenBetaGfx	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	special	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem
1@7	Ida (Grade 4)	bswd	tier	bsd	1@7					10	1	34	40									-5	25	0	421	0	108		85	27		14400		406	ssd	1@7	1@7	1@7	1hs	1hs	5	1hsl	2	3					flpbsd	invbsdu			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
2@7	Ida (Sacred)	sbsd		bsd	2@7					1	1	50	53									-5	25	0	552	0	108		85	30		14400		406	ssd	2@7	2@7	2@7	1hs	1hs	5	1hsl	2	3					flpbsd	invbsdu			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
132	Javelin (Grade 1)	jave	tier	jav	132					20	1	5	7					1	7			15	0	20	0	0	32		1	0		2		401	jav	132	132	132	1ht	1ht	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	1	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		684	7	2	0	3		1		1	1		1		1	1					255					255					255					255					20					255					255		1		1	1		1		1	1					255					255		1		1	1					255		1		1	1		1		1	1			5	8	0	xxx	xxx	1	0
268	Javelin (Grade 2)	jave	tier	jav	268					20	1	8	10					9	13			15	0	20	0	18	32		28	9		56		402	jav	268	268	268	1ht	1ht	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	2	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		684	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
404	Javelin (Grade 3)	jave	tier	jav	404					20	1	13	16					19	23			15	0	20	0	49	32		58	18		116		403	jav	404	404	404	1ht	1ht	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		684	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
472	Javelin (Grade 4)	jave	tier	jav	472					20	1	16	18					24	29			15	0	20	0	104	32		72	23		144		403	jav	472	472	472	1ht	1ht	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		684	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
33@	Javelin (Sacred)	qjvn		jav	33@					2	1	43	44					63	66			15	0	20	0	376	32		72	30		144		403	jav	33@	33@	33@	1ht	1ht	5	1ht	1	3	1	30	60	60	flpjav	invjav			1	3	0	primarily thrown	0	item_javelins	12	item_javelins	0	0	5	0	0	0	0		684	7	2	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
j20	Katar (Grade 1)	h2h	tier	ktr	j20			100		4	1	4	6							14	1	-25	0	25	0	0	50		1	0		202		401	ktr	j20	j20	j20	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpktr	invktr			1	1	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3	1	2		1	1	1	1			255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
j54	Katar (Grade 2)	h2h	tier	ktr	j54			100		4	1	8	9							14	1	-25	0	25	0	14	50		30	9		808		402	ktr	j54	j54	j54	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpktr	invktr			1	2	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
j88	Katar (Grade 3)	h2h	tier	ktr	j88			100		4	1	13	14							14	1	-25	0	25	0	39	50		54	18		3232		402	ktr	j88	j88	j88	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpktr	invktr			1	2	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
o15	Katar (Grade 4)	h2h	tier	ktr	o15			100		4	1	15	16							14	1	-25	0	25	0	83	50		73	23		6464		403	ktr	o15	o15	o15	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpktr	invktr			1	3	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
90@	Katar (Sacred)	qh2h		ktr	90@			100		1	1	36	37							14	1	-25	0	25	0	333	50		73	30		6464		403	ktr	90@	90@	90@	ht1	ht1	5	1hsl	1	3	0	0	0	0	flpktr	invktr			1	3	0	0	0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
1@8	Kriegsmesser (Grade 1)	bswd	tier	flc	1@8					10	1	12	15								1	-5	25	0	96	0	126		19	6		1122		402	ssd	1@8	1@8	1@8	1hs	1hs	5	1hsl	2	3					flpwsd	inv9lsu			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
3@8	Kriegsmesser (Grade 2)	bswd	tier	flc	3@8					10	1	21	26								1	-5	25	0	141	0	126		49	15		4488		404	ssd	3@8	3@8	3@8	1hs	1hs	5	1hsl	2	3					flpwsd	inv9lsu			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
5@8	Kriegsmesser (Grade 3)	bswd	tier	flc	5@8					10	1	34	40								1	-5	25	0	276	0	126		78	25		17952		405	ssd	5@8	5@8	5@8	1hs	1hs	5	1hsl	2	3					flpwsd	inv9lsu			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
6@8	Kriegsmesser (Grade 4)	bswd	tier	flc	6@8					10	1	40	48								1	-5	25	0	543	0	126		90	29		35904		406	ssd	6@8	6@8	6@8	1hs	1hs	5	1hsl	2	3					flpwsd	inv9lsu			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
7@8	Kriegsmesser (Sacred)	sbsd		flc	7@8					1	1	53	57								1	-5	25	0	642	0	126		90	30		35904		406	ssd	7@8	7@8	7@8	1hs	1hs	5	1hsl	2	3					flpwsd	inv9lsu			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
144	Kriss (Grade 1)	knif	tier	dir	144					20	1	6	6									-20	0	20	0	43	50		9	3		362		401	dgr	144	144	144	1ht	1ht	5	1ht	1	3					flpkrs	invkrs			1	1	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255		1		1	1					255					255					255					255					255		1		1	1		1		1	1					255					255			1	1	20			1	2	0	xxx	xxx	1	0
280	Kriss (Grade 2)	knif	tier	dir	280					20	1	11	12									-20	0	20	0	71	50		38	12		1448		402	dgr	280	280	280	1ht	1ht	5	1ht	1	3					flpkrs	invkrs			1	2	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
416	Kriss (Grade 3)	knif	tier	dir	416					20	1	17	19									-20	0	20	0	146	50		67	21		5792		403	dgr	416	416	416	1ht	1ht	5	1ht	1	3					flpkrs	invkrs			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
484	Kriss (Grade 4)	knif	tier	dir	484					20	1	20	23									-20	0	20	0	292	50		82	26		11584		403	dgr	484	484	484	1ht	1ht	5	1ht	1	3					flpkrs	invkrs			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
45@	Kriss (Sacred)	qknf		dir	45@					2	1	39	40									-20	0	20	0	454	50		82	30		11584		403	dgr	45@	45@	45@	1ht	1ht	5	1ht	1	3					flpkrs	invkrs			1	3	0		0	item_smallmetalweapon	12	item_smallmetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
!49	Labrys (Grade 1)	2hbx	tier	gix	!49					4	1				1	24	28				3	25	30	0	127	0	101		21	6		445		402	lax	!49	!49	!49	stf	stf	5	2hsl	2	4					flpgax	invgaxu			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!51	Labrys (Grade 2)	2hbx	tier	gix	!51					4	1				1	47	51				3	25	30	0	183	0	101		50	15		1780		404	lax	!51	!51	!51	stf	stf	5	2hsl	2	4					flpgax	invgaxu			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!53	Labrys (Grade 3)	2hbx	tier	gix	!53					4	1				1	74	79				3	25	30	0	354	0	101		82	26		7120		405	lax	!53	!53	!53	stf	stf	5	2hsl	2	4					flpgax	invgaxu			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!54	Labrys (Grade 4)	2hbx	tier	gix	!54					4	1				1	80	99				3	25	30	0	696	0	101		90	30		14240		406	lax	!54	!54	!54	stf	stf	5	2hsl	2	4					flpgax	invgaxu			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
!55	Labrys (Sacred)	s2hx		gix	!55					1	1				1	107	109				3	25	30	0	796	0	101		90	30		14240		406	lax	!55	!55	!55	stf	stf	5	2hsl	2	4					flpgax	invgaxu			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
119	Large Axe (Grade 1)	2hax	tier	lax	119					20	1				1	7	9				1	15	30	0	18	0	70		1	0		202		402	lax	119	119	119	stf	stf	5	2hsl	2	3					flplax	invlax			1	2	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3		1		1	1		1		1	1					255					255					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
255	Large Axe (Grade 2)	2hax	tier	lax	255					20	1				1	14	16				1	15	30	0	39	0	70		29	9		808		404	lax	255	255	255	stf	stf	5	2hsl	2	3					flplax	invlax			1	4	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
391	Large Axe (Grade 3)	2hax	tier	lax	391					20	1				1	24	28				1	15	30	0	88	0	70		58	18		3232		405	lax	391	391	391	stf	stf	5	2hsl	2	3					flplax	invlax			1	5	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
459	Large Axe (Grade 4)	2hax	tier	lax	459					20	1				1	29	33				1	15	30	0	180	0	70		73	23		6464		406	lax	459	459	459	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
20@	Large Axe (Sacred)	s2ha		lax	20@					2	1				1	65	67				1	15	30	0	408	0	70		73	30		6464		406	lax	20@	20@	20@	stf	stf	5	2hsl	2	3					flplax	invlax			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l52	Light Crossbow (Grade 1)	xbow	tier	lxb	l52					20	1				1	7	10				2	22	20	0	14	0		1	5	0		250		402	lxb	l52	l52	l52	xbw	xbw	5	xbow	2	3					flplxb	invlxb			1	2	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1		1		1	1					255					255					255					255					255					255					255					255	1	1	1	1	255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
l60	Light Crossbow (Grade 2)	xbow	tier	lxb	l60					20	1				1	19	26				2	22	20	0	69	0		1	35	11		1000		404	lxb	l60	l60	l60	xbw	xbw	5	xbow	2	3					flplxb	invlxb			1	4	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l68	Light Crossbow (Grade 3)	xbow	tier	lxb	l68					20	1				1	36	46				2	22	20	0	144	0		1	64	20		4000		405	lxb	l68	l68	l68	xbw	xbw	5	xbow	2	3					flplxb	invlxb			1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
l72	Light Crossbow (Grade 4)	xbow	tier	lxb	l72					20	1				1	44	56				2	22	20	0	287	0		1	75	25		8000		406	lxb	l72	l72	l72	xbw	xbw	5	xbow	2	3					flplxb	invlxb			1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
76@	Light Crossbow (Sacred)	qxbw		lxb	76@					2	1				1	74	80				2	22	20	0	400	0		1	75	30		8000		406	lxb	76@	76@	76@	xbw	xbw	5	xbow	2	3					flplxb	invlxb			1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			2	2	0	xxx	xxx	1	0
165	Long Battle Bow (Grade 1)	bow	tier	lbb	165					20	1				1	10	15					15	0	20	0	75		1	10	3		365		402	sbw	165	165	165	bow	bow	6	bow	2	4					flplbb	invlbb			1	2	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255		1		1	1		1		1	1					255					20					255					255					255			5	8	0	xxx	xxx	1	0
301	Long Battle Bow (Grade 2)	bow	tier	lbb	301					20	1				1	22	32					15	0	20	0	112		1	39	12		1460		404	sbw	301	301	301	bow	bow	6	bow	2	4					flplbb	invlbb			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
437	Long Battle Bow (Grade 3)	bow	tier	lbb	437					20	1				1	38	51					15	0	20	0	221		1	68	21		5840		405	sbw	437	437	437	bow	bow	6	bow	2	4					flplbb	invlbb			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
505	Long Battle Bow (Grade 4)	bow	tier	lbb	505					20	1				1	45	61					15	0	20	0	436		1	83	26		11680		406	sbw	505	505	505	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
66@	Long Battle Bow (Sacred)	qbow		lbb	66@					2	1				1	66	74					15	0	20	0	544		1	83	30		11680		406	sbw	66@	66@	66@	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
162	Long Bow (Grade 1)	bow	tier	lbw	162					20	1				1	5	7					15	0	20	0	39		1	5	1		250		402	sbw	162	162	162	bow	bow	6	bow	2	4					flplbw	invlbw			1	2	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255		1		1	1					255		1		1	1					255					255					255					255					255		1		1	1					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
298	Long Bow (Grade 2)	bow	tier	lbw	298					20	1				1	13	18					15	0	20	0	67		1	35	11		1000		404	sbw	298	298	298	bow	bow	6	bow	2	4					flplbw	invlbw			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
434	Long Bow (Grade 3)	bow	tier	lbw	434					20	1				1	24	31					15	0	20	0	137		1	64	20		4000		405	sbw	434	434	434	bow	bow	6	bow	2	4					flplbw	invlbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
502	Long Bow (Grade 4)	bow	tier	lbw	502					20	1				1	30	38					15	0	20	0	274		1	75	25		8000		406	sbw	502	502	502	bow	bow	6	bow	2	4					flplbw	invlbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
63@	Long Bow (Sacred)	qbow		lbw	63@					2	1				1	59	62					15	0	20	0	447		1	75	30		8000		406	sbw	63@	63@	63@	bow	bow	6	bow	2	4					flplbw	invlbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
152	Long Staff (Grade 1)	staf	tier	sst	152					20	1				1	6	8				1	10	0	10	0	8	46		4	1		232		402	bst	152	152	152	stf	stf	5	staf	1	4					flplst	invlst			1	2	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255		1		1	1					255					255		1		1	1					255					255		1		1	1					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
288	Long Staff (Grade 2)	staf	tier	sst	288					20	1				1	13	16				1	10	0	10	0	19	46		33	10		928		403	bst	288	288	288	stf	stf	5	staf	1	4					flplst	invlst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
424	Long Staff (Grade 3)	staf	tier	sst	424					20	1				1	22	26				1	10	0	10	0	43	46		63	20		3712		404	bst	424	424	424	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
492	Long Staff (Grade 4)	staf	tier	sst	492					20	1				1	27	32				1	10	0	10	0	88	46		77	24		7424		404	bst	492	492	492	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
53@	Long Staff (Sacred)	qstf		sst	53@					2	1				1	56	58				1	10	0	10	0	203	46		77	30		7424		404	bst	53@	53@	53@	stf	stf	5	staf	1	4					flplst	invlst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0	0		0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
105	Long Sword  (Grade 1)	swor	tier	lsd	105					20	1	10	12								1	-10	20	0	73	0	86		12	4		388		402	ssd	105	105	105	1hs	1hs	5	1hsl	2	3					flplsd	invlsd			1	2	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					20					255					255					255					255					255		1		1	1					255		1		1	1					255					255			1	2	0	xxx	xxx	1	0
241	Long Sword  (Grade 2)	swor	tier	lsd	241					20	1	18	21								1	-10	20	0	110	0	86		41	13		1552		404	ssd	241	241	241	1hs	1hs	5	1hsl	2	3					flplsd	invlsd			1	4	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
377	Long Sword  (Grade 3)	swor	tier	lsd	377					20	1	28	33								1	-10	20	0	216	0	86		71	22		6208		405	ssd	377	377	377	1hs	1hs	5	1hsl	2	3					flplsd	invlsd			1	5	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
445	Long Sword  (Grade 4)	swor	tier	lsd	445					20	1	33	39								1	-10	20	0	427	0	86		85	27		12416		406	ssd	445	445	445	1hs	1hs	5	1hsl	2	3					flplsd	invlsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
06@	Long Sword  (Sacred)	qswd		lsd	06@					2	1	45	48								1	-10	20	0	540	0	86		85	30		12416		406	ssd	06@	06@	06@	1hs	1hs	5	1hsl	2	3					flplsd	invlsd			1	6	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			1	2	0	xxx	xxx	1	0
167	Long War Bow (Grade 1)	bow	tier	lbb	167					20	1				1	13	20					15	0	20	0	99		1	18	5		448		402	sbw	167	167	167	bow	bow	6	bow	2	4					flplwb	invlwb			1	2	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255		1		1	1		1		1	1					255					255			5	8	0	xxx	xxx	1	0
303	Long War Bow (Grade 2)	bow	tier	lbb	303					20	1				1	27	39					15	0	20	0	143		1	47	15		1792		404	sbw	303	303	303	bow	bow	6	bow	2	4					flplwb	invlwb			1	4	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
439	Long War Bow (Grade 3)	bow	tier	lbb	439					20	1				1	45	62					15	0	20	0	277		1	76	24		7168		405	sbw	439	439	439	bow	bow	6	bow	2	4					flplwb	invlwb			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
507	Long War Bow (Grade 4)	bow	tier	lbb	507					20	1				1	54	74					15	0	20	0	543		1	90	28		14336		406	sbw	507	507	507	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
68@	Long War Bow (Sacred)	qbow		lbb	68@					2	1				1	70	79					15	0	20	0	650		1	90	30		14336		406	sbw	68@	68@	68@	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0	0		0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			5	8	0	xxx	xxx	1	0
126	Mace (Grade 1)	mace	tier	mac	126					20	1	7	10									5	20	0	36	0	80		8	2		300		401	mac	126	126	126	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	1	0		0	item_sword	12	item_sword	0	0	5	0	0	0	0		0	7	0	0	3					255					255					255		1		1	1					255					255					255					255					255					255		1		1	1		1		1	1					255					255					255					255					255			2	2	0	xxx	xxx	1	0
