Missile	Id	* Laz / status	pCltDoFunc	pCltHitFunc	pSrvDoFunc	pSrvHitFunc	pSrvDmgFunc	SrvCalc1	*srv calc 1 desc	Param1	*param1 desc	Param2	*param2 desc	Param3	*param3 desc	Param4	*param4 desc	Param5	*param5 desc	CltCalc1	*client calc 1 desc	CltParam1	*client param1 desc	CltParam2	*client param2 desc	CltParam3	*client param3 desc	CltParam4	*client param4 desc	CltParam5	*client param5 desc	SHitCalc1	*server hit calc 1 desc	sHitPar1	*server hit param1 desc	sHitPar2	*server hit param2 desc	sHitPar3	*server hit param3 desc	CHitCalc1	*client hit calc1 desc	cHitPar1	*client hit param1 desc	cHitPar2	*client hit param2 desc	cHitPar3	*client hit param3 desc	DmgCalc1	*damage calc 1	dParam1	*damage param1 desc	dParam2	*damage param2 desc	Vel	MaxVel	VelLev	Accel	Range	LevRange	Light	Flicker	Red	Green	Blue	InitSteps	Activate	LoopAnim	CelFile	animrate	AnimLen	AnimSpeed	RandStart	SubLoop	SubStart	SubStop	CollideType	CollideKill	CollideFriend	LastCollide	Collision	ClientCol	ClientSend	NextHit	NextDelay	xoffset	yoffset	zoffset	Size	SrcTown	CltSrcTown	CanDestroy	ToHit	AlwaysExplode	Explosion	Town	NoMultiShot	Holy	*Laz / Slow	CanSlow	ReturnFire	GetHit	SoftHit	KnockBack	Trans	Qty	Pierce	SpecialSetup	MissileSkill	Skill	ResultFlags	HitFlags	HitShift	ApplyMastery	SrcDamage	Half2HSrc	SrcMissDmg	MinDamage	MinLevDam1	MinLevDam2	MinLevDam3	MinLevDam4	MinLevDam5	MaxDamage	MaxLevDam1	MaxLevDam2	MaxLevDam3	MaxLevDam4	MaxLevDam5	DmgSymPerCalc	EType	EMin	MinELev1	MinELev2	MinELev3	MinELev4	MinELev5	Emax	MaxELev1	MaxELev2	MaxELev3	MaxELev4	MaxELev5	EDmgSymPerCalc	ELen	ELevLen1	ELevLen2	ELevLen3	HitClass	NumDirections	LocalBlood	DamageRate	TravelSound	HitSound	ProgSound	ProgOverlay	ExplosionMissile	SubMissile1	SubMissile2	SubMissile3	HitSubMissile1	HitSubMissile2	HitSubMissile3	HitSubMissile4	CltSubMissile1	CltSubMissile2	CltSubMissile3	CltHitSubMissile1	CltHitSubMissile2	CltHitSubMissile3	CltHitSubMissile4	EOL
falsespike	1521		1		1																																																	10	10	8		40	5			255	255	255	1	0	1	SpikeFiendMissle	1024	2	16					3	1		1		1		1	4				1				1						1		1	1									4		8		64																																		10	32							teethexplodeblue															0
wispinferno	1522		6		23																	4	no light freq																															8	8			26	2			255	255	255	0	0	2	null	1024	2	16					8			1		1							2										1						1										-1																																			1			object_fire_loop_house					wispinfernoflames							wispinfernoflames	firesmall	firemedium					0
wispinfernoflames	1523		5		1																																																					30	10	5	4	255	178	64	0	0	1	groundFiresmall	1024	37	16		1	12	36	3												2										1				1		1								5		-1																fire	10	10	10	10	10	10	15	15	15	15	15	15						32	1		41	object_fire_loop_house																			0
beaconidol	1524		1	30	1	29																												64	delay							64	delay															1				255	255	255	0	0	0	null	1024	37	16																	1					1											1																																													32											beaconcreator							beaconcreator				0
beaconcreator	1525		1	44	1	36																																																20	20			2				255	255	255	0	0	0	null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32											beaconspawnmissile							beaconspawnmissile				0
beaconspawnmissile	1526		19	44	15	36				100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	2				255	255	255	0	0	1	null	1024	8	16					6	1		1		1						-20	1					1							1	1			1					Beacon Poison Hit																																								32			sorceress_fireball_1					beaconidolcast			beaconidolnovacenter				beaconidolcast			beaconidolnovacenter				0
beaconidolcast	1527		1		1					100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	11		6		255	0	0	1	0	1	expansion\FowCenter	1024	5	8								1		1							1			1									1	1			1																																													32																						0
beaconidolnovacenter	1528		1	44	1	36																																																				85		2	4	255	0	0	1	0	1	expansion\FireSpikeExplode	1024	14	32					6			1									1					1	1		1								1								8																																					32			nuclear_trigger								beaconidolwaiter							beaconidolwaiter				0
beaconidolwaiter	1529		9	44	1	36																29	frames	50	fallrate	30	sliderate																															30				255	255	255	0	0	1	null	1024	8	32					6			1									1					1	1		1								1								8																																					32											beacontimeforaction				bombsboom			beacontimeforaction				0
beacontimeforaction	1530		19	30	15	29				1	frequency	19	increment									1	frequency	19	increment									64	increment							64	increment															1				255	255	255	0	0	1	null	1024	8	16					3			1		1							1					1					1		1	1			1						4		8																																					1								beaconstrikecontrol			beaconaction2				beaconstrikecontrol			beaconaction2				0
beaconaction2	1531		19	30	15	29				1	frequency	19	increment									1	frequency	19	increment									64	increment							64	increment															1				255	255	255	0	0	1	null	1024	8	16					3			1		1							1					1					1		1	1			1						4		8																																					1								beaconblastcenter			beacongammacenter				beaconblastcenter			beacongammacenter				0
beacongammaaura	1532		1		1																																																					30				255	255	255	0	0	0	RadFieldAura	1024	30	16																							1		1								1																																													1																						0
beacongammacenter	1533		19		15					29	frequency to spam teh dmg	1	increment									29	frequency to spam teh dmg	1	increment																																	126		4	4	255	0	0	1	0	1	RadField	1024	10	16								1		1							1								1		1		1	1			1						4		8																																					1			druid_tornado					beacongammadelay							beacongammadelay							0
beacongammadelay	1534		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1											beacongammanova							beacongammanova				0
beacongammanova	1535		1		1																																																	48	48			8				255	255	255	0	0	2	null	1024	2	16					3			1		1		1	4				1								1		1		1	1			1					Beacon Poison Hit	4		8																																				80	16			overseer_healmissile				beacongammaaura															0
beaconblastcenter	1536		19		15					2	nova frequency	1	increment									2	nova frequency	1	increment																																	31				255	255	255	1	0	0	ExpArrowExplode	1024	2	16								1		1						-75	1								1		1		1	1			1						4		8																																					1			druid_volcano					beaconblastdelay							beaconblastdelay							0
beaconblastdelay	1537		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1											beaconblastmissile							beaconblastmissile				0
beaconblastmissile	1538		1	10	1		9																																											25	stun len (0 = skill)			30	30			16		2		255	178	64	0	0	1	ExpArrowExplode	1024	16	16					3			1				1	4				1								1		1		1	1		100	1					Beacon Physical Hit	4		8																																				64	16			monster_fireball	sorceress_fireball_impact_1																		0
beaconstrikecontrol	1539		19		15					1	frequency	19	increment									1	frequency	19	increment																																	25		5	2	255	178	64	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								beaconpillarcenter							beaconpillarcenter							0
beaconpillar	1540		1	30																																						1	increment															40				0	0	0	1	0	2	null	1024	2	16						1		1			1																1						1																																													1											beaconpillarnova							beaconpillarnova				0
beaconpillarcenter	1541		9	18	1	14																24	frames	60	fallrate	2	sliderate							4	range (0 = skill)	2	beacons increment					5	# submissile1	3	# submissile3	15	# submissile4							2	2			25		4		255	64	64	0	0	0	ExpArrowExplode	1024	16	16								1			1						1					1					1			1			1					Beacon Fire Hit	5	2	8																																					1					fingermage_bolt_impact_1										beaconpillar	beaconpillartail		beaconpillarexplode	whitelightmissile			0
beaconpillarexplode	1542		1		1					2	none																																															16		13		255	178	64	0	0	0	ExpArrowExplode	1024	16	16								1								-150	1						1		1				1	1			1						4		8																																					1			diablo_laser																			0
beaconpillarfire	1543		5		5		3																																											19	softhit chance (128)							90		3	2	255	178	64	0	0	1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12								1						1								3	1																	fire	1	1	1	1	1	1	2	2	2	2	2	2						32	1		41	object_fire_loop_magic																			0
beaconpillartail	1544		1																																																							60				0	0	0	0	0	2	null	1024	2	16						1		1																			1						1								8																																					1																						0
beaconpillarnova	1545		1		1																																																	30	30		-300	15		4		255	192	64	1	0	0	expansion\FireNova	1024	11	16		1	8	9	3		1	1				1	4				1																1																																													32			barbarian_battlecry_1	druidspirit_hit_1																		0
baalbaconidol	1546		1	30	1	29																												64	delay							64	delay															1				255	255	255	0	0	0	null	1024	37	16																	1					1											1																																													32											baalbaconcreator							baalbaconcreator				0
baalbaconcreator	1547		1	44	1	36																																																20	20			2				255	255	255	0	0	0	null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32											baalbaconspawnmissile							baalbaconspawnmissile				0
baalbaconspawnmissile	1548		19	44	15	36				100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	2				255	255	255	0	0	1	null	1024	8	16					6	1		1		1						-20	1					1							1	1			1					Mon Beacon																																								32			sorceress_fireball_1					baalbaconidolcast			baalbaconidolnovacenter				baalbaconidolcast			baalbaconidolnovacenter				0
baalbaconidolcast	1549		1		1					100	frequency	1	1/64 direction delta									100	frequency	1	1/64 direction delta																																	11		6		255	0	0	1	0	1	expansion\FowCenter	1024	5	8								1		1							1			1									1	1			1																																													32																						0
baalbaconidolnovacenter	1550		1	44	1	36																																																				170		2	4	255	0	0	1	0	1	expansion\FireSpikeExplode	1024	14	32					6			1									1					1	1		1								1								8																																					32			monster_baal_taunt_1								baalbaconidolwaiter							baalbaconidolwaiter				0
baalbaconidolwaiter	1551		9	44	1	36																29	frames	50	fallrate	30	sliderate																															30				255	255	255	0	0	1	null	1024	8	32					6			1									1					1	1		1								1								8																																					32											baalbacontimeforaction				bombsboom			baalbacontimeforaction				0
baalbacontimeforaction	1552		19	30	15	29				1	frequency	19	increment									1	frequency	19	increment									64	increment							64	increment															1				255	255	255	0	0	1	null	1024	8	16					3			1		1							1					1					1		1	1			1						4		8																																					1								baalbaconstrikecontrol			baalbaconaction2				baalbaconstrikecontrol			baalbaconaction2				0
baalbaconaction2	1553		19	30	15	29				1	frequency	19	increment									1	frequency	19	increment									64	increment							64	increment															1				255	255	255	0	0	1	null	1024	8	16					3			1		1							1					1					1		1	1			1						4		8																																					1								baalbaconblastcenter			baalbacongammacenter				baalbaconblastcenter			baalbacongammacenter				0
baalbacongammaaura	1554		1		1																																																					30				255	255	255	0	0	0	RadFieldAura	1024	30	16																							1		1								1																																													1																						0
baalbacongammacenter	1555		19		15					29	frequency to spam teh dmg	1	increment									29	frequency to spam teh dmg	1	increment																																	126		4	4	255	0	0	1	0	1	RadField	1024	10	16								1		1							1								1		1		1	1			1						4		8																																					1			druid_tornado					baalbacongammadelay							baalbacongammadelay							0
baalbacongammadelay	1556		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1											baalbacongammanova							baalbacongammanova				0
baalbacongammanova	1557		1		1																																																	48	48			8				255	255	255	0	0	2	null	1024	2	16					3			1		1		1	4				1								1		1		1	1			1					Beacon Poison Hit	4		8																																				80	16			overseer_healmissile				baalbacongammaaura															0
baalbaconblastcenter	1558		19		15					2	nova frequency	1	increment									2	nova frequency	1	increment																																	31				255	255	255	1	0	0	ExpArrowExplode	1024	2	16								1		1						-75	1								1		1		1	1			1						4		8																																					1			druid_volcano					baalbaconblastdelay							baalbaconblastdelay							0
baalbaconblastdelay	1559		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1											baalbaconblastmissile							baalbaconblastmissile				0
baalbaconblastmissile	1560		1	10	1		9																																											25	stun len (0 = skill)			30	30			16		2		255	178	64	0	0	1	ExpArrowExplode	1024	16	16					3			1				1	4				1								1		1		1	1		100	1					Beacon Physical Hit	4		8																																				64	16			monster_fireball	sorceress_fireball_impact_1																		0
baalbaconstrikecontrol	1561		19		15					1	frequency	19	increment									1	frequency	19	increment																																	25		5	2	255	178	64	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								baalbaconpillarcenter							baalbaconpillarcenter							0
baalbaconpillar	1562		1	30																																						1	increment															40				0	0	0	1	0	2	null	1024	2	16						1		1			1																1						1																																													1											baalbaconpillarnova							baalbaconpillarnova				0
baalbaconpillarcenter	1563		9	18	1	14																24	frames	60	fallrate	2	sliderate							4	range (0 = skill)	2	baalbacons increment					5	# submissile1	3	# submissile3	15	# submissile4							2	2			25		4		255	64	64	0	0	0	ExpArrowExplode	1024	16	16								1			1						1					1					1			1			1					Beacon Fire Hit	5	2	8																																					1					fingermage_bolt_impact_1										baalbaconpillar	baalbaconpillartail		baalbaconpillarexplode	whitelightmissile			0
baalbaconpillarexplode	1564		1		1					2	none																																															16		13		255	178	64	0	0	0	ExpArrowExplode	1024	16	16								1								-150	1						1		1				1	1			1						4		8																																					1			diablo_laser																			0
baalbaconpillarfire	1565		5		5		3																																											19	softhit chance (128)							90		3	2	255	178	64	0	0	1	groundFireMedium	1024	37	16		1	12	36	3				1		1						2	1	12								1						1								3	1																	fire	1	1	1	1	1	1	2	2	2	2	2	2						32	1		41	object_fire_loop_magic																			0
baalbaconpillartail	1566		1																																																							60				0	0	0	0	0	2	null	1024	2	16						1		1																			1						1								8																																					1																						0
baalbaconpillarnova	1567		1		1																																																	30	30		-300	15		4		255	192	64	1	0	0	expansion\FireNova	1024	11	16		1	8	9	3		1	1				1	4				1																1																																													32			barbarian_battlecry_1	druidspirit_hit_1																		0
bswarmspawner	1568		1		1	6																												1202	monstats ID	1	summon mode																	2	2			1		6		0	255	0	1	0	2	null	1024	2	16	1				3				1	1	1						2					1					1				1		1								8																																					8			tentaclehead_missile_1				broadsideburst															0
elite_Adoom_B	1569		1		1																																																	12	12			30				0	0	0	0	0	0	poisonNova	1024	30	16					3	1		1		1							1										1		1				1								1																		pois	100	100	100	100	100	100	1000	1000	1000	1000	1000	1000		100				80	32																						0
bearspike4	1570		1	25	1	20																												40	target seek range	1	missiles					40	target seek range	1	missiles									16	16			50		3		255	0	0	1	0	1	extra\spikefiendmamamissle	1024	1	16						1		1		1							1					1					1		1	1			1						4		8		128																																		10	32											bearspikehitter4							bearspikehitter4				0
bearspikehitter4	1571		1		1																																																	24	24			40		3		255	0	0	1	0	1	extra\spikefiendmamamissle	1024	1	16					3	1		1		1							1				1						1		1	1			1						4		8		128																																		10	32							teethexplodeyellow															0
inflatedorb	1572		19	30	15	29				3	frequency	19	increment									3	frequency	19	increment									8	increment							8	increment											10	10			30		6		81	81	255	1	0	1	IceOrb	1024	16	16					3			1		1							1					1					1		1	1			1						4		8																																					1			sorceress_icebolt_1					inflatedorbbolt			inflatedorbnova				inflatedorbbolt			inflatedorbnova				0
inflatedorbbolt	1573		1		1																																																	18	18			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1										1		1	1			1						4		8																		cold	15	15	15	15	15	15	35	35	35	35	35	35		10					16																						0
inflatedorbnova	1574		20		16					6	frames	2	frequency									6	frames	2	frequency																													24	24			25		4		81	81	255	0	0	1	IceBolt	1024	6	16					3	1		1		1							1										1		1	1			1						4		8																		cold	15	15	15	15	15	15	35	35	35	35	35	35		10					16																						0
plaguenova	1575		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1											plaguenovatile							plaguenovatile				0
plaguenovatile	1576		1		1																																																	12	12			64		2		64	255	64	0	0	0	GreaterMummyBreath	1024	24	8					3			1		1							1										1		1	1			1						4		1																		pois	200	700	700	700	700	700	1500	1500	1500	1500	1500	1500		75					16			necromancer_poisonnova																			0
elite_apespam	1577		19		15					1	frequency	19	increment									1	frequency	19	increment																																	10				255	255	255	1	0	2	null	1024	2	16								1		1							1					1																	4		8																																					1								elite_apequake							elite_apequake							0
elite_apequake	1578		1		1																																																	20	20			40		1		212	212	255	0	0	0	expansion\shockwave	1024	7	8					3			1		1		1	4				1										1		1	1			1						4		8		64			1						1																									64	8			druid_shockwave																			0
westsidearrow	1579		1	25	1	20																												0	range (0=skill)	1	max (0 = skill)					0	range (0=skill)	1	max (0 = skill)									0	0			1				255	255	255	1	0	0	Arrow	1024	1	16						1		1		1							1				1	1					1		1	1				1					4		8																																				6	32			weapon_throw_1	succubus_msissile_impact							westsidereturns							westsidereturns				0
westsidereturns	1580		1		1		9																																											250	stun len (0 = skill)			24	24			80				255	255	255	1	0	0	Arrow	1024	1	16					3	1		1		1							1				1						1		1	1								Mon Blindside	4		8		192																																		6	32							teethexplodeyellow															0
unbuggedarrow	1581		1		1																																																	24	24			50				255	255	255	1	0	0	Arrow	1024	1	16					3	1		1		1							1				1						1		1	1								Unbugged Cascade	4		8		96																																		6	32			weapon_bow_1				teethexplodered															0
unbuggedspawner	1582		1	25	1	20																												0	range (0=skill)	0	max (0 = skill)					0	range (0=skill)	0	max (0 = skill)													1				255	255	255	0	0	2	null	1024	2	16						1		1		1												1					1		1	1			1						4																																						64	16											unbuggedarrow							unbuggedarrow				0
pwrcenter	1583		1	30	1	29																												2	increment							2	increment															1				255	255	255	0	0	2	null	1024	2	16																						1					1		1	1			1						4		8																																					1			assassin_staticfield								trapnova							trapnova				0
whaamallet	1584		1		1																																																	24	24			20		7		128	128	255	1	0	1	blessedhammer	1024	6	16					3	1		1		1							1										1		1	1		100	1					Friendly Hammer	4		8		96																																		2	32			weapon_throw_1	succubus_msissile_impact		doubledamage1	dopplezonexplode															0
thundergodzidol	1585		1	30	1	29																												64	delay							64	delay											0	0			1				255	255	255	0	0	0	null	1024	37	16																	1					1											1																																													32											thundergodzcreator							thundergodzcreator				0
thundergodzcreator	1586		1	25	1	20																												25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									20	20			2				255	255	255	0	0	0	null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32											thundergodzspawnmissile							thundergodzspawnmissile				0
thundergodzidolcast	1587		1		1																																																	0	0			1				255	255	255	0	0	2	null	1024	2	16								1		1							1			1									1	1			1																																													32																						0
thundergodznova	1588		1		1		9																																											75	stun len (0 = skill)			30	30		-300	16	4	2		64	65	255	0	0	0	ElecNovaB	1024	16	16					3					1		1	5				2				1						1		1	1		100	1						4		8		64																																		32	4				fingermage_hit_1																		0
thundergodzspawnmissile	1589		1	30	1	29																												1	increment							1	increment															1		2		64	255	64	1	0	2	null	1024	2	16								1		1							1					1											1						4		8																																					1											thundergodznova							thundergodznova				0
barflashcataclysmic	1590		1	1	1	1																												4	damage radius							3	explosions radius	1	explosions density													1				255	255	255	1	0	2	null	1024	2	16								1		1							1					1					1		1	1			1					Flash	5	2																			fire																			16							explodingarrowexp											fireexplosion2				0
shatteredcrashnova	1591		1		1																																																	12	12			10				255	255	255	0	0	2	null	1024	2	16		1	1	2	3					1		1	5				2										1		1	1			1					Shattering Warp Blade	4		8																																				32	4																						0
shatteredcrashspawner	1592		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16								1		1							1					1											1						4		8																																					1											shatteredcrashnova							shatteredcrashnova				0
shredderarrow	1593		1		1																																																	10	10			40	5			255	255	255	1	0	1	SpikeFiendMissle	1024	2	16					3	1		1		1		1	4				1				1						1		1	1									4		8		64																																		10	32							teethexplodeblue															0
shreddercenter	1594		19		15				runeword:	1	frequency	9	increment									1	frequency	9	increment																																	16	1	3		64	0	255	0	0	0	IzualDeathParticles	1024	26	16		1	1	3				1		1							1					1																	4		8																																					1								shredderarrow							shredderarrow							0
craptwister	1595		1		1																																																	24	24			75		3		212	212	255	0	0	1	expansion\tornado	1024	40	16		1	12	36	3			1		1		1	4				3										1		1	1		1	1						4		8		96																																		32	1			druid_tornado																			0
superfido	1596		1		1	6																												1120	monstats ID	1	summon mode																	2	2			0		13		255	0	0	1	0	2	null	1024	2	16					3				1	1	1						2					1					1				1		1								8																																					8			tentaclehead_missile_1	succubus_msissile_impact			explodingarrowexp															0
sacrificialific delay	1597		19	1	15	1				100	frequency	19	increment									100	frequency	19	increment									64	increment							64	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1								sacrificialific spawner							sacrificialific spawner							0
sacrificialific spawner	1598		19		15					1	frequency	17	1/64 direction delta									1	frequency	17	1/64 direction delta																																	4	1			255	255	255	1	0	2	null	1024	2	16								1		1							1					1											1								8																		fire																			32			wussie_over_here				explodingarrowexp	sacrificialific on ground							sacrificialific on ground			fireexplosion2				0
sacrificialific on ground	1599	1.B9 REDUCED DURATION	19	1	15	1				100	frequency	17	1/64 direction delta									100	frequency	17	1/64 direction delta									20	damage radius							10	explosions radius	1	explosions density													15		3	1	255	0	0	1	0	0	expansion\FireSpikes	1024	8	16		1		7						1							2					1					1				1		1					Sacrifices	5	2																			fire																			8				succubus_msissile_impact			catapult spike explosion	sacrificialific critter sub							sacrificialific critter sub							0
sacrificialific critter sub	1600		1		1	6																												1216	does stuff	1	does more stuff																	24	24			5				255	255	255	0	0	0	null	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8																						0
godformidol	1601		1	30	1	29			thanks																									64	increment							64	increment															1				255	255	255	0	0	0	null	1024	37	16																	1					1											1																																													32											godformmover							godformmover				0
godformmover	1602		1	25	1	20			brappy																									15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)													1				255	255	255	0	0	0	null	1024	8	8						1		1		1							1			1		1							1	1			1																																													32											godformspawnmissile							godformspawnmissile				0
godformspawnmissile	1603		19	25	15	20				999	frequency	0	1/64 direction delta									999	frequency	0	1/64 direction delta									15	range (0=skill)	1	max (0 = skill)					15	range (0=skill)	1	max (0 = skill)													1				255	255	255	0	0	1	null	1024	8	16					6	1		1		1						-20	1					1							1	1			1																																													32				druidspirit_hit_1							godformpunisher							godformpunisher				0
godformidolcast	1604	UNUSED	1		1					999	frequency	0	1/64 direction delta									999	frequency	0	1/64 direction delta																																	10		10		255	0	0	0	0	1	null	1024	8	16								1		1							1			1									1	1			1																																													32																						0
godformpunisher	1605		1		1																																																	6	6			150		5		255	0	0	1	0	1	SpikeRight	1024	12	16					3			1		1		1	4				1										1		1	1								Graveyard	4		8																																					16			sorceress_nova	succubus_msissile_impact			teethexplodered															0
dirgewavecenter	1606		19		15					5	nova frequency	1	increment									5	nova frequency	1	increment																																	31	5			255	255	255	1	0	2	null	1024	2	16								1		1							1								1		1		1	1			1						4		8																																					1			druid_volcano					dirgewavedelay							dirgewavedelay							0
dirgewavedelay	1607		1	30	1	29																												1	increment							1	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1			1		1		1	1			1						4		8																																					1											dirgewavemissile							dirgewavemissile				0
dirgewavemissile	1608		1	10	1		9																																											25	stun len (0 = skill)			30	30			50		2		255	178	64	0	0	0	SoulForgeNova	1024	17	16					3			1				1	4				1								1		1		1	1		100	1					Dirge Wave	4		8																																				64	16			monster_fireball	sorceress_fireball_impact_1																		0
boombommbo	1609		1																																																							36				255	255	255	0	0	0	expansion\FireSpikeExplode	1024	14	16					1		1										1					1	1		1				1				1								8																																					1				sorceress_firebolt_impact_1																		0
edy1summon	1610		1		1	6																												1222	does stuff	1	does more stuff																					1		3	1	255	0	0	1	0	0	expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			wussie_over_here	succubus_msissile_impact			catapult spike explosion															0
edy3summon	1611		1		1	6																												1219	does stuff	1	does more stuff																					1		3	1	255	0	0	1	0	0	expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			wussie_over_here	succubus_msissile_impact			catapult spike explosion															0
edy4summon	1612		1		1	6																												1220	does stuff	1	does more stuff																					1		3	1	255	0	0	1	0	0	expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			wussie_over_here	succubus_msissile_impact			catapult spike explosion															0
darkonesummon	1613		1		1	6																												1221	does stuff	1	does more stuff																					1		3	1	255	0	0	1	0	0	expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			wussie_over_here	succubus_msissile_impact			catapult spike explosion															0
darkbosssummon	1614		1		1	6																												1222	does stuff	1	does more stuff																					1		3	1	255	0	0	1	0	0	expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			wussie_over_here	succubus_msissile_impact			catapult spike explosion															0
master1summon	1615		1		1	6																												1223	does stuff	1	does more stuff																					1		3	1	255	0	0	1	0	0	expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			wussie_over_here	succubus_msissile_impact			catapult spike explosion															0
master2summon	1616		1		1	6																												1224	does stuff	1	does more stuff																					1		3	1	255	0	0	1	0	0	expansion\FireSpikes	1024	8	16		1		7	3				1	1	1						2					1					1				1		1								8																																					8			wussie_over_here	succubus_msissile_impact			catapult spike explosion															0
firedeathedybomb	1617		1	55	1	51																																																14	14			16				255	255	255	0	0	0	expansion\FireSpikes	1024	8	16										1												1	1		1				1	1			1								8																																					1											firedeathedymine							firedeathedymine				0
firedeathedycenter	1618		50		28					2	damage freq (0 = look at skill)	50	radius (0 = look at skill)	2	start frame	128	end frame	30	lob			2	damage freq (0 = look at skill)	50	radius (0 = look at skill)	2	start frame	128	end frame	30	lob																											25	5	6	4	255	128	64	0	0	1	MeteorTargetIndicator	1024	17	16		1	1	18					1		1	1	10			-80	3	1	25								1			1		1	1						4		8																																					1			druid_volcano				explodingarrowexp	firedeathedybomb							firedeathedybomb							0
firedeathedymine	1619		1	1	1	1																												3	damage radius							2	explosions radius	1	explosions density													100		4	4	255	128	64	1	0	1	expansion\FireSpikesGround	1024	8	16					3	1		1		1							1					1					1		1	1			1					Dark Edyrem Welcome	5	2																			fire																			16				sorceress_fireball_impact_1			explodingarrowexp											fireexplosion2				0
edyremmonsterspawn	1620		19	30	15	29				100	frequency	19	increment									100	frequency	19	increment									8	increment							8	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1								darkbosssummon			darkonesummon				darkbosssummon			darkonesummon				0
realedyremspawn	1621		19	30	15	29				100	frequency	19	increment									100	frequency	19	increment									64	increment							64	increment															1				255	255	255	1	0	2	null	1024	2	16					3			1		1							1					1					1		1	1			1						4		8																																					1								edyremmonsterspawn			firedeathedycenter				edyremmonsterspawn			firedeathedycenter				0
spellflurrycenter	1622		19		15					1	frequency	19	increment									1	frequency	19	increment																																	3	1			255	255	255	1	0	2	null	1024	2	16								1		1							1					1											1						4		8																																					1								spellflurryemitter							spellflurryemitter							0
spellflurryemitter	1623		1	25	1	20																												25	range (0=skill)	1	max (0 = skill)					25	range (0=skill)	1	max (0 = skill)									24	24			10		2		0	0	255	1	0	0	expansion\ProjectionMissile	1024	5	16						1		1		1							1					1					1		1	1			1						4		8																																					32			weapon_throw_1								spellflurryhitter							spellflurryhitter				0
spellflurryhitter	1624		1		1																																																	24	24			30		2		0	0	255	1	0	0	expansion\ProjectionMissile	1024	5	16					3	1		1		1							1										1		1	1			1					Spell Flurry	4		8																																				6	32							psyexplode															0
coldfearchill	1625		1		1	29																												1	increment																							8				255	255	255	0	0	2	null	1024	2	16						1		1		1							2					1					1		1	1			1						4																																						64	16			monster_cast_cold								coldfearnovashock											0
coldfearnovashock	1626		1	10	1																																																	30	30		-300	16				255	255	255	0	0	2	null	1024	2	16					3			1		1		1	4				1										1		1	1			1					Cold Fear	4		8																																					32						ice_explode																0
succbs6andahalf	1627		1		1																																																	10	10			120		5		255	64	64	1	0	1	DiscoInferno	1024	10	16					3	1		1		1							1										1		1	1			1						4		8																		fire	200	200	200	200	200	200	600	600	600	600	600	600							16			succubus_msissile_1	succubus_msissile_impact																		0
morluspawner	1628		1		1	6																												1226	monstats ID	1	summon mode																	2	2			1		6		0	255	0	1	0	2	null	1024	2	16	1				3				1	1	1						2					1					1				1		1								8																																					8			tentaclehead_missile_1				broadsideburst															0
