Name	Id	Pal	Act	QuestFlag	QuestFlagEx	Layer	SizeX	SizeY	SizeX(N)	SizeY(N)	SizeX(H)	SizeY(H)	OffsetX	OffsetY	Depend	Teleport	Rain	Mud	NoPer	LOSDraw	FloorFilter	BlankScreen	DrawEdges	IsInside	DrlgType	LevelType	SubType	SubTheme	SubWaypoint	SubShrine	Vis0	Vis1	Vis2	Vis3	Vis4	Vis5	Vis6	Vis7	Warp0	Warp1	Warp2	Warp3	Warp4	Warp5	Warp6	Warp7	*Laz/arc	Intensity	Red	Green	Blue	Portal	Position	SaveMonsters	Quest	WarpDist	MonLvl1	MonLvl2	MonLvl3	MonLvl1Ex	MonLvl2Ex	MonLvl3Ex	MonDen	MonDen(N)	MonDen(H)	MonUMin	MonUMax	MonUMin(N)	MonUMax(N)	MonUMin(H)	MonUMax(H)	MonWndr	MonSpcWalk	NumMon	* Laz / todo	mon1	mon2	mon3	mon4	mon5	mon6	mon7	mon8	mon9	mon10	mon11	mon12	mon13	mon14	mon15	mon16	mon17	mon18	mon19	mon20	rangedspawn	nmon1	nmon2	nmon3	nmon4	nmon5	nmon6	nmon7	nmon8	nmon9	nmon10	nmon11	nmon12	nmon13	nmon14	nmon15	nmon16	nmon17	nmon18	nmon19	nmon20	umon1	umon2	umon3	umon4	umon5	umon6	umon7	umon8	umon9	umon10	umon11	umon12	umon13	umon14	umon15	umon16	umon17	umon18	umon19	umon20	cmon1	cmon2	cmon3	cmon4	cpct1	cpct2	cpct3	cpct4	camt1	camt2	camt3	camt4	Themes	SoundEnv	Waypoint	LevelName	LevelWarp	EntryFile	ObjGrp0	ObjGrp1	ObjGrp2	ObjGrp3	ObjGrp4	ObjGrp5	ObjGrp6	ObjGrp7	ObjPrb0	ObjPrb1	ObjPrb2	ObjPrb3	ObjPrb4	ObjPrb5	ObjPrb6	ObjPrb7	Beta
Act 2 - Tomb Tal 1	66	1	1	13	13	48	200	200	200	200	200	200	4500	1000	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1		64	128	64	32	0	0	1	0	2025	29	67	120	29	84	120	3600	3900	4300							1	0	11		potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2											potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2										potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	magmademon1	centaur1	flit2												rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 2	67	1	1	13	13	49	200	200	200	200	200	200	4500	1300	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1		64	128	64	32	0	0	1	0	2025	29	67	120	29	84	120	3600	3900	4300							1	0	11		potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2											potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2										potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	magmademon1	centaur1	flit2												rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 3	68	1	1	13	13	50	200	200	200	200	200	200	4500	1600	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1		64	128	64	32	0	0	1	0	2025	29	67	120	29	84	120	3600	3900	4300							1	0	11		potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2											potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2										potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	magmademon1	centaur1	flit2												rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 4	69	1	1	13	13	51	200	200	200	200	200	200	4500	1900	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1		64	128	64	32	0	0	1	0	2025	29	67	120	29	84	120	3600	3900	4300							1	0	11		potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2											potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2										potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	magmademon1	centaur1	flit2												rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 5	70	1	1	13	13	52	200	200	200	200	200	200	4500	2200	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1		64	128	64	32	0	0	1	0	2025	29	67	120	29	84	120	3600	3900	4300							1	0	11		potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2											potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2										potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	magmademon1	centaur1	flit2												rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 6	71	1	1	13	13	53	200	200	200	200	200	200	4500	2500	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1		64	128	64	32	0	0	1	0	2025	29	67	120	29	84	120	3600	3900	4300							1	0	11		potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2											potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2										potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	magmademon1	centaur1	flit2												rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Tomb Tal 7	72	1	1	13	13	54	200	200	200	200	200	200	4500	2800	0	1	0	0	0	1	1	1	0	1	1	17	-1	-1	-1	-1	46	0	0	0	0	0	0	0	45	-1	-1	-1	-1	-1	-1	-1		64	128	64	32	0	0	1	0	2025	29	67	120	29	84	120	3600	3900	4300							1	0	11		potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2											potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	elite_inflateA	elite_goatpriestA	magmademon1	centaur1	flit2										potcat1	potcat2	couatlchild3	beetle3	fallenhero1	viper1	magmademon1	centaur1	flit2												rat	bat	scorpion		30	30	20						8	19	255	Tal Rasha's Tomb	To Tal Rasha's Tomb	A2L27	19	29	32	78	0	0	0	0	10	40	5	10	0	0	0	0	0
Act 2 - Duriel's Lair	73	1	1	13	13	55	32	47	32	47	32	47	4500	3100	0	2	0	0	1	1	1	1	0	1	2	17	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		80	72	48	18	0	1	1	0	2025	29	66	120	29	84	120	0	0	0							1	0	3		chainboss_starter																					chainboss_starter																				chainboss_starter																				rat	bat	scorpion	larva	30	30	20	100					0	21	255	Duriel's Lair	To Duriel's Lair	A2L40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 2 - Arcane	74	1	1	11	11	56	200	200	200	200	200	200	5000	1000	0	1	0	0	1	1	1	1	0	1	1	19	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		48	0	0	255	1	1	1	11	3800	28	66	120	28	83	120	1485	1680	2000							1	0	8		wisp2_arcane	archskel3	ghost2	potcat1	potcat2	undeadbird2	elite_inflateA	elite_javcatA														wisp2_arcane	archskel3	ghost2	potcat1	potcat2	undeadbird2	elite_inflateA	elite_javcatA													wisp2_arcane	archskel3	ghost2	potcat1	potcat2	undeadbird2																											0	22	16	Arcane Sanctuary	To The Arcane Sanctuary	A2L41	53	75	0	0	0	0	0	0	75	75	0	0	0	0	0	0	0
Act 3 - Town	75	2	2			57	64	48	64	48	64	48	1000	1000	0	1	1	1	0	0	1	1	0	0	2	20	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		250	128	255	128	0	1	0	0	2025	0	0	0	0	0	0	0	0	0							0	0																																																																												0	23	18	Kurast Docktown	To The Kurast Docktown	A3L1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Act 3 - Jungle 1	76	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	84	85	0	0	0	0	0	0	51	51	-1	-1	-1	-1	-1	-1		100	128	255	128	0	0	1	0	4500	30	69	120	30	85	120	500	600	700							1	5	14		wisp2	quills3	fallenhero_noresist	ape1	evilpriest2	gnat3	flayergun1	spidey3	elite_croakyA	elite_aciddogA	onyxknight2	treeppl2	koenigsegg2	darkfey1								wisp2	quills3	fallenhero_noresist	ape1	evilpriest2	gnat3	flayergun1	spidey3	elite_croakyA	elite_aciddogA	onyxknight2	treeppl2	koenigsegg2	darkfey1							wisp2	quills3	fallenhero_noresist	ape1	evilpriest2	gnat3	flayergun1	spidey3													snake	parrot			30	30							0	24	19	Spider Forest	To The Spider Forest	A3L2	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 2	77	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		96	128	255	128	0	0	1	0	4500	31	69	120	31	87	120	666	900	1500							1	5	14		fallenhero_noresist	skelmagefire2	flayerhth1	skelmagecold2	flayergun1	blotM2	skelmageltng2	croaky1	elite_croakyA	elite_aciddogA	onyxknight2	treeppl2	koenigsegg2	darkfey1								fallenhero_noresist	skelmagefire2	flayerhth1	skelmagecold2	flayergun1	blotM2	skelmageltng2	croaky1	elite_croakyA	elite_aciddogA	onyxknight2	treeppl2	koenigsegg2	darkfey1							fallenhero_noresist	skelmagefire2	flayerhth1	skelmagecold2	flayergun1	darkfey1	skelmageltng2	croaky1													snake	parrot			30	30							0	24	20	Great Marsh	To The Great Marsh	A3L3	31	43	40	52	69	0	0	0	50	15	45	35	30	0	0	0	0
Act 3 - Jungle 3	78	2	2			57	64	192	64	192	64	192	-1	-1	0	1	1	1	0	0	1	1	0	0	3	21	-1	-1	-1	-1	86	88	0	0	0	0	0	0	53	54	-1	-1	-1	-1	-1	-1		128	128	255	128	0	0	1	0	4500	32	70	120	32	88	120	666	900	1500							1	5	14		skelmagecold2	skelmagefire2	skelmageltng2	croaky1	dead4	aciddog2	flayergun2	undeadbird3	flayerhth2	elite_dead4	elite_alibabaA	onyxknight2	treeppl2	koenigsegg2								skelmagecold2	skelmagefire2	skelmageltng2	croaky1	dead4	aciddog2	flayergun2	undeadbird3	flayerhth2	elite_dead4	elite_alibabaA	onyxknight2	treeppl2	koenigsegg2							skelmagecold2	skelmagefire2	skelmageltng2	croaky1	dead4	aciddog2	flayergun2	undeadbird3	flayerhth2												snake	parrot			30	30							0	24	21	Flayer Jungle	To The Flayer Jungle	A3L4	31	43	40	52	43	69	0	0	50	15	45	35	50	25	0	0	0
Act 3 - Kurast 1	79	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1		128	128	255	128	0	0	1	0	4500	33	70	120	33	90	120	1700	2100	2500							1	0	13		fallenhero2	undeadbird3	couatlchild_elite	hthcat3	javcat3	bigcat3	croaky2	slimer1	roguebow4	rogue2h4	elite_alibabaA	elite_apeA	fungus2									fallenhero2	undeadbird3	couatlchild_elite	hthcat3	javcat3	bigcat3	croaky2	slimer1	roguebow4	rogue2h4	elite_alibabaA	elite_apeA	fungus2								fallenhero2	undeadbird3	hthcat3	javcat3	bigcat3	croaky2	slimer1	roguebow4	rogue2h4												snake	parrot			30	30							0	22	22	Lower Kurast	To Lower Kurast	A3L5	31	76	40	42	43	69	0	0	33	15	35	40	40	15	0	0	0
Act 3 - Kurast 2	80	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	94	95	0	0	0	0	57	57	61	61	-1	-1	-1	-1		128	128	255	128	0	0	1	0	4500	33	70	120	33	90	120	1700	2100	2500							1	0	12		fallenhero2	couatlchild_elite	toad2	roguebow4	rogue2h4	bigcat3	slimer2	ape2	elite_alibabaA	elite_apeA	fungus2	fallenwolf1										fallenhero2	couatlchild_elite	toad2	roguebow4	rogue2h4	bigcat3	slimer2	ape2	elite_alibabaA	elite_apeA	fungus2	fallenwolf1									fallenhero2	toad2	roguebow4	rogue2h4	bigcat3	slimer2	ape2	fallenwolf1													snake	parrot			30	30							0	22	23	Kurast Bazaar	To The Kurast Bazaar	A3L6	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 3	81	2	2			57	80	64	80	64	80	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	92	92	96	97	0	0	0	0	57	57	61	61	-1	-1	-1	-1		128	150	232	96	0	0	1	0	4500	34	71	120	34	91	120	2100	2400	2700							1	0	13		beetle4	couatlchild_elite	toad2	roguebow4	rogue2h4	alibaba3	evilpriest2	ape3	zakarumcleric1	elite_apeA	elite_toadA	fungus2	centaur2									beetle4	couatlchild_elite	toad2	roguebow4	rogue2h4	alibaba3	evilpriest2	ape3	zakarumcleric1	elite_apeA	elite_toadA	fungus2	centaur2								beetle4	toad2	roguebow4	rogue2h4	alibaba3	evilpriest2	ape3	zakarumcleric1	centaur2												snake	parrot			30	30							0	22	24	Upper Kurast	To Upper Kurast	A3L7	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Kurast 4	82	2	2			57	48	16	48	16	48	16	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	0	0	98	99	0	0	0	0	-1	-1	61	61	-1	-1	-1	-1		128	150	232	96	0	0	1	0	4500	35	95	120	75	115	120	0	0	0							1	0	0		quest_akarat																					quest_akarat																																								snake	parrot			30	30							0	22	255	Kurast Causeway	To The Kurast Causeway	A3L8	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Travincal	83	2	2			57	64	64	64	64	64	64	-1	-1	0	1	1	1	0	0	1	1	1	0	3	22	-1	-1	-1	-1	100	0	0	0	0	0	0	0	64	-1	-1	-1	-1	-1	-1	-1		255	255	162	0	0	0	1	0	1000	35	72	120	35	92	120	2100	2400	2700							1	0	14	GLOWING BLOB HERE	flayerhth3	flayergun3	goatpriest2	ape3	beetle4	zakarumcleric2	zakarumcleric3	wisp3	elite_flayerhth5	elite_toadA	dragonknight2	fallenwolf1	crystal2	null_monster								flayerhth3	flayergun3	goatpriest2	ape3	beetle4	zakarumcleric2	zakarumcleric3	wisp3	elite_flayerhth5	elite_toadA	dragonknight2	fallenwolf1	crystal2	glowingM2							flayerhth3	flayergun3	goatpriest2	ape3	beetle4	zakarumcleric2	zakarumcleric3	wisp3	dragonknight2	fallenwolf1											snake	parrot			30	30							0	49	25	Travincal	To Travincal	A3L9	31	61	40	42	69	62	0	0	33	25	50	33	33	35	0	0	0
Act 3 - Spider 1	84	2	2			58	50	50	50	50	50	50	1500	1000	0	1	1	1	0	0	1	1	1	0	2	22	-1	-1	-1	-1	76	0	0	0	0	0	0	0	57	-1	-1	-1	-1	-1	-1	-1		248	168	192	168	0	0	1	0	2500	60	90	120	60	115	120	2000	2200	2500							1	0	9		super_arch1	super_arch2	super_arch3	super_hth1	super_hth2	super_hth3	super_cast1	super_cast2	super_cast3													super_arch1	super_arch2	super_arch3	super_hth1	super_hth2	super_hth3	super_cast1	super_cast2	super_cast3																																rat				30								0	25	255	Spider Cave	To The Spider Cave	A3L10	31	76	40	42	43	69	0	0	33	15	45	50	50	25	0	0	0
Act 3 - Spider 2	85	2	2			59	199	199	199	199	199	199	1500	1300	0	2	0	0	0	0	1	1	0	1	2	4	-1	-1	-1	-1	0	76	0	0	0	0	0	0	-1	52	-1	-1	-1	-1	-1	-1		150	200	200	200	0	0	1	0	2025	31	69	120	31	87	120	0	0	0							1	0	13		*godsmanson2																					*godsmanson2																				*godsmanson2																				scorpion	bat			50	50							0	29	255	Yshari Sanctum	To The Spider Cavern	A3L11	33	76	31	40	42	43	69	62	0	0	0	0	0	0	0	0	0
Act 3 - Dungeon 1 A	86	2	2			60	200	200	200	200	200	200	2000	1000	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	87	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1		64	48	64	32	0	0	1	0	1000	31	69	120	31	87	120	1050	1200	1500							1	0	11		elite_flayergunA	croaky1	spidey3	aciddog2	skelmagecold2	skelmagefire2	skelmageltng2	dead4	elite_dead4	elite_aciddogA	wyrdwolf1											elite_flayergunA	croaky1	spidey3	aciddog2	skelmagecold2	skelmagefire2	skelmageltng2	dead4	elite_dead4	elite_aciddogA	wyrdwolf1										croaky1	spidey3	aciddog2	skelmagecold2	skelmagefire2	skelmageltng2	dead4	wyrdwolf1													rat				30								0	27	255	Swampy Pit Level 1	To The Swampy Pit Level 1	A3L12	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 B	87	2	2			61	200	200	200	200	200	200	2000	1300	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	90	86	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1		64	48	64	32	0	0	1	0	1000	31	69	120	31	87	120	1050	1200	1500							1	0	11		elite_flayergunA	croaky1	spidey3	aciddog2	skelmagecold2	skelmagefire2	skelmageltng2	dead4	elite_dead4	elite_aciddogA	wyrdwolf1											elite_flayergunA	croaky1	spidey3	aciddog2	skelmagecold2	skelmagefire2	skelmageltng2	dead4	elite_dead4	elite_aciddogA	wyrdwolf1										croaky1	spidey3	aciddog2	skelmagecold2	skelmagefire2	skelmageltng2	dead4	wyrdwolf1													rat				30								0	27	255	Swampy Pit Level 2	To The Swampy Pit Level 2	A3L13	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 A	88	2	2			62	200	200	200	200	200	200	2000	1600	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	89	78	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1		64	48	64	32	0	0	1	0	1000	33	70	120	33	90	120	2100	2400	3000							1	0	6		zz_nest	zz_shaman																				zz_shaman	zz_nest																			zz_nest	zz_shaman																			rat				30								0	27	255	Flayer Dungeon Level 1	To The Flayer Dungeon Level 1	A3L14	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 B	89	2	2			63	200	200	200	200	200	200	2000	1900	0	1	0	0	0	1	1	1	0	1	1	24	-1	-1	-1	-1	91	88	0	0	0	0	0	0	56	55	-1	-1	-1	-1	-1	-1		64	48	64	32	0	0	1	0	1000	33	70	120	33	90	120	2100	2400	3000							1	0	6		zz_nest	zz_shaman																				zz_shaman	zz_nest																			zz_nest	zz_shaman																			rat				30								0	27	255	Flayer Dungeon Level 2	To The Flayer Dungeon Level 2	A3L15	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 1 Treasure	90	2	2			64	40	40	40	40	40	40	2000	2200	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	87	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1		212	255	81	128	0	0	1	0	1000	60	90	120	70	115	120	0	0	0							1	0	0		l_slayer																					l_slayer																																								rat				30								0	27	255	Swampy Pit Level 3	To The Swampy Pit Level 3	A3L16	66	67	62	64	72	0	0	0	80	80	35	35	35	0	0	0	0
Act 3 - Dungeon 2 Treasure	91	2	2			65	40	40	40	40	40	40	2000	2340	0	1	0	0	0	1	1	1	0	1	2	24	-1	-1	-1	-1	0	89	0	0	0	0	0	0	-1	55	-1	-1	-1	-1	-1	-1		64	48	64	32	0	0	1	0	1000	33	70	120	33	90	120	1050	1200	1500							1	0	6		zz_witch																					zz_witch																				zz_witch																				rat				30								0	27	255	Flayer Dungeon Level 3	To The Flayer Dungeon Level 3	A3L17	66	67	62	64	72	0	0	0	80	55	35	35	35	0	0	0	0
Act 3 - Sewer 1	92	2	2			66	200	200	200	200	200	200	2500	1000	0	1	0	0	0	1	1	1	0	1	1	25	-1	-1	-1	-1	80	80	81	81	93	0	0	0	58	59	58	59	60	-1	-1	-1		48	32	32	64	0	0	1	0	2025	34	71	120	85	115	120	8000	9000	10000							1	0	11		sew_ele1	sew_ele2	sew_ele3	sew_ele4	sew_ele5	sew_ele6																sew_ele1	sew_ele2	sew_ele3	sew_ele4	sew_ele5	sew_ele6															sew_ele1	sew_ele2	sew_ele3	sew_ele4	sew_ele5	sew_ele6															rat	rat			100	100							0	26	255	Sewers Level 1	To The Chrysaor Sewers Level 1	A3L18	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Sewer 2	93	2	2			67	18	22	18	22	18	22	2500	1300	0	1	0	0	0	1	1	1	0	1	2	25	-1	-1	-1	-1	92	0	0	0	0	0	0	0	58	-1	-1	-1	-1	-1	-1	-1		48	32	32	64	0	0	1	0	2025	35	72	120	85	115	120	0	0	0							1	0	10		sew_secret																					sew_secret																				sew_secret																				rat	rat			100	100							0	26	255	Sewers Level 2	To The Chrysaor Sewers Level 2	A3L19	64	70	62	65	0	0	0	0	50	50	35	45	45	0	0	0	0
Act 3 - Temple 1	94	2	2			68	24	24	24	24	24	24	3000	1000	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1		128	255	255	64	0	0	1	0	750	34	71	120	34	91	120	1485	1700	2000							1	0	9		wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	elite_wingedfiend4	elite_quills4	giant1	darkfey1													wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	elite_wingedfiend4	elite_quills4	giant1	darkfey1												wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	giant1	darkfey1														rat				30								0	28	255	Ruined Temple	To The Ruined Temple	A3L20	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 2	95	2	2			69	119	119	119	119	119	119	3000	1124	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	80	80	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1		128	0	64	96	0	0	1	0	1500	110	115	120	95	115	120	1700	1900	2200							1	0	5		magineer	cube1	cube2	combatdrone1	combatdrone2																	magineer	cube1	cube2	combatdrone1	combatdrone2																																				rat				30								0	28	255	Disused Fane	To The Disused Fane	A3L21	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 3	96	2	2			70	24	24	24	24	24	24	3000	1248	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1		192	255	128	64	0	0	1	0	250	65	95	120	75	115	120	2300	2500	2800							1	0	19		uq_lightning4	uq_corpsespitter3	uq_croakyA	uq_quills4	uq_onyxknight2	uq_gargoylebeast2	uq_dragonknight3	uq_cultist2	uq_berserk2	uq_firewizardE	uq_bugbearE	uq_centaur3	uq_wyrdwolf2	uq_creepshow2	uq_darkfey3	uq_overseer_pest	uq_troll_elite	uq_mahasattva	uq_sarandesh_elite		1	uq_lightning4	uq_corpsespitter3	uq_croakyA	uq_quills4	uq_onyxknight2	uq_gargoylebeast2	uq_dragonknight3	uq_cultist2	uq_berserk2	uq_firewizardE	uq_bugbearE	uq_centaur3	uq_wyrdwolf2	uq_creepshow2	uq_darkfey3	uq_overseer_pest	uq_troll_elite	uq_mahasattva	uq_sarandesh_elite																						rat				30								0	28	255	Forgotten Reliquary	To The Forgotten Reliquary	A3L22	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 4	97	2	2			71	24	24	24	24	24	24	3000	1372	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	81	81	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1		128	255	255	64	0	0	1	0	750	35	72	120	35	92	120	1485	1700	2000							1	0	9		wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	elite_wingedfiend4	elite_quills4	giant1	darkfey1													wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	elite_wingedfiend4	elite_quills4	giant1	darkfey1												wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	giant1	darkfey1														rat				30								0	28	255	Forgotten Temple	To The Forgotten Temple	A3L23	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 5	98	2	2			72	24	24	24	24	24	24	3000	1496	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1		64	255	255	0	0	0	1	0	1000	70	95	120	80	115	120	2100	2300	2600							1	0	2		rathma_dog	rathma_flyingscimitar																				rathma_dog	rathma_flyingscimitar																																							rat				30								0	28	255	Ruined Fane	To The Ruined Fane	A3L24	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
Act 3 - Temple 6	99	2	2			73	24	24	24	24	24	24	3000	1620	0	1	0	0	0	1	1	1	0	1	2	22	-1	-1	-1	-1	82	82	0	0	0	0	0	0	62	63	-1	-1	-1	-1	-1	-1		128	255	255	64	0	0	1	0	750	35	72	120	35	92	120	1485	1700	2000							1	0	9		wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	elite_wingedfiend4	elite_quills4	giant1	darkfey1													wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	elite_wingedfiend4	elite_quills4	giant1	darkfey1												wingedfiend4	quills4	zakarumcleric3	ghost3	viper2	giant1	darkfey1														rat				30								0	28	255	Disused Reliquary	To The Disused Reliquary	A3L25	60	61	59	60	0	0	0	0	50	25	45	33	0	0	0	0	0
