name	*name	*type	* status	szFlavorText	code	alternategfx	namestr	type	type2	compactsave	version	level	levelreq	rarity	spawnable	minac	maxac	speed	nodurability	cost	gamble cost	auto prefix	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	special	Transmogrify	TMogType	TMogMin	TMogMax	useable	throwable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	lightradius	belt	autobelt	stackable	minstack	maxstack	spawnstack	quest	questdiffcheck	missiletype	spellicon	pSpell	state	cstate1	cstate2	len	stat1	calc1	stat2	calc2	stat3	calc3	spelldesc	spelldescstr	spelldesccalc	durwarning	qntwarning	gemoffset	BetterGem	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HraltiMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	PermStoreItem	multibuy	Nameable	*eol
Relic of Yaerius		Mystic Orb Unique			&69	gsg	&69	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_misc			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	69+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
The Endless Light		Mystic Orb Unique			&70	gsg	&70	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_misc			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	70+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Marksman's Eye		Mystic Orb Unique			&71	gsg	&71	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_any			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	71+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Farnham's Lost Marble		Mystic Orb Unique			&72	gsg	&72	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_any			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	72+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Zayl's Soul Orb		Mystic Orb Unique			&73	gsg	&73	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_any			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	73+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Eye of Malic		Mystic Orb Unique			&74	gsg	&74	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_any			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	74+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Apple of Discord		Mystic Orb Unique			&75	gsg	&75	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_any			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	75+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Idol of Stars		Mystic Orb Unique			&76	gsg	&76	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	76+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Nagapearl		Mystic Orb Unique			&77	gsg	&77	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	77+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
The Moon Crystal		Mystic Orb Unique			&78	gsg	&78	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	78+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Auriel's Focus		Mystic Orb Unique			&79	gsg	&79	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	79+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Solitude		Mystic Orb Unique			&80	gsg	&80	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	80+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Larzuk's Round Shot		Mystic Orb Unique			&81	gsg	&81	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	81+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Vizjun's Ball Bearing		Mystic Orb Unique			&82	gsg	&82	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	82+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Nor Tiraj's Flaming Sphere		Mystic Orb Unique			&83	gsg	&83	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	83+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
The Demon Core		Mystic Orb Unique			&84	gsg	&84	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	84+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Uldyssian's Spirit		Mystic Orb Unique			&85	gsg	&85	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	85+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Orb of Annihilation		Mystic Orb Unique			&86	gsg	&86	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	86+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Warbringer		Mystic Orb Unique			&87	gsg	&87	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	87+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Ten Pin Striker		Mystic Orb Unique			&88	gsg	&88	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	88+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Wrathspirit		Mystic Orb Unique			&89	gsg	&89	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_weap			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	89+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Crystal of Tears		Mystic Orb Unique			&90	gsg	&90	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	90+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Essence of Itherael		Mystic Orb Unique			&91	gsg	&91	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	91+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Periapt of Life		Mystic Orb Unique			&92	gsg	&92	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	92+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
The Lodestone		Mystic Orb Unique			&93	gsg	&93	asaa	asa#	1	100	105	0	1	1			0	1				16	1	1	0	0	0	flpmss	orb_armo			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	93+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Explorers Globe		Mystic Orb Unique			&94	gsg	&94	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_misc			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	94+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
The Perfect Sphere		Mystic Orb Unique			&95	gsg	&95	asaa	asa#	1	100	105	0	3	1			0	1				16	1	1	0	0	0	flpmss	orb_misc			0	xxx			0	0	imp_cast	12	item_gem	0	0	5	0	0	0	0	0	0	0			0	-1												1	95+		0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	1	xxx	xxx						0
Signet of Gold		Signets			zkw	elx	zkw	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	sigil3B			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					gold	"min(stat('level'.accr)*150,stat('level'.accr)*10000-stat('gold'.accr)) "					2	Signet1desc	"min(stat('level'.accr)*150,stat('level'.accr)*10000-stat('gold'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Experience		Signets	Deactivated		zku	elx	zku	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	sigil5B			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3											2	Signet2desc	300 + 2 * stat('level'.accr)	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 1		Signets			01^	elx	01^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	sigil1B			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(1,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(1,400-stat('potion_stat_cap'.accr)) "			2	Signet3desc	"min(1,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 2		Signets			02^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(2,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(2,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(2,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 3		Signets			03^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(3,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(3,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(3,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 4		Signets			04^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(4,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(4,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(4,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 5		Signets			05^	elx	05^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningsig			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(5,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(5,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(5,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 6		Signets			06^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(6,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(6,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(6,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 7		Signets			07^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(7,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(7,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(7,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 8		Signets			08^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(8,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(8,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(8,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 9		Signets			09^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(9,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(9,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(9,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 10		Signets			10^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(10,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(10,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(10,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 11		Signets			11^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(11,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(11,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(11,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 12		Signets			12^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(12,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(12,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(12,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 13		Signets			13^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(13,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(13,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(13,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 14		Signets			14^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(14,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(14,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(14,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 15		Signets			15^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(15,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(15,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(15,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 16		Signets			16^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(16,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(16,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(16,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 17		Signets			17^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(17,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(17,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(17,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 18		Signets			18^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(18,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(18,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(18,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 19		Signets			19^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(19,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(19,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(19,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 20		Signets			20^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(20,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(20,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(20,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 21		Signets			21^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(21,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(21,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(21,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 22		Signets			22^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(22,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(22,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(22,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 23		Signets			23^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(23,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(23,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(23,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 24		Signets			24^	elx	##^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	newlearningFTW			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(24,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(24,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(24,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
Signet of Learning X 25		Signets			25^	elx	25^	poti		1	0	1	0	1	1			0	1				16	1	1	0	0	0	flpeye	sigilXL			0	xxx			1	0	skeleton_cast_poison	12	book_read	0	0	5	0	0	0	0	0	0	0			0	-1	3					statpts	"min(25,400-stat('potion_stat_cap'.accr)) "	potion_stat_cap	"min(25,400-stat('potion_stat_cap'.accr)) "			2	Signet5desc	"min(25,400-stat('potion_stat_cap'.accr)) "	0	0	0	non	0					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255			0	0	0	xxx	xxx						0
