overlay	Filename	version	Frames	Character	PreDraw	1ofN	Dir	Open	Beta	Xoffset	Yoffset	Height1	Height2	Height3	Height4	AnimRate	LoopWaitTime	Trans	InitRadius	Radius	Red	Green	Blue	NumDirections	LocalBlood
warpuff	ChillBloodPuff_curse	100	14	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	5	81	81	255	1	0
icecolumn	extra\AnotherIceReceive	100	14	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	5	81	81	255	1	0
bigyellowcrescentofspikesthing	extra\BattleCryCurse	100	15	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	5	255	178	64	1	0
splatter	extra\FrogSplash	100	14	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	5	128	255	255	1	0
splat2	extra\GenericSplash	100	16	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	5	128	255	255	1	0
splotch	extra\GooHit	100	15	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	5	0	255	0	1	0
starofice	extra\IceCast	100	16	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	6	81	81	255	1	0
coldhalocloudcast	extra\RaiseDead	100	19	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	6	81	81	255	1	0
icyhealing	extra\Receive_Cold_Spell	100	14	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	6	81	81	255	1	0
redflameseep	FingerMageFlames	100	14	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	6	255	0	0	1	0
minimushroomcast	FireGolemOverlay	100	16	all	0	1	0	0	0	0	0	0	0	0	0	64	0	3	2	5	255	178	64	1	0
poisonsplat	FrogExplode	100	14	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	3	6	0	255	0	1	0
tinysparklesoverlay	MultiGleam	100	10	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	2	255	210	210	1	0
evileruption	RedemptionGhost Medium	100	16	all	1	1	0	0	0	0	0	0	0	0	0	8	0	3	3	6	255	0	0	1	0
freezebolts	SRIceHit	100	16	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	1	3	128	128	255	1	0
whitespiritrising	willodeathoverlay	100	20	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	4	178	178	255	1	0
spikesrising	brraisedeadfront	100	16	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	3	5	128	128	255	1	0
swarm_overlay	elswarm	100	10	all	0	1	0	1	1	0	0	0	0	0	0	16	0	0	2	4	255	0	0	1	0
warspiritfront	extra\FistOfAres_Front	100	12	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	6	6	255	255	0	1	0
warspiritback	extra\FistOfAres_Back	100	12	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	6	6	255	255	0	1	0
warspiritcast	extra\FistOfAres_FadeIN	100	6	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	6	6	255	255	0	1	0
bloodfire	FingerMageCurse	0	15	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	3	5	128	128	255	1	0
maleficent	BlackPentacle	100	1	all	1	1	0	1	1	0	0	0	0	0	0	1	0	3	2	5	0	255	0	1	0
mininova_aura	MiniNova	100	16	all	1	1	0	1	1	0	0	0	0	0	0	16	0	5	2	5	255	178	0	1	0
warpfield_aura	YellowSkullPulse	100	200	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	2	4	255	178	0	1	0
bigball_aura	YellowBigBall	100	8	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	2	4	255	178	0	1	0
bloodneonlight	extra\WhiteFlash	100	5	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	10	255	0	0	1	0
cc_dust	CeilingChunkVanish01	100	11	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	2	3	255	128	128	1	0
hs_dust	BAJumpLandPuff01	100	8	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	2	3	255	0	255	1	0
mastercharmerflash	FocusGreen	100	9	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	1	3	0	0	255	1	0
shadowfiendsummon	FoHpurple	100	16	all	0	1	0	1	1	0	0	0	0	0	0	32	0	3	1	8	255	0	255	1	0
progressive_bat_1	RedAuraFog	0	13	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	3	255	64	64	1	0
progressive_bat_2	GreenAuraFog	0	13	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	3	64	255	64	1	0
progressive_bat_3	GoldAuraFog	0	13	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	3	255	255	64	1	0
cursesunburn	Expansion\DeadlyFistHit	100	5	all	0	1	0	1	1	0	0	0	0	0	0	8	0	3	1	6	255	255	0	1	0
lockdown	Expansion\CloakOfShadows	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	2	64	64	210	1	0
blackcurse	BattleCry	0	15	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	3	255	0	0	1	0
wooohcast	BattleCommandStart	0	20	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	3	5	255	255	255	1	0
woooh	impacting01	0	4	all	0	1	0	1	1	0	0	14	0	-14	-60	8	0	3	2	6	255	255	255	1	0
woooh2	impacting02	0	4	all	0	1	0	1	1	0	0	14	0	-14	-60	8	0	3	2	6	255	255	255	1	0
static_shielded	Extra\AuraWhite	0	31	all	0	1	0	1	1	0	0	0	0	0	0	8	0	3	1	6	128	128	255	1	0
static_shieldedcast	Extra\Aurast_wh	0	16	all	0	1	0	1	1	0	0	0	0	0	0	8	0	3	1	6	128	128	255	1	0
beast_fire	SRFireHit	0	16	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	1	4	255	193	103	1	0
blackmassstart	ShoutStart	0	20	all	0	1	0	1	1	0	0	0	0	0	0	8	0	3	1	6	255	212	212	1	0
blackmass	Shout	0	20	all	0	1	0	1	1	0	0	0	0	0	0	8	0	3	1	0	255	255	255	1	0
redmass1	expansion\tiger_Strike_B	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
redmass2	expansion\tiger_Strike_C	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	1	0
lichcloud	SlayerCloud	100	26	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	5	10	255	255	0	1	0
skullhover	extra\vampire_spelloverlay	100	24	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	5	10	64	64	64	1	0
mbwabwa	AuraResistFireFront	0	20	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	6	0	255	255	255	1	0
ragewoah	Enragedz	100	23	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	5	10	255	0	0	1	0
rageongoing	extra\lifedrain.dcc	100	12	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	5	10	255	192	192	1	0
charm1	Stamina_front	0	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	3	255	192	192	1	0
charm2	Stamina_back	0	16	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	1	3	255	192	192	1	0
treeaura	TreeAura	0	1	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	3	192	255	192	1	0
bloodvengeancefront	expansion\feral_rage_A_Front	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	3	255	0	0	1	0
bloodvengeanceback	expansion\feral_rage_A_Back	100	16	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
arcfury	rockon1	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	1	0
warpspeed	rockon2	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	1	0
arcfury2	rockon3	100	11	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
warpspeed2	rockon4	100	11	Druid	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
phasedoutomg	extra\AnotherIceReceive	100	14	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	3	5	128	255	255	1	0
angeldeathanim	AngelDeath	0	20	all	0	1	0	1	1	0	0	0	0	0	0	8	0	3	2	2	103	193	255	1	0
lazblood	LazBlood	0	25	all	0	1	0	1	1	0	0	0	0	0	0	32	0	3	2	2	255	0	0	1	0
holymagik	HolyMagik	0	17	?	0	1	0	1	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0
whitecircle	WhiteRing	0	16	?	0	1	0	1	1	0	0	0	0	0	0	16	0	3	2	3	81	128	255	1	0
redcircle	RedRing	0	16	?	0	1	0	1	1	0	0	0	0	0	0	16	0	3	2	3	255	255	0	1	0
flyingredparticles	expansion\tiger_Strike_B	100	32	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	2	4	255	128	0	1	0
bigtornado1	Expansion\TwisterFront	100	40	all	0	1	0	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
bigtornado2	Expansion\TwisterBack	100	40	all	1	1	0	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
greenamp	GreenAmp	0	24	all	0	1	0	1	1	0	0	14	0	-14	-60	16	0	3	1	6	64	255	64	1	0
hellfire_aura	Expansion\On_Fire	100	20	all	0	1	0	0	1	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
totemXaura	expansion\MISSILE_C_C	100	16	all	0	1	0	0	0	0	0	7	0	-7	-30	16	0	3	3	4	0	0	255	1	0
holyblasted	expansion\tiger_Strike_A	100	32	all	0	1	0	0	0	0	0	0	0	0	0	64	0	3	2	4	255	192	0	1	0
spiders_emerge	FrogExplode	0	14	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	3	5	128	255	128	1	0
spiders_boom	BoneFetishDeathBones	0	11	Monster	0	1	0	0	0	0	0	0	0	0	0	16	0	5	0	0	255	255	255	1	0
doomgate	DoomPortal	0	30	?	1	1	0	1	1	0	0	50	50	50	50	16	0	3	2	3	255	255	0	1	0
manabubblescast	ManaBubbles	0	15	?	0	1	0	1	1	0	0	0	0	0	0	32	0	3	2	3	128	128	255	1	0
whiteblinding	WhiteBlinding	0	22	?	0	1	0	1	1	0	0	0	0	0	0	32	0	3	2	5	192	192	255	1	0
firecrackerz	FireCracker	0	31	?	0	1	0	1	1	0	0	0	0	0	0	32	0	3	2	5	255	0	0	1	0
massiveorange	MassiveOrange	0	41	?	1	1	0	1	1	0	0	0	0	0	0	32	0	3	2	3	255	0	0	1	0
bloodcloudcast	WispyBloodCast	0	21	?	0	1	0	1	1	0	0	0	0	0	0	32	0	3	2	4	255	0	0	1	0
coldsparkscastoverhead	expansion\Cobra_Strike_C	100	16	?	0	1	0	0	0	0	0	0	0	0	0	32	0	3	2	4	81	81	255	1	0
bluedotoverhead	Extra\NecroMindRecieve	100	10	?	0	1	0	0	0	0	0	0	0	0	0	32	0	3	2	4	81	81	255	1	0
experimentalstart	ShoutStart	0	20	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0
experimental	Shout	0	20	all	0	1	0	1	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0
firecrown	FireCrown	0	1	?	0	1	0	1	1	0	0	-57	-57	-57	-57	16	0	3	2	3	0	64	255	1	0
amazinggrace	Extra\ChillBloodInitialPoof	0	16	all	0	1	0	0	0	0	0	0	0	0	0	12	0	3	2	3	0	0	255	1	0
witchaura_ping	SanctuaryKnockback	0	13	all	0	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	255	255	255	1	0
threeflames	ThreeFlames	0	15	all	0	1	0	0	0	0	0	0	0	0	0	24	0	3	2	3	255	178	64	1	0
shotgun	BigBlam	0	16	all	0	1	0	0	0	0	0	0	0	0	0	24	0	3	2	3	255	178	64	1	0
turbofront	extra\salvationaura_front	100	12	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	128	178	255	1	0
darkturbofront	Extra\MeteorTargetIndicator	100	17	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	2	4	255	0	0	1	0
risingdawncast	LightJet	100	13	all	0	1	0	0	0	0	0	7	0	-7	30	32	0	3	2	3	255	178	0	1	0
risingdawnhit	Sunlight	100	21	all	0	1	0	0	0	0	0	21	0	-21	180	64	0	3	1	2	255	178	0	1	0
balefireoverlay	expansion\Maul_A_Front	100	16	Druid	0	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	0	0	1	0
blackstormcircles	BigBass	100	10	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	1	3	0	0	255	1	0
pillarofheatsmoke	HeatWave	100	20	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	1	3	0	0	255	1	0
ghostlights	GhostLights	100	13	all	1	1	0	1	1	0	0	0	0	0	0	16	0	3	1	3	0	0	255	1	0
colosseumimpact	rockon1	100	11	Druid	0	1	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	1	0
moonbeameffect	HoradricLightBeam	100	21	all	0	1	0	0	0	0	0	21	0	-21	180	16	0	3	2	3	64	64	255	1	0
idol2hit	expansion\tiger_Strike_C	100	32	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	0	0	255	32	32	1	0
hellportal1	aura130	100	30	all	1	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	255	32	0	1	0
hellportal2	aura230	100	30	all	1	1	0	0	0	0	0	0	0	0	0	8	0	3	0	0	255	32	0	1	0
gorecarpet	gore20	100	32	all	1	1	0	0	0	0	0	0	0	0	0	16	0	3	0	0	0	128	0	1	0
threelittleflamescast	Trinity15	0	15	Sorceress	0	1	0	1	1	0	0	0	0	0	0	32	0	3	1	9	255	178	64	1	0
threeproc	Trinity15	0	15	Sorceress	0	1	0	1	1	0	0	0	0	0	0	16	0	3	4	4	255	178	64	1	0
nephalemed	AuraResistAllFront	0	20	Paladin	0	1	0	0	0	0	0	0	0	0	0	32	0	3	6	6	211	148	255	1	0
poisondark	PoisonDark	0	36	Paladin	0	1	0	0	0	0	0	14	0	-14	-60	32	15	3	6	6	64	255	0	1	0
appleheal	OverlayH	0	17	?	0	1	0	1	1	0	0	0	0	0	0	16	0	3	0	0	255	255	255	1	0
appleongoing	AmazonHealSpell	0	20	Amazon	0	1	0	1	1	0	0	0	0	0	0	16	0	3	1	8	255	184	199	1	0
resonance	ValkarieGlow	0	20	all	1	1	0	0	0	5	0	0	0	0	0	16	0	3	4	8	255	96	0	1	0
resonancestart	ValkarieEmerge	0	16	all	0	1	0	0	0	0	0	0	0	0	0	32	0	3	1	4	255	96	0	1	0
deaf	AuraPrayerFront	100	16	all	1	1	0	0	0	0	0	-55	-65	-75	-85	8	0	3	3	6	0	0	255	1	0
bonecastoverlay	extra\BoneCast	100	16	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	2	0	0	255	1	0
braxis_haste	braxishaste	100	24	all	0	1	0	0	0	0	0	0	0	0	0	18	0	3	1	4	0	255	0	1	0
blessing_aww	blessQQ	100	24	all	0	1	0	0	0	0	0	0	0	0	0	32	0	1	1	0	0	0	255	1	0
endurance_on	endurance_nu	100	12	all	0	1	0	0	0	0	0	-150	-150	-150	-150	8	0	3	1	3	214	161	24	1	0
endurance_cast	endurance_on	100	17	all	0	1	0	0	0	0	0	-150	-150	-150	-150	16	0	3	2	6	214	161	24	1	0
cclight_1	TYLALITNUHTH	100	23	all	1	1	0	0	0	0	30	0	0	0	0	16	1	3	2	6	255	255	255	1	0
cclight_2	TYRALITNUHTH	100	23	all	1	1	0	0	0	0	30	0	0	0	0	16	1	3	2	6	255	255	255	1	0
zombie_nu	zombiecloudx	100	19	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	6	0	255	0	1	0
zombie_on	zombiesparx	100	19	all	0	1	0	0	0	0	0	0	0	0	0	16	0	3	1	6	0	255	0	1	0
myownstate_on	ragestatecastoverlay	100	1	all	0	1	0	0	0	0	-100	0	0	0	0	8	0	3	1	6	0	0	255	1	0
myownstate_nu	ragestateformeh	100	1	all	0	1	0	0	0	0	-100	0	0	0	0	8	0	3	1	6	255	0	0	1	0
*rapist	inminentdeath	100	15	all	0	1	0	0	0	0	-100	0	0	0	0	16	0	3	1	6	0	255	0	1	0
