code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable																																																			
856	Gothic Shield (Grade 6)	shie	tier			20	1	1207	2162		15	295	558	0	81		90	27	134475		856		404	kit	buc	856	856	856		7	2	4	1	4	2	flpgts	invgts														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@27	Gothic Shield (Sacred)	qshi				2	1	1998	2476		15	531	619	0	81		90	30	134475		@27		404	kit	buc	@27	@27	@27		7	2	4	1	4	2	flpgts	invgts														item_metalshield	12	item_metalshield			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
619	Great Helm (Grade 1)	helm	tier			20	1	98	144			67	0		51		13	4	445		619		401	ghm	ghm	619	619	619			2	2	1	1	1	flpghm	invghm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx	xxx			1																																																			
665	Great Helm (Grade 2)	helm	tier			20	1	167	240			97	0		51		27	8	2119		665		402	ghm	ghm	665	665	665			2	2	1	2	1	flpghm	invghm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
711	Great Helm (Grade 3)	helm	tier			20	1	264	365			141	0		51		41	12	6266		711		403	ghm	ghm	711	711	711			2	2	1	3	1	flpghm	invghm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
757	Great Helm (Grade 4)	helm	tier			20	1	386	530			204	0		51		56	17	15293		757		403	ghm	ghm	757	757	757			2	2	1	3	1	flpghm	invghm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
803	Great Helm (Grade 5)	helm	tier			20	1	547	742			296	0		51		71	21	32175		803		404	ghm	ghm	803	803	803			2	2	1	4	1	flpghm	invghm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
849	Great Helm (Grade 6)	helm	tier			20	1	748	1010			429	0		51		85	25	59946		849		404	ghm	ghm	849	849	849			2	2	1	4	1	flpghm	invghm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@20	Great Helm (Sacred)	qhlm				2	1	1420	1551			576	0		51		85	30	59946		@20		404	ghm	ghm	@20	@20	@20			2	2	1	4	1	flpghm	invghm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
641	Greaves (Grade 1)	boot	tier			20	1	73	109			76	0		81		16	4	545		641		401	hbt	hbt	641	641	641		16	2	2	1	1	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx	xxx			1																																																			
687	Greaves (Grade 2)	boot	tier			20	1	131	187			110	0		81		30	9	2223		687		402	hbt	hbt	687	687	687		16	2	2	1	2	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
733	Greaves (Grade 3)	boot	tier			20	1	211	293			160	0		81		45	13	6433		733		402	hbt	hbt	733	733	733		16	2	2	1	2	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
779	Greaves (Grade 4)	boot	tier			20	1	317	427			232	0		81		60	18	14819		779		403	hbt	hbt	779	779	779		16	2	2	1	3	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
825	Greaves (Grade 5)	boot	tier			20	1	445	600			336	0		81		73	22	28509		825		403	hbt	hbt	825	825	825		16	2	2	1	3	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
871	Greaves (Grade 6)	boot	tier			20	1	610	820			487	0		81		86	26	51228		871		404	hbt	hbt	871	871	871		16	2	2	1	4	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@42	Greaves (Sacred)	qbot				2	1	827	933			595	0		81		86	30	51228		@42		404	hbt	hbt	@42	@42	@42		16	2	2	1	4	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
602	Hard Leather Armor (Grade 1)	tors	tier			20	1	56	112			25	0		39		4	1	119		602		401	hla	hla	602	602	602		1	2	3	1	2	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255		1		1	1					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
648	Hard Leather Armor (Grade 2)	tors	tier			20	1	106	190			36	0		39		18	5	883		648		403	hla	hla	648	648	648		1	2	3	1	3	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
694	Hard Leather Armor (Grade 3)	tors	tier			20	1	176	296			53	0		39		31	9	3154		694		404	hla	hla	694	694	694		1	2	3	1	4	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
740	Hard Leather Armor (Grade 4)	tors	tier			20	1	264	430			76	0		39		47	14	9217		740		404	hla	hla	740	740	740		1	2	3	1	4	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
786	Hard Leather Armor (Grade 5)	tors	tier			20	1	375	605			111	0		39		62	18	20794		786		405	hla	hla	786	786	786		1	2	3	1	5	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
832	Hard Leather Armor (Grade 6)	tors	tier			20	1	516	829			160	0		39		75	22	39385		832		406	hla	hla	832	832	832		1	2	3	1	6	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@03	Hard Leather Armor (Sacred)	qtor				2	1	2351	2507			486	0		39		75	30	39385		@03		406	hla	hla	@03	@03	@03		1	2	3	1	6	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
w11	Hawk Helm (Grade 1)	pelt	tier	100		4	1	45	66			37	0		37		7	2	149		w11		402	dr4	dr4	w11	w11	w11			2	2	1	2	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
w31	Hawk Helm (Grade 2)	pelt	tier	100		4	1	84	114			54	0		37		21	6	949		w31		402	dr4	dr4	w31	w31	w31			2	2	1	2	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
w51	Hawk Helm (Grade 3)	pelt	tier	100		4	1	140	183			78	0		37		36	11	3383		w51		402	dr4	dr4	w51	w51	w51			2	2	1	2	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
w71	Hawk Helm (Grade 4)	pelt	tier	100		4	1	211	273			113	0		37		51	15	8735		w71		403	dr4	dr4	w71	w71	w71			2	2	1	3	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
w91	Hawk Helm (Grade 5)	pelt	tier	100		4	1	300	385			163	0		37		65	19	18159		w91		403	dr4	dr4	w91	w91	w91			2	2	1	3	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
e21	Hawk Helm (Grade 6)	pelt	tier	100		4	1	413	526			238	0		37		78	24	36014		e21		404	dr4	dr4	e21	e21	e21			2	2	1	4	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
@48	Hawk Helm (Sacred)	qplt		100		1	1	904	960			445	0		37		78	30	36014		@48		404	dr4	dr4	@48	@48	@48			2	2	1	4	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1																																																			
630	Heavy Belt (Grade 1)	belt	tier			20	1	109	144			63	0		52		11	3	347		630		401	mbl	mbl	630	630	630		16	2	1	1	1	1	flptbl	invtbl														item_belt	12	item_belt			5			1			2							1					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx	xxx			1																																																			
676	Heavy Belt (Grade 2)	belt	tier			20	1	184	240			91	0		52		26	7	1975		676		402	mbl	mbl	676	676	676		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			1			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
722	Heavy Belt (Grade 3)	belt	tier			20	1	287	365			132	0		52		40	12	5973		722		402	mbl	mbl	722	722	722		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			4			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
768	Heavy Belt (Grade 4)	belt	tier			20	1	419	530			192	0		52		55	16	14760		768		402	mbl	mbl	768	768	768		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			0			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
814	Heavy Belt (Grade 5)	belt	tier			20	1	591	742			278	0		52		69	20	30406		814		402	mbl	mbl	814	814	814		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			5			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
860	Heavy Belt (Grade 6)	belt	tier			20	1	806	1010			404	0		52		84	25	58553		860		402	mbl	mbl	860	860	860		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			3			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@31	Heavy Belt (Sacred)	belt	qblt			2	1	1275	1377			568	0		52		84	30	58553		@31		402	mbl	mbl	@31	@31	@31		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			6			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
638	Heavy Boots (Grade 1)	boot	tier			20	1	27	39			28	0		42		5	1	96		638		401	vbt	vbt	638	638	638		16	2	2	1	1	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
684	Heavy Boots (Grade 2)	boot	tier			20	1	59	82			41	0		42		19	5	653		684		402	vbt	vbt	684	684	684		16	2	2	1	2	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
730	Heavy Boots (Grade 3)	boot	tier			20	1	109	141			59	0		42		34	10	2424		730		402	vbt	vbt	730	730	730		16	2	2	1	2	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
776	Heavy Boots (Grade 4)	boot	tier			20	1	173	215			85	0		42		47	14	5738		776		403	vbt	vbt	776	776	776		16	2	2	1	3	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
822	Heavy Boots (Grade 5)	boot	tier			20	1	248	310			124	0		42		63	19	12941		822		403	vbt	vbt	822	822	822		16	2	2	1	3	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
868	Heavy Boots (Grade 6)	boot	tier			20	1	346	427			179	0		42		77	23	24275		868		404	vbt	vbt	868	868	868		16	2	2	1	4	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@39	Heavy Boots (Sacred)	qbot				2	1	696	737			492	0		42		77	30	24275		@39		404	vbt	vbt	@39	@39	@39		16	2	2	1	4	1	flpvbt	invvbt														item_boots	12	item_boots			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
633	Heavy Gloves (Grade 1)	glov	tier			20	1	14	27			24	0		32		5	1	89		633		401	vgl	vgl	633	633	633		16	2	2	1	1	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255		1		1	1					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
679	Heavy Gloves (Grade 2)	glov	tier			20	1	45	59			35	0		32		19	6	584		679		402	vgl	vgl	679	679	679		16	2	2	1	2	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
725	Heavy Gloves (Grade 3)	glov	tier			20	1	88	109			50	0		32		34	10	2147		725		402	vgl	vgl	725	725	725		16	2	2	1	2	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
771	Heavy Gloves (Grade 4)	glov	tier			20	1	141	173			73	0		32		48	14	5273		771		403	vgl	vgl	771	771	771		16	2	2	1	3	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
817	Heavy Gloves (Grade 5)	glov	tier			20	1	208	248			106	0		32		63	19	11173		817		403	vgl	vgl	817	817	817		16	2	2	1	3	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
863	Heavy Gloves (Grade 6)	glov	tier			20	1	287	346			154	0		32		77	23	20807		863		404	vgl	vgl	863	863	863		16	2	2	1	4	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@34	Heavy Gloves (Sacred)	qglv				2	1	492	522			484	0		32		77	30	20807		@34		404	vgl	vgl	@34	@34	@34		16	2	2	1	4	1	flpvgl	invvgl														item_gloves	12	item_gloves			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
617	Helm (Grade 1)	helm	tier			20	1	56	82			39	0		39		7	2	157		617		401	hlm	hlm	617	617	617			2	2	1	1	1	flphlm	invhlm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255		1		1	1					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
663	Helm (Grade 2)	helm	tier			20	1	106	144			57	0		39		21	6	997		663		402	hlm	hlm	663	663	663			2	2	1	2	1	flphlm	invhlm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
709	Helm (Grade 3)	helm	tier			20	1	176	229			82	0		39		36	11	3553		709		403	hlm	hlm	709	709	709			2	2	1	3	1	flphlm	invhlm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
755	Helm (Grade 4)	helm	tier			20	1	264	343			119	0		39		51	15	9172		755		403	hlm	hlm	755	755	755			2	2	1	3	1	flphlm	invhlm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
801	Helm (Grade 5)	helm	tier			20	1	375	483			172	0		39		65	19	19067		801		404	hlm	hlm	801	801	801			2	2	1	4	1	flphlm	invhlm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
847	Helm (Grade 6)	helm	tier			20	1	516	658			250	0		39		81	24	37815		847		404	hlm	hlm	847	847	847			2	2	1	4	1	flphlm	invhlm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
@18	Helm (Sacred)	qhlm				2	1	1304	1375			516	0		39		81	30	37815		@18		404	hlm	hlm	@18	@18	@18			2	2	1	4	1	flphlm	invhlm														item_helm	12	item_helm			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
w22	Heraldic Shield (Grade 1)	ashd	tier	100		4	1	93	180			28	0	1	59		9	2	326		w22		402	pa3	spk	w22	w22	w22		7	2	4	1	2	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w42	Heraldic Shield (Grade 2)	ashd	tier	100		4	1	156	287			41	0	1	59		24	7	2134		w42		402	pa3	spk	w42	w42	w42		7	2	4	1	2	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w62	Heraldic Shield (Grade 3)	ashd	tier	100		4	1	243	430			60	0	1	59		38	11	6915		w62		402	pa3	spk	w62	w62	w62		7	2	4	1	2	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w82	Heraldic Shield (Grade 4)	ashd	tier	100		4	1	359	619			86	0	1	59		53	16	17861		w82		403	pa3	spk	w82	w82	w82		7	2	4	1	3	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
e12	Heraldic Shield (Grade 5)	ashd	tier	100		4	1	502	862			126	0	1	59		67	20	37738		e12		403	pa3	spk	e12	e12	e12		7	2	4	1	3	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
e32	Heraldic Shield (Grade 6)	ashd	tier	100		4	1	684	1169			182	0	1	59		82	24	74062		e32		404	pa3	spk	e32	e32	e32		7	2	4	1	4	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
@59	Heraldic Shield (Sacred)	qaur		100		1	1	1737	1980			442	0	1	59		82	30	74062		@59		404	pa3	spk	@59	@59	@59		7	2	4	1	4	2	flppa3	invpa3														item_metalshield	12	item_metalshield			5						1				100			3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255						xxx	xxx			1																																																			
w17	Horned Helm (Grade 1)	phlm	tier	100		4	1	64	96			55	0		47		9	3	247		w17		402	ba3	bhm	w17	w17	w17			2	2	1	2	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w37	Horned Helm (Grade 2)	phlm	tier	100		4	1	119	165			80	0		47		24	7	1550		w37		402	ba3	bhm	w37	w37	w37			2	2	1	2	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w57	Horned Helm (Grade 3)	phlm	tier	100		4	1	191	259			116	0		47		39	11	5179		w57		402	ba3	bhm	w57	w57	w57			2	2	1	2	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w77	Horned Helm (Grade 4)	phlm	tier	100		4	1	282	379			170	0		47		53	16	12398		w77		403	ba3	bhm	w77	w77	w77			2	2	1	3	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w97	Horned Helm (Grade 5)	phlm	tier	100		4	1	399	531			245	0		47		68	20	26452		w97		403	ba3	bhm	w97	w97	w97			2	2	1	3	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
e27	Horned Helm (Grade 6)	phlm	tier	100		4	1	548	725			357	0		47		82	24	49647		e27		404	ba3	bhm	e27	e27	e27			2	2	1	4	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
@54	Horned Helm (Sacred)	qphm		100		1	1	1145	1235			451	0		47		82	30	49647		@54		404	ba3	bhm	@54	@54	@54			2	2	1	4	1	flpba3	invba3														item_helm	12	item_helm			5						3							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
43!	Hundsgugel (Grade 1)	pzhm	tier			4	1	88	131			18	0		24		4	1	88		43!		402	fhl	dr1	43!	43!	43!			2	2	1	2	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
44!	Hundsgugel (Grade 2)	pzhm	tier			4	1	149	213			26	0		24		18	5	583		44!		402	fhl	dr1	44!	44!	44!			2	2	1	2	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
45!	Hundsgugel (Grade 3)	pzhm	tier			4	1	232	325			37	0		24		33	9	2146		45!		402	fhl	dr1	45!	45!	45!			2	2	1	2	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
46!	Hundsgugel (Grade 4)	pzhm	tier			4	1	339	469			54	0		24		47	14	5272		46!		403	fhl	dr1	46!	46!	46!			2	2	1	3	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
47!	Hundsgugel (Grade 5)	pzhm	tier			4	1	474	654			79	0		24		62	18	11172		47!		403	fhl	dr1	47!	47!	47!			2	2	1	3	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
48!	Hundsgugel (Grade 6)	pzhm	tier			4	1	649	887			115	0		24		76	22	20806		48!		404	fhl	dr1	48!	48!	48!			2	2	1	4	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
49!	Hundsgugel (Sacred)	sphz				1	1	1109	1228			363	0		24		76	30	20806		49!		404	fhl	dr1	49!	49!	49!			2	2	1	4	1	flpci2	invhlmu														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1																																																			
w15	Jawbone Cap (Grade 1)	phlm	tier	100		4	1	29	43			26	0		34		4	1	94		w15		401	ba1	dr1	w15	w15	w15			2	2	1	1	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
w35	Jawbone Cap (Grade 2)	phlm	tier	100		4	1	63	84			37	0		34		19	5	733		w35		402	ba1	dr1	w35	w35	w35			2	2	1	2	1	flpba1	invba1														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1																																																			
