Id	hcIdx	BaseId	NextInClass	MonStatsEx	MonProp	NameStr	DescStr	* category	* comment	*PresetLevel	* Marco / loc	enabled	killable	Align	switchai	noAura	boss	primeevil	petIgnore	flying	threat	Code	TransLvl	AI	Velocity	Run	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	aidel	aidel(N)	aidel(H)	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	noRatio	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	Crit	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	DamageRegen	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	MonType	MonSound	isMelee	lUndead	hUndead	demon	TreasureClass1	TreasureClass1(N)	TreasureClass1(H)	isSpawn	MinGrp	MaxGrp	Rarity	sparsePopulate	rangedtype	minion1	minion2	PartyMin	PartyMax	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	placespawn	spawn	spawnx	spawny	spawnmode	SetBoss	BossXfer	opendoors	nomultishot	neverCount	interact	npc	inventory	inTown	deathDmg	genericSpawn	SkillDamage	UMonSound	zoo	SendSkills	Level	Level(N)	Level(H)	*eol
res_couatlchild1	1481	res_couatlchild1	res_couatlchild2	couatlchild1	other_LI	Couatl	StrAbsLtng	Reanimates				1	1		1						10	!3	0	FetishBlowgun	9	9	80	80	80	20	20	20	45	45	45																			3	2	1																couatlchildbolt									480	1080	100	60	8	18	100	8	18	100	30	70	100	480	1080	100	60	8	18	100	8	18	100	30	70	100	2040	2340	100	60	8	18	100	8	18	100	30	70	100	0		9	9	9	0									15	15	15	15	10		35	35	35	35	fallen	tentaclehead								1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					tentaclehead	1		7	47	110	0
res_couatlchild2	1482	res_couatlchild1	res_couatlchild3	couatlchild2	other_CO	Landshark	StrAbsCold	Reanimates				1	1		1						10	!3	0	FetishBlowgun	9	9	80	80	80	20	20	20	45	45	45																			3	2	1																couatlchildbolt									480	1080	100	60	8	18	100	8	18	100	30	70	100	480	1080	100	60	8	18	100	8	18	100	30	70	100	2040	2340	100	60	8	18	100	8	18	100	30	70	100	0		9	9	9	0									15	15	15	15	10		35	35	35	35	fallen	tentaclehead								1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					tentaclehead	1		18	54	110	0
res_couatlchild3	1483	res_couatlchild1		couatlchild3	other_LI	RainbowHunter	StrAbsLtng	Reanimates				1	1		1						10	!3	0	FetishBlowgun	9	9	80	80	80	20	20	20	45	45	45																			3	2	1																couatlchildbolt									480	1080	100	60	8	18	100	8	18	100	30	70	100	480	1080	100	60	8	18	100	8	18	100	30	70	100	2040	2340	100	60	8	18	100	8	18	100	30	70	100	0		9	9	9	0									15	15	15	15	10		35	35	35	35	fallen	tentaclehead								1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					tentaclehead	1		22	56	110	0
res_roguebow1	1484	res_roguebow1	res_roguebow2	roguebow1	other_LI	DarkRogue	StrAbsLtng	Reanimates				1	1		1						10	CR	0	CorruptArcher	6	6	80	80	80	20	20	20	90	95	100	3	2	1	25	25	25	15	15	15	0	0	0	0	0	0	30	30	30	3	2	1	MonBow	A1	1	MonBow	A1	1	MonBow	A1	1																960	1200	100	100	5	10	100							960	1200	100	100	5	10	100							2280	2400	100	100	5	10	100							0		13	13	13	0									15	15	15	15	10		35	35	35	35	corruptrogue	cr_archer				1				1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					cr_archer			5	46	110	0
res_roguebow2	1485	res_roguebow1	res_roguebow3	roguebow2	other_FI	DarkHuntress	StrAbsFire	Reanimates				1	1		1						10	CR	1	CorruptArcher	6	6	80	80	80	20	20	20	95	100	100	3	2	1	25	25	25	15	15	15	25	30	35	0	0	0	30	30	30	3	2	1	MonBow	A1	1	MonBow	A1	1	MonBow	A1	1																960	1200	100	100	5	10	100							960	1200	100	100	5	10	100							2280	2400	100	100	5	10	100							0		13	13	13	0									15	15	15	15	10		35	35	35	35	corruptrogue	cr_archer				1				1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					cr_archer			8	48	110	0
res_roguebow3	1486	res_roguebow1	res_roguebow4	roguebow3	other_LI	FleshHuntress	StrAbsLtng	Reanimates				1	1		1						10	CR	2	CorruptArcher	6	6	80	80	80	20	20	20	100	100	100	3	2	1	25	25	25	15	15	15	30	35	40	0	0	0	30	30	30	3	2	1	MonBow	A1	1	MonBow	A1	1	MonBow	A1	1																960	1200	100	100	5	10	100							960	1200	100	100	5	10	100							2280	2400	100	100	5	10	100							0		13	13	13	0									15	15	15	15	10		35	35	35	35	corruptrogue	cr_archer				1				1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					cr_archer			13	51	110	0
res_roguebow4	1487	res_roguebow1	res_roguebow5	roguebow4	rogue1h4_CO	BloodRogue	StrAbsCold	Reanimates				1	1		1						10	CR	3	CorruptArcher	9	9	80	80	80	20	20	20	100	100	100	3	2	1	25	25	25	15	15	15	35	40	45	5	7	10	30	30	30	3	2	1	MonBow	A1	1	MonBow	A1	1	MonBow	A1	1																960	1200	100	100	5	10	100							960	1200	100	100	5	10	100							2280	2400	100	100	5	10	100							0		13	13	13	0									15	15	15	15	10		35	35	35	35	corruptrogue	cr_archer				1				1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					cr_archer			28	65	110	0
res_roguebow5	1488	res_roguebow1		roguebow5	other_CO	Vampiress	StrAbsCold	Reanimates				1	1		1						10	CR	4	CorruptArcher	9	9	80	80	80	20	20	20	100	100	100	3	2	1	25	25	25	15	15	15	40	45	50	5	7	10	30	30	30	3	2	1	MonBow	A1	1	MonBow	A1	1	MonBow	A1	1																960	1200	100	100	5	10	100							960	1200	100	100	5	10	100							2280	2400	100	100	5	10	100							0		13	13	13	0									15	15	15	15	10		35	35	35	35	corruptrogue	cr_archer				1				1	2	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					cr_archer			36	75	110	0
res_skelmagecold1	1489	res_skelmagecold1	res_skelmagecold2	skelmagecold1	other_CO	BoneMage	StrAbsCold	Reanimates				1	1		1						10	SK	1	SkeletonMage	5	5	80	80	80	80	90	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													magecoldbolt1									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	2	1		1					A1	cold	100	60	110	100	100	60	150	150	100	60	150	200																																						140	100	100	-20	-20	-20																							1					1					sk_mage			11	50	110	0
res_skelmagecold2	1490	res_skelmagecold1	res_skelmagecold3	skelmagecold1	other_CO	BoneWarlock	StrAbsCold	Reanimates				1	1		1						10	SK	1	SkeletonMage	6	6	80	80	80	90	100	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													magecoldbolt2									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	2	1		1					A1	cold	100	60	110	100	100	60	150	150	100	60	150	200																																						140	100	100	-20	-20	-20																							1					1					sk_mage			26	63	110	0
res_skelmagecold3	1491	res_skelmagecold1		skelmagecold1	other_CO	BoneSorcerer	StrAbsCold	Reanimates				1	1		1						10	SK	1	SkeletonMage	6	6	80	80	80	100	100	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													magecoldboltnew									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	3	1		1					A1	cold	100	60	110	100	100	60	150	150	100	60	150	200																																						140	100	100	-20	-20	-20																							1					1					sk_mage			33	70	110	0
res_skelmagefire1	1492	res_skelmagefire1	res_skelmagefire2	skelmagefire1	other_FI	BurningDeadMage	StrAbsFire	Reanimates				1	1		1						10	SK	3	SkeletonMage	5	5	80	80	80	80	90	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													magefirebolt1									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	2	1		1					A1	fire	100	70	120		100	70	170		100	70	170																																							140	100	100	-20	-20	-20																							1					1					sk_mage			11	50	110	0
res_skelmagefire2	1493	res_skelmagefire1	res_skelmagefire3	skelmagefire1	other_FI	BurningDeadWarlock	StrAbsFire	Reanimates				1	1		1						10	SK	3	SkeletonMage	6	6	80	80	80	90	100	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													magefirebolt2									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	2	1		1					A1	fire	100	70	120		100	70	170		100	70	170																																							140	100	100	-20	-20	-20																							1					1					sk_mage			26	63	110	0
res_skelmagefire3	1494	res_skelmagefire1		skelmagefire1	other_FI	BurningDeadSorc	StrAbsFire	Reanimates				1	1		1						10	SK	3	SkeletonMage	6	6	80	80	80	100	100	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													magefireboltnew									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	3	1		1					A1	fire	100	70	120		100	70	170		100	70	170																																							140	100	100	-20	-20	-20																							1					1					sk_mage			33	70	110	0
res_skelmageltng1	1495	res_skelmageltng1	res_skelmageltng2	skelmageltng1	other_LI	HorrorMage	StrAbsLtng	Reanimates				1	1		1						10	SK	2	SkeletonMage	5	5	80	80	80	80	90	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													magelightningbolt1									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	2	1		1					A1	ltng	100	40	150		100	40	200		100	40	200																																							140	100	100	-20	-20	-20																							1					1					sk_mage			11	50	110	0
res_skelmageltng2	1496	res_skelmageltng1	res_skelmageltng3	skelmageltng1	other_LI	HorrorWarlock	StrAbsLtng	Reanimates				1	1		1						10	SK	2	SkeletonMage	6	6	80	80	80	90	100	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													magelightningbolt2									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	2	1		1					A1	ltng	100	40	150		100	40	200		100	40	200																																							140	100	100	-20	-20	-20																							1					1					sk_mage			26	63	110	0
res_skelmageltng3	1497	res_skelmageltng1		skelmageltng1	other_LI	HorrorSorcerer	StrAbsLtng	Reanimates				1	1		1						10	SK	2	SkeletonMage	6	6	80	80	80	100	100	100	11	13	15	30	30	30	7	9	11	50	75	100	18	17	16	20	20	20	5	3	1	3	2	1	SkeletonRaise	seq_skeletonraise	1													mageltngboltnew									600	960	100	95										600	960	100	95										2100	2280	100	95										0		9	9	9	0									15	15	15	15	10		35	35	35	35	skeleton	sk_mage		1						1	1	3	1		1					A1	ltng	100	40	150		100	40	200		100	40	200																																							140	100	100	-20	-20	-20																							1					1					sk_mage			33	70	110	0
res_spidey1	1498	res_spidey1	res_spidey2	spidey1	other_FI	Tarantula	StrAbsFire	Reanimates				1	1		1						10	SP	2	Brute	6	6	80	80	80				10	0	0	85	95	100	50	50	50													3	2	1																									1200	1560	100	100	25	35	200							1200	1560	100	100	25	35	200							2400	2580	100	100	100	140	200							0		12	12	12	0									15	15	15	15	10		35	35	35	35	arach	arach	1							1	2	3	1							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																																						140	100	100	-20	-20	-20																												1					arach	1		4	45	110	0
res_spidey2	1499	res_spidey1	res_spidey3	spidey2	other_LI	SandDevil	StrAbsLtng	Reanimates				1	1		1						10	SP	0	Brute	8	8	80	80	80				5	0	0	90	100	100	50	50	50													3	2	1																									1200	1560	100	100	25	35	200							1200	1560	100	100	25	35	200							2400	2580	100	100	100	140	200							0		12	12	12	0									15	15	15	15	10		35	35	35	35	arach	arach	1							1	2	3	1							A1	pois	100	25	50	50	100	45	70	75	100	65	90	100																																						140	100	100	-20	-20	-20																												1					arach	1		21	55	110	0
res_spidey3	1500	res_spidey1	res_spidey4	spidey3	spidey3_CO	FlameWeaver	StrAbsCold	Reanimates				1	1		1						10	SP	3	Brute	9	9	80	80	80				0	0	0	95	100	100	50	50	50													3	2	1																									1200	1560	100	100	25	35	200							1200	1560	100	100	25	35	200							2400	2580	100	100	100	140	200							0		12	12	12	0									15	15	15	15	10		35	35	35	35	arach	arach	1							1	3	5	1							A1	fire	100	40	70		100	60	90		100	80	110																																							140	100	100	-20	-20	-20																												1					arach	1		26	61	110	0
res_spidey4	1501	res_spidey1		spidey4	spidey4_PO	SoulSpider	StrAbsPois	Reanimates				1	1		1						10	SP	1	Brute	9	9	80	80	80				0	0	0	100	100	100	50	50	50													3	2	1																									1200	1560	100	100	25	35	200							1200	1560	100	100	25	35	200							2400	2580	100	100	100	140	200							0		12	12	12	0									15	15	15	15	10		35	35	35	35	arach	arach	1							1	3	5	1							A1	ltng	100	1	150		100	1	225		100	1	300																																							140	100	100	-20	-20	-20																												1					arach	1		36	76	110	0
res_corpseworm	1502	res_corpseworm		corpseworm	corpseworm_LI	CorpseWorm	StrAbsLtng	Reanimates				1	1		1						10	0K	0	Skeleton	6	6	80	80	80	95	95	95	5	5	5	66	66	66	50	50	50													3	2	1																									960	1200	90	110	13	15	200	13	15	200				960	1200	90	110	16	19	200	16	19	200				2280	2400	90	110	75	90	200	75	90	200				0		11	11	11	0									15	15	15	15	10		35	35	35	35	brute	sandmaggot	1							1	2	3	1																																																										140	100	100	-20	-20	-20																							1					1					sandmaggot	1		3	35	110	0
res_onyxknight	1503	res_onyxknight		onyxknight1	other_FI	BlackHeartKnight	StrAbsFire	Reanimates				1	1		1						10	0n	0	Mosquito	8	9	80	80	80							90	95	100	5	8	10													3	2	1	Death Blossom	A1	1																						1200	1440	95	105	10	23	200	10	23	200				1200	1440	95	105	10	23	200	10	23	200				2400	2520	95	105	40	90	200	40	90	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	bloodlord	doomknight	1			1				1	3	4	1																																																										140	100	100	-20	-20	-20																												1					doomknight			19	60	110	0
res_cultist1	1504	res_cultist1		cultist1	other_PO	Cultist	StrAbsPois	Reanimates				1	1		1						10	!5	0	FetishBlowgun	7	7	80	80	80	20	20	20	45	45	45																			3	2	1																singleskull									1800	2040	120	105	25	35	100	25	35	100	100	140	100	1800	2040	120	105	25	35	100	25	35	100	100	140	100	2700	2820	120	105	100	140	100	100	140	100	100	140	100	0		6	6	6	0									15	15	15	15	10		35	35	35	35	human	goatman				1				1	3	4	1		1																																																								140	100	100	-20	-20	-20																							1					1					goatman			13	58	110	0
res_succubusclan1	1505	res_succubusclan1	res_succubusclan2	succubusclan1	succubusX	SuccubusBsd	mon_cursedeath	Reanimates				1	1		1					1	10	0C	0	FetishBlowgun	12	13	80	80	80	20	20	20	70	70	70																			3	2	1	SkeletonRaise	A1	1													succbs1									1080	1440	100	125	13	25	100							1080	1440	100	125	13	25	100							2340	2520	100	125	50	100	100							0		46	46	46	0									15	15	15	15	10		35	35	35	35	succubus	succubus				1				1	3	5	1		1																																																								140	100	100	-20	-20	-20																							1					1					succubus			36	76	110	0
res_succubusclan2	1506	res_succubusclan1	res_succubusclan3	succubusclan2	succubusX_LI	Siren	StrAbsLtng	Reanimates				1	1		1					1	10	0C	1	FetishBlowgun	12	13	80	80	80	20	20	20	70	70	70																			3	2	1	SkeletonRaise	A1	1													succbs2									1080	1440	100	125	13	25	100							1080	1440	100	125	13	25	100							2340	2520	100	125	50	100	100							0		46	46	46	0									15	15	15	15	10		35	35	35	35	succubus	succubus				1				1	3	5	1		1																																																								140	100	100	-20	-20	-20																							1					1					succubus			38	75	110	0
res_succubusclan3	1507	res_succubusclan1	res_succubusclan4	succubusclan3	succubusX_FI	HellspawnBsd	StrAbsFire	Reanimates				1	1		1					1	10	0C	4	FetishBlowgun	13	14	80	80	80	20	20	20	70	70	70																			3	2	1	SkeletonRaise	A1	1													succbs4									1080	1440	100	125	13	25	100							1080	1440	100	125	13	25	100							2340	2520	100	125	50	100	100							0		46	46	46	0									15	15	15	15	10		35	35	35	35	succubus	succubus				1				1	3	5	1		1																																																								140	100	100	-20	-20	-20																							1					1					succubus			41	79	110	0
res_succubusclan4	1508	res_succubusclan1	res_succubusclan5	succubusclan4	succubusX_CO	SnowWitch	StrAbsCold	Reanimates				1	1		1					1	10	0C	3	FetishBlowgun	13	14	80	80	80	20	20	20	70	70	70																			3	2	1	SkeletonRaise	A1	1													succbs3									1080	1440	100	125	13	25	100							1080	1440	100	125	13	25	100							2340	2520	100	125	50	100	100							0		46	46	46	0									15	15	15	15	10		35	35	35	35	succubus	succubus				1				1	3	5	1		1																																																								140	100	100	-20	-20	-20																							1					1					succubus			40	79	110	0
res_succubusclan5	1509	res_succubusclan1		succubusclan5	succubus5_CO	SoulBurner	StrAbsPois	Reanimates				1	1		1					1	10	0C	2	FetishBlowgun	14	15	80	80	80	20	20	20	70	70	70																			3	2	1	SkeletonRaise	A1	1													succbs5									1080	1440	100	125	13	25	100							1080	1440	100	125	13	25	100							2340	2520	100	125	50	100	100							0		46	46	46	0									15	15	15	15	10		35	35	35	35	succubus	succubus				1				1	3	5	1		1																																																								140	100	100	-20	-20	-20																							1					1					succubus			53	83	110	0
res_superdemon1	1510	res_superdemon1		superdemon1	other_FI	Dominator	StrAbsFire	Reanimates				1	1								10	43	0	BaalMinion	10	11	80	80	80	90	90	90	85	85	85	50	50	50	20	20	20													3	2	1	Time Strike	A2	1																						3000	3600	100	100	25	50	200	25	50	200				3000	3600	100	100	25	50	200	25	50	200				3300	3600	100	100	100	200	200	100	200	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	demon	baalminion	1			1				1	1	1	1							A1	stun				50				100				150																																						140	100	100	-20	-20	-20		1																					1					1					baalminion			54	83	110	0
res_toad1	1511	res_toad1	res_toad2	toad1	other_MA	ArcaneToad	StrAbsMag	Reanimates				1	1		1						10	m5	0	DeathMauler	6	6	80	80	80	80	85	90	50	55	60	15	15	15	100	100	100													3	2	1	Mon Magic Missiles	seq_deathmaulerdig	1																						1200	1800	105	100	25	33	200							1200	1800	105	100	25	33	200							2400	2700	105	100	100	130	200							0		50	50	50	0									15	15	15	15	10		35	35	35	35	deathmauler	deathmauler				1				1	2	3	1							A1	stun	100			25	100			50	100			75																																						140	100	100	-20	-20	-20																												1			1		deathmauler			25	59	110	0
res_toad2	1512	res_toad1	res_toad3	toad2	other_CO	ManaMonster	StrAbsCold	Reanimates				1	1		1						10	m5	2	DeathMauler	6	6	80	80	80	85	90	95	55	60	65	15	15	15	100	100	100													3	2	1	Mon Magic Missiles	seq_deathmaulerdig	1																						1200	1800	105	100	25	33	200							1200	1800	105	100	25	33	200							2400	2700	105	100	100	130	200							0		50	50	50	0									15	15	15	15	10		35	35	35	35	deathmauler	deathmauler				1				1	2	3	1							A1	stun	100			25	100			50	100			75																																						140	100	100	-20	-20	-20																												1			1		deathmauler			28	65	110	0
res_toad3	1513	res_toad1	res_toad4	toad3	other_LI	DarkToad	StrAbsLtng	Reanimates				1	1		1						10	m5	1	DeathMauler	6	6	80	80	80	95	100	100	65	70	75	15	15	15	100	100	100													3	2	1	Mon Magic Missiles	seq_deathmaulerdig	1																						1200	1800	105	100	25	33	200							1200	1800	105	100	25	33	200							2400	2700	105	100	100	130	200							0		50	50	50	0									15	15	15	15	10		35	35	35	35	deathmauler	deathmauler				1				1	2	3	1							A1	stun	100			25	100			50	100			75																																						140	100	100	-20	-20	-20																												1			1		deathmauler			33	70	110	0
res_toad4	1514	res_toad1	res_toad5	toad4	other_LI	DemonicToad	StrAbsLtng	Reanimates				1	1		1						10	m5	4	DeathMauler	6	6	80	80	80	90	95	100	60	65	70	15	15	15	100	100	100													3	2	1	Mon Magic Missiles	seq_deathmaulerdig	1																						1200	1800	105	100	25	33	200							1200	1800	105	100	25	33	200							2400	2700	105	100	100	130	200							0		50	50	50	0									15	15	15	15	10		35	35	35	35	deathmauler	deathmauler				1				1	2	3	1							A1	stun	100			25	100			50	100			75																																						140	100	100	-20	-20	-20																												1			1		deathmauler			30	73	110	0
res_toad5	1515	res_toad1		toad5	other_PO	TerrorToad	StrAbsPois	Reanimates				1	1		1						10	m5	3	DeathMauler	8	8	80	80	80	100	100	100	70	75	80	15	15	15	100	100	100													3	2	1	Mon Magic Missiles	seq_deathmaulerdig	1																						1200	1800	105	100	25	33	200							1200	1800	105	100	25	33	200							2400	2700	105	100	100	130	200							0		50	50	50	0									15	15	15	15	10		35	35	35	35	deathmauler	deathmauler				1				1	2	3	1							A1	stun	100			25	100			50	100			75																																						140	100	100	-20	-20	-20																												1			1		deathmauler			45	78	110	0
res_turtle1	1516	res_turtle1	res_turtle2	turtle1	turtle1_CO	RustMonster	StrAbsCold	Reanimates				1	1		1						10	xx	1	Baboon	9	9	80	80	80	33	33	33	25	25	25	95	95	95	50	50	50	20	20	20										3	2	1																									1440	1680	115	100	20	38	200	20	38	200				1440	1680	115	90	20	38	200	20	38	200				2520	2640	115	80	80	150	200	80	150	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	minion	minion	1			1				1	3	5	1																																																										140	100	100	-20	-20	-20																												1			1		minion			33	73	110	0
res_turtle2	1517	res_turtle1	res_turtle3	turtle2	turtle1_CO	RustClaw	StrAbsCold	Reanimates				1	1		1						10	xx	3	Baboon	9	9	80	80	80	33	33	33	25	25	25	95	95	95	50	50	50	20	20	20										3	2	1																									1440	1680	115	100	20	38	200	20	38	200				1440	1680	115	90	20	38	200	20	38	200				2520	2640	115	80	80	150	200	80	150	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	minion	minion	1			1				1	3	5	1																																																										140	100	100	-20	-20	-20																												1			1		minion			34	75	110	0
res_turtle3	1518	res_turtle1	res_turtle4	turtle3	turtle1_CO	CorrosiveBeast	StrAbsCold	Reanimates				1	1		1						10	xx	5	Baboon	10	10	80	80	80	33	33	33	25	25	25	95	95	95	50	50	50	20	20	20										3	2	1																									1440	1680	115	100	20	38	200	20	38	200				1440	1680	115	90	20	38	200	20	38	200				2520	2640	115	80	80	150	200	80	150	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	minion	minion	1			1				1	3	5	1																																																										140	100	100	-20	-20	-20																												1			1		minion			35	75	110	0
res_turtle4	1519	res_turtle1	res_turtle5	turtle4	turtle1_FI	RustCreeper	StrAbsFire	Reanimates				1	1		1						10	xx	4	Baboon	10	10	80	80	80	33	33	33	25	25	25	95	95	95	50	50	50	20	20	20										3	2	1																									1440	1680	115	100	20	38	200	20	38	200				1440	1680	115	90	20	38	200	20	38	200				2520	2640	115	80	80	150	200	80	150	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	minion	minion	1			1				1	3	5	1																																																										140	100	100	-20	-20	-20																												1			1		minion			37	76	110	0
res_turtle5	1520	res_turtle1		turtle5	turtle1_LI	CorrosiveTerror	StrAbsLtng	Reanimates				1	1		1						10	xx	7	Baboon	10	11	80	80	80	33	33	33	25	25	25	95	95	95	50	50	50	20	20	20										3	2	1																									1440	1680	115	100	20	38	200	20	38	200				1440	1680	115	90	20	38	200	20	38	200				2520	2640	115	80	80	150	200	80	150	200				0		50	50	50	0									15	15	15	15	10		35	35	35	35	minion	minion	1			1				1	3	5	1																																																										140	100	100	-20	-20	-20																												1			1		minion			41	79	110	0
res_undeadbird1	1521	res_undeadbird1	res_undeadbird2	undeadbird1	undeadbird1_FI	UndeadVulture	StrAbsFire	Reanimates				1	1		1						10	VD	2	Vulture	6	6	80	80	80	80	85	90	3	2	1	50	40	30	10	10	10	30	35	40										3	2	1																									1680	2160	100	100	33	43	200							1680	2160	100	100	33	43	200							2640	2880	100	100	130	170	200							0		15	15	15	0									15	15	15	15	10		35	35	35	35	vulture	vulture		1						1	2	4	1																																																										140	100	100	-20	-20	-20			1	1																								1					vulture			18	54	110	0
res_undeadbird2	1522	res_undeadbird1	res_undeadbird3	undeadbird2	undeadbird1_CO	OasisGuard	StrAbsCold	Reanimates				1	1		1						10	VD	1	Vulture	8	8	80	80	80	85	90	95	3	2	1	45	35	25	5	5	5	35	40	45										3	2	1																									1680	2160	100	100	33	43	200							1680	2160	100	100	33	43	200							2640	2880	100	100	130	170	200							0		15	15	15	0									15	15	15	15	10		35	35	35	35	vulture	vulture		1						1	2	4	1																																																										140	100	100	-20	-20	-20			1	1																								1					vulture			25	60	110	0
