Id	* Laz / Reasoning	prop1	* Laz / skill 1	chance1	par1	min1	max1	prop2	* Laz / skill 2	chance2	par2	min2	max2	prop3	* Laz / skill 3	chance3	par3	min3	max3	prop4	* Laz / skill 4	chance4	par4	min4	max4	prop5	* Laz / skill 5	chance5	par5	min5	max5	prop6	* Laz / skill 6	chance6	par6	min6	max6	prop1 (N)	chance1 (N)	par1 (N)	min1 (N)	max1 (N)	prop2 (N)	chance2 (N)	par2 (N)	min2 (N)	max2 (N)	prop3 (N)	chance3 (N)	par3 (N)	min3 (N)	max3 (N)	prop4 (N)	chance4 (N)	par4 (N)	min4 (N)	max4 (N)	prop5 (N)	chance5 (N)	par5 (N)	min5 (N)	max5 (N)	prop6 (N)	chance6 (N)	par6 (N)	min6 (N)	max6 (N)	prop1 (H)	chance1 (H)	par1 (H)	min1 (H)	max1 (H)	prop2 (H)	chance2 (H)	par2 (H)	min2 (H)	max2 (H)	prop3 (H)	chance3 (H)	par3 (H)	min3 (H)	max3 (H)	prop4 (H)	chance4 (H)	par4 (H)	min4 (H)	max4 (H)	prop5 (H)	chance5 (H)	par5 (H)	min5 (H)	max5 (H)	prop6 (H)	chance6 (H)	par6 (H)	min6 (H)	max6 (H)	*eol
elite_evilskelA	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Mon Plague Cloud		730	30	5													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		730	30	9											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		730	30	12						0
elite_alibabaA	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Teleport		54	100	1	hit-skill	Immolation Bomb		154	100	18							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		54	100	1	hit-skill		154	100	22						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		54	100	1	hit-skill		154	100	25	0
elite_goatpriestA	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Dark Power		413	100	1	state	cold		11	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		413	100	5	state		11	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		413	100	8	state		11	1	1	0
elite_goatwarriorA	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	cold		11	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		11	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	state		11	1	1						0
elite_steely	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	preventheal		52	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		52	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	state		52	1	1						0
elite_aciddogA	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	pierce-pois				25	25													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	pierce-pois			50	50											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	pierce-pois			75	75						0
elite_ghostA	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
elite_succubusclanA	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_viper4	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_toad5	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_clan5	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_quills4	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_inflate5	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_icedemon3	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_killermoo5	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_balrog4	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
empty_lightning4	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Static Trap		537	100	45													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		537	100	49											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		537	100	52						0
empty_undeadmage4	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
couatlfather1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Decrepify Aura		115	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		115	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	aura		115	1	1						0
couatlfather2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Decrepify Aura		115	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		115	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	aura		115	1	1						0
couatlfather3	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Decrepify Aura		115	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		115	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	aura		115	1	1						0
couatlfather_elite	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	Mon Decrepify Aura		115	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		115	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	aura		115	1	1						0
couatlchild_elite	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Gift of Sacred Armor		251	100	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		251	100	5											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		251	100	8						0
bronzeguardian1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Gift of Sacred Armor		251	100	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		251	100	5											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		251	100	8						0
bronzeguardian_elite	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Gift of Sacred Armor		251	100	2													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		251	100	6											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		251	100	9						0
mahasattva	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Sati		152	100	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		152	100	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		152	100	1						0
corpseworm	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Mon Snake Poison		53	25	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		53	50	5											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		53	75	8						0
slimer1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
brainpower	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1	ignore-ac				1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1	ignore-ac			1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1	ignore-ac			1	1	0
dragonknight3	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Bone Prison		88	10	7													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		88	10	11											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		88	10	14						0
fungus2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	poison		2	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		2	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	state		2	1	1						0
res_voids	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	aura	That Other VA Aura		282	1	1	state			68	1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		282	5	5	state		68	1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	aura		282	8	8	state		68	1	1	0
berserk1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	slow				10	10													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	slow			30	30											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	slow			50	50						0
berserk2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Mon Gift of the Wild		513	15	1	slow				40	40							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		513	15	5	slow			60	60						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		513	15	8	slow			80	80	0
giant2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Tremor		612	15	50	fade				1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		612	15	54	fade			1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		612	15	57	fade			1	1	0
crystal1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	slow				10	10	fade				1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	slow			15	15	fade			1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	slow			20	20	fade			1	1	0
treeppl2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Mon Famine Heal		504	25	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		504	33	5											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		504	50	8						0
firewizard1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1						0
firewizardE	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	red		91	1	1	fade				1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		91	1	1	fade			1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	state		91	1	1	fade			1	1	0
harlequin1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
wyrdwolf2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	necroshadowspirit		68	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		68	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	state		68	1	1						0
darkfey1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	necroshadowspirit		68	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		68	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	state		68	1	1						0
darkfey2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	slow				50	50													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	slow			100	100											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	slow			150	150						0
pest1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Pest Landmine		155	100	3													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		155	100	7											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		155	100	10						0
pest2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Pest Landmine		155	100	4	pierce-fire				25	25							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		155	100	8	pierce-fire			50	50						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		155	100	11	pierce-fire			75	75	0
darkfey3	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	necroshadowspirit		68	1	1	fade				1	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		68	1	1	fade			1	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	state		68	1	1	fade			1	1	0
dead3	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1						0
overseer_pest	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Detonator Fireball		39	100	8	pierce-fire				25	25							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		39	100	12	pierce-fire			50	50						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		39	100	15	pierce-fire			75	75	0
overseer_croaky	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Hypnotoad Prince		25	100	12	hit-skill	Dazzle Curse		72	100	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		25	100	16	hit-skill		72	100	5						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	death-skill		25	100	19	hit-skill		72	100	8	0
cavetroll1	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Poison Flash		396	50	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		396	50	5											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		396	50	8						0
cavetroll_elite	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Poison Flash		396	50	3	extra-pois				25	25							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		396	50	7	extra-pois			50	50						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		396	50	10	extra-pois			75	75	0
flit2	Normal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	evasion				100	100													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	evasion			100	100											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	evasion			100	100						0
transparent	Duncraig regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1						0
robedagger	Duncraig regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1						0
zombierags	Duncraig regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1						0
cloakdagger	Duncraig regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1						0
orkshaman	Duncraig regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1	extra-pois				50	50							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1	extra-pois			100	100						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1	extra-pois			200	200	0
necromorb	Duncraig regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	state	devilish		216	1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	state		216	1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	state		216	1	1						0
quest_evilforce	IotSS regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Teleport		54	100	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		54	100	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		54	100	1						0
regularamazon	Tran Athulua regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75											0
quest_slave1	IotSS regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	howl				127	127													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	howl			127	127											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	howl			127	127						0
feyr	IotSS regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	howl				127	127	hit-skill	Spawn Nightmare		210	100	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	howl			127	127	hit-skill		210	100	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	howl			127	127	hit-skill		210	100	1	0
nighthorse	Duncraig regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	fade				1	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	fade			1	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	fade			1	1						0
sunlessmutant	IotSS regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Weapon Amazing Grace Mod		84	25	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	hit-skill		84	25	1											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	red-dmg%	2		75	75	hit-skill		84	25	1						0
quest_ethereals	Khalimgrad regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	kill-skill	Mon Super Gift of Inner Fire		539	100	22	death-skill	Mon Weakening Nova		546	100	1							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	kill-skill		539	100	26	death-skill		546	100	1						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	kill-skill		539	100	29	death-skill		546	100	1						0
robotnik	Fauztinville regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	att%		25		400	400													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	att%	50		400	400											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	att%	75		400	400											0
harpylisk	Fauztinville regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	att%		25		400	400													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	att%	50		400	400											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	att%	75		400	400											0
neonfiend	Fauztinville regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	slow				33	33	fade				3	3							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	slow			66	66	fade			3	3						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	slow			99	99	fade			3	3						0
ureh_dead	Ureh regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	swing3				50	50	hit-skill	Bloodlust		313	15	5	state			96	1	1	mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	hit-skill		313	15	9	state		96	1	1	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	hit-skill		313	15	12	state		96	1	1	0
ureh_turret	Ureh regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	pierce-fire				100	100	pierce-cold				100	100							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	aura		584	1	1	pierce-fire			100	100	pierce-cold			100	100	mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	aura		584	1	1	pierce-fire			100	100	pierce-cold			100	100	0
ureh_maggot	Ureh regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	swing3				50	50													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50											0
ureh_crusher	Ureh regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	swing3				50	50	death-skill	Item Shower of Rocks		595	25	5							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	death-skill		595	25	8						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	swing3			50	50	death-skill		595	25	7						0
ureh_icedemon	Ureh regular	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Glacial Nova		459	100	15													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		484	100	1	death-skill		459	100	19											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		484	100	1	death-skill		459	100	22											0
shardspawn	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Baal Plasma Buff		45	100	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33	death-skill		45	100	2											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75	death-skill		45	100	3						0
baalset_quills4	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75											0
baalset_toad5	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1																			mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33																mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75											0
baalset_dragon3	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	hit-skill	Bone Prison		88	10	7													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33	hit-skill		88	10	11											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75	hit-skill		88	10	14						0
baalset_succ4	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	death-skill	Mon Uber Disco Inferno		543	100	4	death-skill	Lower Resist		91	50	6							mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33	death-skill		543	100	8	death-skill		91	50	10						mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75	death-skill		543	100	11	death-skill		91	50	13	0
baalset_beetle5	Baal monsters	mon-buff		25		25	25	hit-skill			483	100	1	death-skill			484	100	1	att-skill	Summon Darkwarden		725	10	1													mon-buff	50		50	50	hit-skill		483	100	1	death-skill		989	1	33	att-skill		725	10	5											mon-buff	75		75	75	hit-skill		483	100	1	death-skill		989	1	33	red-dmg%	2		75	75	att-skill		725	10	8						0
