code	name	type	type2	version	compactsave	rarity	spawnable	minac	maxac	absorbs	speed	reqstr	reqdex	block	durability	nodurability	level	levelreq	cost	gamble cost	namestr	magic lvl	auto prefix	alternategfx	OpenBetaGfx	normcode	ubercode	ultracode	spelloffset	component	invwidth	invheight	hasinv	gemsockets	gemapplytype	flippyfile	invfile	uniqueinvfile	setinvfile	rArm	lArm	Torso	Legs	rSPad	lSPad	useable	throwable	stackable	minstack	maxstack	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	quivered	lightradius	belt	quest	missiletype	durwarning	qntwarning	mindam	maxdam	StrBonus	DexBonus	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HraltiMin	HraltiMax	HraltiMagicMin	HraltiMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicLvl	ElzixMagicMin	ElzixMagicMax	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	DrehyaMin	DrehyaMax	DrehyaMagicMin	DrehyaMagicMax	DrehyaMagicLvl	Source Art	Game Art	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	mindam	maxdam	nameable
7@L	Einherjar Helm (Grade 2)	azhm	tier			10	1	158	215			0	78		50		40	12		1224	7@L		403	lit	lit	7@L	7@L	7@L			2	2	1	3	1	flpfhl	invuhms														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
9@L	Einherjar Helm (Grade 3)	azhm	tier			10	1	331	441			0	164		50		69	21		6120	9@L		404	lit	lit	9@L	9@L	9@L			2	2	1	4	1	flpfhl	invuhms														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
1@M	Einherjar Helm (Grade 4)	azhm	tier			10	1	453	600			0	340		50		83	25		12240	1@M		404	lit	lit	1@M	1@M	1@M			2	2	1	4	1	flpfhl	invuhms														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
2@M	Einherjar Helm (Sacred)	szhm				1	1	979	1053			0	534		50		83	30		12240	2@M		404	lit	lit	2@M	2@M	2@M			2	2	1	4	1	flpfhl	invuhms														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w13	Falcon Mask (Grade 1)	pelt	tier	100		4	1	78	114			63	0		48		13	4		423	w13		402	dr4	dr4	w13	w13	w13			2	2	1	2	1	flpdr4	invdr4														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w53	Falcon Mask (Grade 2)	pelt	tier	100		4	1	211	292			94	0		48		41	12		1692	w53		402	dr4	dr4	w53	w53	w53			2	2	1	2	1	flpdr4	invdr4														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w93	Falcon Mask (Grade 3)	pelt	tier	100		4	1	437	593			197	0		48		71	21		8460	w93		403	dr4	dr4	w93	w93	w93			2	2	1	3	1	flpdr4	invdr4														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
e23	Falcon Mask (Grade 4)	pelt	tier	100		4	1	597	808			408	0		48		84	25		16920	e23		404	dr4	dr4	e23	e23	e23			2	2	1	4	1	flpdr4	invdr4														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
@50	Falcon Mask (Sacred)	qplt		100		1	1	996	1101			454	0		48		84	30		16920	@50		404	dr4	dr4	@50	@50	@50			2	2	1	4	1	flpdr4	invdr4														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w16	Fanged Helm (Grade 1)	phlm	tier	100		4	1	47	71			40	0		40		7	2		164	w16		402	ba1	bhm	w16	w16	w16			2	2	1	2	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
w56	Fanged Helm (Grade 2)	phlm	tier	100		4	1	152	198			60	0		40		36	11		656	w56		402	ba1	bhm	w56	w56	w56			2	2	1	2	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
w96	Fanged Helm (Grade 3)	phlm	tier	100		4	1	325	419			126	0		40		65	19		3280	w96		403	ba1	bhm	w96	w96	w96			2	2	1	3	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
e26	Fanged Helm (Grade 4)	phlm	tier	100		4	1	448	572			262	0		40		81	24		6560	e26		404	ba1	bhm	e26	e26	e26			2	2	1	4	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
@53	Fanged Helm (Sacred)	qphm		100		1	1	1095	1158			446	0		40		81	30		6560	@53		404	ba1	bhm	@53	@53	@53			2	2	1	4	1	flpba1	invba2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			5	8		xxx	xxx			1
610	Field Plate (Grade 1)	tors	tier			20	1	179	360			73	0		87		11	3		612	610		401	fld	fld	610	610	610		1	2	3	1	2	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255		1		1	1					255					255					255			2	8		xxx	xxx			1
702	Field Plate (Grade 2)	tors	tier			20	1	445	834			107	0		87		42	12		2448	702		404	fld	fld	702	702	702		1	2	3	1	4	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
794	Field Plate (Grade 3)	tors	tier			20	1	893	1643			226	0		87		69	21		12240	794		405	fld	fld	794	794	794		1	2	3	1	5	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
840	Field Plate (Grade 4)	tors	tier			20	1	1214	2226			468	0		87		86	25		24480	840		406	fld	fld	840	840	840		1	2	3	1	6	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@11	Field Plate (Sacred)	qtor				2	1	2699	3206			589	0		87		86	30		24480	@11		406	fld	fld	@11	@11	@11		1	2	3	1	6	1	flpfld	invfld			1	1	1	1								item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
618	Full Helm (Grade 1)	helm	tier			20	1	75	112			53	0		45		9	3		236	618		401	fhl	fhl	618	618	618			2	2	1	1	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx	xxx			1
710	Full Helm (Grade 2)	helm	tier			20	1	220	299			78	0		45		39	11		944	710		403	fhl	fhl	710	710	710			2	2	1	3	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
802	Full Helm (Grade 3)	helm	tier			20	1	460	612			164	0		45		68	20		4720	802		404	fhl	fhl	802	802	802			2	2	1	4	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
848	Full Helm (Grade 4)	helm	tier			20	1	631	834			340	0		45		82	24		9440	848		404	fhl	fhl	848	848	848			2	2	1	4	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@19	Full Helm (Sacred)	qhlm				2	1	1362	1463			546	0		45		82	30		9440	@19		404	fhl	fhl	@19	@19	@19			2	2	1	4	1	flpfhl	invfhl														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
613	Full Plate Mail (Grade 1)	tors	tier			20	1	249	501		6	91	0		105		18	5		1593	613		401	ful	ful	613	613	613		1	2	3	1	2	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255		1		1	1					255			2	8		xxx	xxx			1
705	Full Plate Mail (Grade 2)	tors	tier			20	1	598	1142		6	134	0		105		47	14		6372	705		404	ful	ful	705	705	705		1	2	3	1	4	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
797	Full Plate Mail (Grade 3)	tors	tier			20	1	1198	2237		6	281	0		105		76	23		31860	797		405	ful	ful	797	797	797		1	2	3	1	5	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
843	Full Plate Mail (Grade 4)	tors	tier			20	1	1624	3026		6	543	0		105		90	27		63720	843		406	ful	ful	843	843	843		1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@14	Full Plate Mail (Sacred)	qtor				2	1	3113	3815		6	640	0		105		90	30		63720	@14		406	ful	ful	@14	@14	@14		1	2	3	1	6	1	flpful	invful			2	2	2	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
1@G	Gambeson (Grade 1)	stor	tier			10	1	59	119			0	25		44		5	1		154	1@G		401	hla	hla	1@G	1@G	1@G		1	2	3	1	2	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
3@G	Gambeson (Grade 2)	stor	tier			10	1	188	318			0	37		44		32	10		616	3@G		404	hla	hla	3@G	3@G	3@G		1	2	3	1	4	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
5@G	Gambeson (Grade 3)	stor	tier			10	1	403	653			0	78		44		63	19		3080	5@G		405	hla	hla	5@G	5@G	5@G		1	2	3	1	5	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
6@G	Gambeson (Grade 4)	stor	tier			10	1	557	893			0	160		44		75	23		6160	6@G		406	hla	hla	6@G	6@G	6@G		1	2	3	1	6	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
7@G	Gambeson (Sacred)	sstr				1	1	2538	2705			0	486		44		75	30		6160	7@G		406	hla	hla	7@G	7@G	7@G		1	2	3	1	6	1	flphla	invxtuu														item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w28	Gargoyle Head (Grade 1)	head	tier	100		4	1	98	191			0	30	1	62		12	3		516	w28		402	ne3	bhm	w28	w28	w28		10	2	2	1	2	2	flpne3	invne4														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
w68	Gargoyle Head (Grade 2)	head	tier	100		4	1	250	449			0	45	1	62		41	12		2064	w68		402	ne3	bhm	w68	w68	w68		10	2	2	1	2	2	flpne3	invne4														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
e18	Gargoyle Head (Grade 3)	head	tier	100		4	1	505	890			0	94	1	62		71	21		10320	e18		403	ne3	bhm	e18	e18	e18		10	2	2	1	3	2	flpne3	invne4														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
e38	Gargoyle Head (Grade 4)	head	tier	100		4	1	686	1207			0	195	1	62		85	25		20640	e38		404	ne3	bhm	e38	e38	e38		10	2	2	1	4	2	flpne3	invne4														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
@65	Gargoyle Head (Sacred)	qhed		100		1	1	1389	1649			0	443	1	62		85	30		20640	@65		404	ne3	bhm	@65	@65	@65		10	2	2	1	4	2	flpne3	invne4														item_head	12	item_head			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			1			xxx	xxx			1
636	Gauntlets (Grade 1)	glov	tier			20	1	39	73			66	0		53		16	5		465	636		401	hgl	hgl	636	636	636		16	2	2	1	1	1	flphgl	invhgl														item_glovesmetal	12	item_glovesmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx	xxx			1
728	Gauntlets (Grade 2)	glov	tier			20	1	137	211			97	0		53		54	13		1860	728		402	hgl	hgl	728	728	728		16	2	2	1	2	1	flphgl	invhgl														item_glovesmetal	12	item_glovesmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
820	Gauntlets (Grade 3)	glov	tier			20	1	304	445			204	0		53		74	22		9300	820		403	hgl	hgl	820	820	820		16	2	2	1	3	1	flphgl	invhgl														item_glovesmetal	12	item_glovesmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
866	Gauntlets (Grade 4)	glov	tier			20	1	419	610			423	0		53		86	26		18600	866		404	hgl	hgl	866	866	866		16	2	2	1	4	1	flphgl	invhgl														item_glovesmetal	12	item_glovesmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@37	Gauntlets (Sacred)	qglv				2	1	558	653			574	0		53		86	30		18600	@37		404	hgl	hgl	@37	@37	@37		16	2	2	1	4	1	flphgl	invhgl														item_glovesmetal	12	item_glovesmetal			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
36!	Gilded Shield (Grade 1)	basd	tier			4	1	237	483		6	44	0	1	67		16	7		107	36!		401	lrg	buc	36!	36!	36!		7	2	3	1	1	2	flppa5	invlrgu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
38!	Gilded Shield (Grade 2)	basd	tier			4	1	609	1123		6	66	0	1	67		45	15		428	38!		403	lrg	buc	38!	38!	38!		7	2	3	1	3	2	flppa5	invlrgu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
40!	Gilded Shield (Grade 3)	basd	tier			4	1	1230	2214		6	139	0	1	67		74	24		2140	40!		404	lrg	buc	40!	40!	40!		7	2	3	1	4	2	flppa5	invlrgu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
41!	Gilded Shield (Grade 4)	basd	tier			4	1	1674	3000		6	286	0	1	67		88	28		4280	41!		404	lrg	buc	41!	41!	41!		7	2	3	1	4	2	flppa5	invlrgu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
42!	Gilded Shield (Sacred)	saba				1	1	3695	4580		6	655	0	1	67		88	30		4280	42!		404	lrg	buc	42!	42!	42!		7	2	3	1	4	2	flppa5	invlrgu														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
612	Gothic Plate (Grade 1)	tors	tier			20	1	232	466		3	85	0		99		15	4		1111	612		401	gth	gth	612	612	612		1	2	3	1	2	1	flpgth	invgth			2	2	1	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255		1		1	1					255			2	8		xxx	xxx			1
704	Gothic Plate (Grade 2)	tors	tier			20	1	562	1067		3	125	0		99		44	13		4444	704		404	gth	gth	704	704	704		1	2	3	1	4	1	flpgth	invgth			2	2	1	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
796	Gothic Plate (Grade 3)	tors	tier			20	1	1125	2094		3	263	0		99		74	22		22220	796		405	gth	gth	796	796	796		1	2	3	1	5	1	flpgth	invgth			2	2	1	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
842	Gothic Plate (Grade 4)	tors	tier			20	1	1528	2836		3	545	0		99		87	26		44440	842		406	gth	gth	842	842	842		1	2	3	1	6	1	flpgth	invgth			2	2	1	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@13	Gothic Plate (Sacred)	qtor				2	1	3066	3719		3	614	0		99		87	30		44440	@13		406	gth	gth	@13	@13	@13		1	2	3	1	6	1	flpgth	invgth			2	2	1	2	2	2						item_platearmor	12	item_platearmor			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
626	Gothic Shield (Grade 1)	shie	tier			20	1	179	349		9	46	87	0	81		17	5		1187	626		401	kit	buc	626	626	626		7	2	4	1	1	2	flpgts	invgts														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx	xxx			1
718	Gothic Shield (Grade 2)	shie	tier			20	1	439	809		9	68	128	0	81		46	14		4748	718		403	kit	buc	718	718	718		7	2	4	1	3	2	flpgts	invgts														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
810	Gothic Shield (Grade 3)	shie	tier			20	1	887	1596		9	142	270	0	81		76	22		23740	810		404	kit	buc	810	810	810		7	2	4	1	4	2	flpgts	invgts														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
856	Gothic Shield (Grade 4)	shie	tier			20	1	1207	2162		9	295	558	0	81		90	27		47480	856		404	kit	buc	856	856	856		7	2	4	1	4	2	flpgts	invgts														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@27	Gothic Shield (Sacred)	qshi				2	1	1998	2476		9	531	619	0	81		90	30		47480	@27		404	kit	buc	@27	@27	@27		7	2	4	1	4	2	flpgts	invgts														item_metalshield	12	item_metalshield			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
619	Great Helm (Grade 1)	helm	tier			20	1	98	144			67	0		51		13	4		445	619		401	ghm	ghm	619	619	619			2	2	1	1	1	flpghm	invghm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx	xxx			1
711	Great Helm (Grade 2)	helm	tier			20	1	264	365			99	0		51		41	12		1780	711		403	ghm	ghm	711	711	711			2	2	1	3	1	flpghm	invghm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
803	Great Helm (Grade 3)	helm	tier			20	1	547	742			207	0		51		71	21		8900	803		404	ghm	ghm	803	803	803			2	2	1	4	1	flpghm	invghm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
849	Great Helm (Grade 4)	helm	tier			20	1	748	1010			429	0		51		85	25		17800	849		404	ghm	ghm	849	849	849			2	2	1	4	1	flpghm	invghm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@20	Great Helm (Sacred)	qhlm				2	1	1420	1551			576	0		51		85	30		17800	@20		404	ghm	ghm	@20	@20	@20			2	2	1	4	1	flpghm	invghm														item_helm	12	item_helm			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
641	Greaves (Grade 1)	boot	tier			20	1	73	109			76	0		81		16	4		545	641		407	hbt	hbt	641	641	641		16	2	2	1	1	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255		1		1	1					255					255			2	8		xxx	xxx			1
733	Greaves (Grade 2)	boot	tier			20	1	211	293			112	0		81		45	13		2180	733		407	hbt	hbt	733	733	733		16	2	2	1	2	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
825	Greaves (Grade 3)	boot	tier			20	1	445	600			235	0		81		73	22		10900	825		407	hbt	hbt	825	825	825		16	2	2	1	3	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
871	Greaves (Grade 4)	boot	tier			20	1	610	820			487	0		81		86	26		21800	871		407	hbt	hbt	871	871	871		16	2	2	1	4	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@42	Greaves (Sacred)	qbot				2	1	827	933			595	0		81		86	30		21800	@42		407	hbt	hbt	@42	@42	@42		16	2	2	1	4	1	flphbt	invhbt														item_bootsmetal	12	item_bootsmetal			5						2							3					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
602	Hard Leather Armor (Grade 1)	tors	tier			20	1	56	112			25	0		39		4	1		119	602		401	hla	hla	602	602	602		1	2	3	1	2	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255		1		1	1					255					255		1		1	1					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
694	Hard Leather Armor (Grade 2)	tors	tier			20	1	176	296			37	0		39		31	9		476	694		404	hla	hla	694	694	694		1	2	3	1	4	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
786	Hard Leather Armor (Grade 3)	tors	tier			20	1	375	605			78	0		39		55	18		2380	786		405	hla	hla	786	786	786		1	2	3	1	5	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
832	Hard Leather Armor (Grade 4)	tors	tier			20	1	516	829			160	0		39		75	22		4760	832		406	hla	hla	832	832	832		1	2	3	1	6	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
@03	Hard Leather Armor (Sacred)	qtor				2	1	2351	2507			486	0		39		75	30		4760	@03		406	hla	hla	@03	@03	@03		1	2	3	1	6	1	flphla	invhla			1	1	1		1	1						item_lightarmor	12	item_lightarmor			5						2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
w11	Hawk Helm (Grade 1)	pelt	tier	100		4	1	45	66			37	0		37		7	2		149	w11		402	dr4	dr4	w11	w11	w11			2	2	1	2	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w51	Hawk Helm (Grade 2)	pelt	tier	100		4	1	140	183			55	0		37		36	11		596	w51		402	dr4	dr4	w51	w51	w51			2	2	1	2	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
w91	Hawk Helm (Grade 3)	pelt	tier	100		4	1	300	385			114	0		37		65	19		2980	w91		403	dr4	dr4	w91	w91	w91			2	2	1	3	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
e21	Hawk Helm (Grade 4)	pelt	tier	100		4	1	413	526			238	0		37		78	24		5960	e21		404	dr4	dr4	e21	e21	e21			2	2	1	4	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
@48	Hawk Helm (Sacred)	qplt		100		1	1	904	960			445	0		37		78	30		5960	@48		404	dr4	dr4	@48	@48	@48			2	2	1	4	1	flpdr4	invdr2														item_helm	12	item_helm			5						3							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			8	8		xxx	xxx			1
630	Heavy Belt (Grade 1)	belt	tier			20	1	109	144			63	0		52		11	3		347	630		401	mbl	mbl	630	630	630		16	2	1	1	1	1	flptbl	invtbl														item_belt	12	item_belt			5			1			2							1					255					255					255					255					255					255					255					255					255			255							255					255		1		1	1					255					255					255					255			2	8		xxx	xxx			1
722	Heavy Belt (Grade 2)	belt	tier			20	1	287	365			92	0		52		40	12		1388	722		402	mbl	mbl	722	722	722		16	2	1	1	2	1	flptbl	invtbl														item_belt	12	item_belt			5			4			2							1					255					255					255					255					255					255					255					255					255			255							255					255					255					255					255					255					255			2	8		xxx	xxx			1
