#code	name	spelldescstr	width	height	gentype	stackable	rlvl	rstr	rdex	1h2h	2h	1hMinDmg	1hMaxDmg	2hMinDmg	2hMaxDmg	throwMinDmg	throwMaxDmg	image	quest	type	sockettype	class
!23	Mammen Axe (2)		1	3	1		4	13	0			15	16					invhaxu	0	baxe,tier	1	4
j41	Claws (2)		1	3	1		7	0	73			22	26					invclw		h2h,tier	1	6
8@E	Stinger Crossbow (6)		2	3	1		27	359	0		1			143	168			invmxbu		nxbw,tier	1	2
76@	Light Crossbow (Sacred)		2	3	1		30	350	0		1			124	133			invlxb		qxbw	1	-1
j90	Hatchet Hands (5)		1	3	1		20	0	151			35	40					invaxf		h2h,tier	1	6
o15	Katar (6)		1	3	1		23	0	83			29	32					invktr		h2h,tier	1	6
8@D	Dart Thrower (4)		2	3	1		17	144	0		1			62	77			inv8lxu		nxbw,tier	1	2
3@8	Kriegsmesser (3)		2	3	1		15	201	0			42	52					inv9lsu	0	bswd,tier	1	4
145	Blade (1)		1	3	1		5	0	61			12	14					invbld	0	knif,tier	1	-1
90@	Katar (Sacred)		1	3	1		30	0	333			72	74					invktr		qh2h	1	6
!42	Valaska (1)		2	3	1		3	89	0		1			32	43			invbtxu	0	2hbx,tier	1	4
13@	Great Sword (Sacred)		2	4	1		30	570	0	1	1	96	104	157	162			invgsd	0	s2hd	1	-1
2@3	Maple Bow (6)		2	3	1		26	492	0		1			102	132			inv8s8u	0	dbow,tier	1	5
!62	Flamen Staff (Sacred)		1	4	1		30	240	0		1			96	102			invcstu	0	sdst	1	5
!5!	Warp Blade (Sacred)		2	3	1		30	0	331			97	171					inv9cru	0	sscd	1	1
8@8	Bonebreaker (1)		1	3	1		2	31	0			10	15					invspcu	0	pclb,tier	1	3
231	Composite Bow (2)		2	3	1		6	0	79		1			22	31			invcbw	0	bow,tier	1	-1
77@	Crossbow (Sacred)		2	3	1		30	360	0		1			130	144			invmxb		qxbw	1	-1
!75	Hexblade (6)		1	3	1		27	0	233			26	48					invkrsu	0	nknf,tier	1	2
470	Grand Scepter (6)		1	3	1		25	0	279			44	58					invgsc	0	scep,tier	1	-1
j14	Jared's Stone (1)		1	3	1		5	0	25			14	18					invob5		orb,tier	1	1
1@A	Goedendag (5)		1	3	1		21	241	0			44	59					inv7mas	0	pmac,tier	1	3
j25	Blade Talons (1)		1	3	1		5	0	84			21	26					invclw		h2h,tier	1	6
474	Short Spear (6)		1	3	1	1	25	0	310			35	53			60	96	invssp	0	jave,tier	1	-1
244	Claymore (3)		1	4	1		10	98	0	1	1	23	26	36	38			invclm	0	2hsd,tier	1	-1
422	Balanced Axe (5)		2	3	1	1	21	322	0			27	63			44	118	invbal	0	taxe,tier	1	-1
404	Javelin (5)		1	3	1	1	18	0	70			22	26			31	39	invjav	0	jave,tier	1	-1
!18	Bonesplitter (4)		2	4	1		18	178	0		1			30	96			invscyu	0	nscy,tier	1	2
j42	Blade Talons (2)		1	3	1		10	0	121			28	35					invclw		h2h,tier	1	6
304	Short Sword (4)		1	3	1		14	44	0			22	25					invssd	0	swor,tier	1	-1
329	Spiked Club (4)		1	3	1		15	101	0			26	35					invspc	0	mace,tier	1	-1
hst	Horadric Staff		1	4	1		15	15	0		1			14	20			invhst	10	staf	1	-1
199	War Scepter (2)		2	3	1		8	0	96			24	34					invwsp	0	scep,tier	1	-1
400	Flail (5)		2	3	1		23	266	0			46	74					invfla	0	mace,tier	1	-1
208	Spetum (2)		2	4	1		8	67	95		1			20	50			invspt	0	spea,tier	1	-1
265	Scepter (3)		1	3	1		9	0	53			16	18					invscp	0	scep,tier	1	-1
113	Crystal Sword (1)		2	3	1		5	0	73			13	16					invcrs	0	crsd,tier	1	-1
425	Gnarled Staff (5)		1	4	1		21	0	89		1			52	65			invcst	0	staf,tier	1	-1
315	Flamberge (4)		2	4	1		17	261	0	1	1	48	58	90	96			invflb	0	2hsd,tier	1	-1
2@9	Bonebreaker (4)		1	3	1		16	131	0			30	38					invspcu	0	pclb,tier	1	3
j86	Maiden Pike (5)		2	4	1		23	175	351		1			44	105			invam4		aspe,tier	1	0
432	Short Bow (5)		2	3	1		18	0	116		1			31	35			invsbw	0	bow,tier	1	-1
346	Dagger (4)		1	2	1		13	0	44			21	22					invdgr	0	knif,tier	1	-1
tax	Throwing Axe		1	2	1	1	0	0	40			10	11			6	8	invtax		taxe	1	-1
96@	Scissors Katar (Sacred)		1	3	1		30	0	361			89	94					invskr		qh2h	1	6
371	Long War Bow (4)		2	4	1		19	0	285		1			72	100			invlwb	0	bow,tier	1	-1
!97	Tepoztopilli (Sacred)		2	4	1		30	733	0		1			136	150			inv9bru	0	spsp	1	3
503	Composite Bow (6)		2	3	1		25	0	328		1			70	92			invcbw	0	bow,tier	1	-1
j21	Wrist Blade (1)		1	3	1		1	0	20			10	12					invktr		h2h,tier	1	6
353	Throwing Axe (4)		1	2	1	1	13	79	0			18	20			24	27	invtax	0	taxe,tier	1	-1
496	Bardiche (6)		2	4	1		22	176	71		1			44	52			invbar	0	pole,tier	1	-1
162	Long Bow (1)		2	4	1		1	0	39		1			10	14			invlbw	0	bow,tier	1	-1
494	Battle Staff (6)		1	4	1		26	0	164		1			72	92			invbst	0	staf,tier	1	-1
08@	Two-Handed Sword (Sacred)		1	4	1		30	421	0	1	1	74	77	110	112			inv2hs	0	s2hd	1	-1
1@C	Hand of God (2)		2	3	1		10	221	0		1			45	54			inv9gmu		pham,tier	1	3
300	Short Battle Bow (3)		2	3	1		12	0	138		1			40	54			invsbb	0	bow,tier	1	-1
262	Mace (3)		1	3	1		11	89	0			24	35					invmac	0	mace,tier	1	-1
!61	Flamen Staff (6)		1	4	1		27	138	0		1			53	65			invcstu	0	dstf,tier	1	5
437	Long Battle Bow (5)		2	4	1		21	0	315		1			76	102			invlbb	0	bow,tier	1	-1
248	Great Sword (3)		2	4	1		14	215	0	1	1	42	52	80	85			invgsd	0	2hsd,tier	1	-1
6@6	Ida (2)		2	3	1		8	103	0			26	32					invbsdu	0	bswd,tier	1	4
184	Double Axe (2)		2	3	1		7	76	0			21	30					inv2ax	0	axe,tier	1	-1
j32	Stag Bow (2)		2	4	1		8	0	116		1			27	40			invam1		abow,tier	1	0
8@3	Viper Bow (5)		2	3	1		24	401	0		1			92	120			invsbbu	0	dbow,tier	1	5
!50	Labrys (2)		2	4	1		11	185	0		1			59	65			invgaxu	0	2hbx,tier	1	4
!14	Raptor Scythe (Sacred)		2	4	1		30	414	0		1			153	160			inv9s8u	0	snsy	1	2
!20	Bonesplitter (6)		2	4	1		28	350	0		1			46	140			invscyu	0	nscy,tier	1	2
339	Glaive (4)		1	4	1	1	17	0	202			28	44			45	79	invglv	0	jave,tier	1	-1
j30	Clasped Orb (2)		1	2	1		8	0	14			17	21					invob4		orb,tier	1	1
j15	Stag Bow (1)		2	4	1		3	0	78		1			17	26			invam1		abow,tier	1	0
460	Broad Axe (6)		2	3	1		24	274	0		1			66	81			invbrx	0	2hax,tier	1	-1
8@5	Backsword (2)		1	3	1		8	85	0			24	27					inv9sbu	0	bswd,tier	1	4
395	Giant Axe (5)		2	3	1		24	405	0		1			100	131			invgix	0	2hax,tier	1	-1
!37	Ono (3)		2	3	1		9	67	0		1			26	31			inv9btu	0	2hbx,tier	1	4
57@	Bardiche (Sacred)		2	4	1		30	406	71		1			106	111			invbar	0	qpol	1	-1
!52	Labrys (4)		2	4	1		20	366	0		1			100	107			invgaxu	0	2hbx,tier	1	4
!30	Hammerhead Axe (3)		2	3	1		15	195	0			44	53					invaxeu	0	baxe,tier	1	4
177	Giant Sword (2)		1	4	1		7	87	0	1	1	21	25	36	38			invgis	0	2hsd,tier	1	-1
j33	Reflex Bow (2)		2	4	1		10	0	151		1			34	50			invam2		abow,tier	1	0
252	Double Axe (3)		2	3	1		12	113	0			27	40					inv2ax	0	axe,tier	1	-1
1@5	Spatha (2)		1	3	1		7	67	0			20	24					invscmu	0	bswd,tier	1	4
j29	Smoked Sphere (2)		1	2	1		7	0	30			14	18					invob3		orb,tier	1	1
114	Hand Axe (1)		1	3	1		0	0	0			8	12					invhax	0	axe,tier	1	-1
134	Short Spear (1)		1	3	1	1	2	0	47			11	17			10	22	invssp	0	jave,tier	1	-1
j72	Wrist Blade (4)		1	3	1		15	0	82			24	27					invktr		h2h,tier	1	6
506	Short War Bow (6)		2	3	1		27	0	490		1			100	136			invswb	0	bow,tier	1	-1
qf2	Khalim's Will		2	3	1		20	0	0			8	13					invqf2	17	mace	1	-1
33@	Javelin (Sacred)		1	3	1	1	30	0	376			71	73			105	110	invjav	0	qjvn	1	-1
!53	Labrys (5)		2	4	1		26	506	0		1			123	131			invgaxu	0	2hbx,tier	1	4
368	Short Battle Bow (4)		2	3	1		16	0	197		1			52	71			invsbb	0	bow,tier	1	-1
l10	Wand (1)		1	2	1		0	0	0			1	9					invwnd		wand,tier	1	2
302	Short War Bow (3)		2	3	1		14	0	182		1			50	71			invswb	0	bow,tier	1	-1
j84	Reflex Bow (5)		2	4	1		24	0	414		1			77	107			invam2		abow,tier	1	0
359	War Staff (4)		2	4	1		19	0	104		1			54	72			invwst	0	staf,tier	1	-1
350	Throwing Knife (4)		1	2	1	1	13	0	79			19	20			26	27	invtkn	0	tkni,tier	1	-1
j58	Claws (3)		1	3	1		12	0	108			28	34					invclw		h2h,tier	1	6
38@	Spear (Sacred)		2	4	1		30	376	376		1			106	113			invspr	0	qspe	1	-1
l18	Wand (3)		1	2	1		9	0	6			12	15					invwnd		wand,tier	1	2
6@8	Kriegsmesser (6)		2	3	1		29	543	0			80	95					inv9lsu	0	bswd,tier	1	4
03@	Saber (Sacred)		1	3	1		30	443	0			81	84					invsbr	0	qswd	1	-1
501	Hunter's Bow (6)		2	3	1		24	0	221		1			50	60			invhbw	0	bow,tier	1	-1
l21	Grim Wand (3)		1	2	1		14	0	33			22	35					invgwn		wand,tier	1	2
2@D	Needle Crossbow (5)		2	3	1		20	143	0		1			66	76			invlxbu		nxbw,tier	1	2
!24	Mammen Axe (3)		1	3	1		10	30	0			21	23					invhaxu	0	baxe,tier	1	4
5@5	Spatha (6)		1	3	1		25	299	0			52	60					invscmu	0	bswd,tier	1	4
146	Throwing Knife (1)		1	2	1	1	0	0	15			8	12			4	13	invtkn	0	tkni,tier	1	-1
491	Short Staff (6)		1	3	1		22	0	52		1			44	48			invsst	0	staf,tier	1	-1
317	Crystal Sword (4)		2	3	1		19	0	221			31	36					invcrs	0	crsd,tier	1	-1
504	Short Battle Bow (6)		2	3	1		26	0	382		1			80	106			invsbb	0	bow,tier	1	-1
€00	Mystic Sword		1	4	1		120	500	500			100	150					lab_sword	0	####	1	-1
435	Composite Bow (5)		2	3	1		20	0	236		1			58	76			invcbw	0	bow,tier	1	-1
6@C	Hand of God (Sacred)		2	3	1		30	496	0		1			173	175			inv9gmu		sphm	1	3
415	Dirk (5)		1	2	1		20	0	149			30	32					invdir	0	knif,tier	1	-1
309	Long Sword (4)		2	3	1		17	221	0			45	54					invlsd	0	swor,tier	1	-1
173	Long Sword (2)		2	3	1		8	109	0			27	32					invlsd	0	swor,tier	1	-1
140	Spetum (1)		2	4	1		3	42	63		1			14	35			invspt	0	spea,tier	1	-1
4@A	Angel Star (1)		1	3	1		4	62	0			16	25					invmstu	0	pmac,tier	1	3
18@	Military Pick (Sacred)		2	3	1		30	500	0			88	103					invmpi	0	qaxe	1	-1
366	Long Bow (4)		2	4	1		15	0	138		1			38	49			invlbw	0	bow,tier	1	-1
j13	Clasped Orb (1)		1	2	1		3	0	9			12	16					invob4		orb,tier	1	1
!81	Spirit Edge (5)		1	3	1		25	0	295			30	57					inv9blu	0	nknf,tier	1	2
445	Long Sword (6)		2	3	1		27	427	0			65	77					invlsd	0	swor,tier	1	-1
gpl	Strangling Gas Potion		1	1	1	1	6	0	0				1					invgps	0	tpot	1	-1
203	Glaive (2)		1	4	1	1	8	0	98			17	28			22	44	invglv	0	jave,tier	1	-1
8@A	Angel Star (5)		1	3	1		22	293	0			52	71					invmstu	0	pmac,tier	1	3
4@5	Spatha (5)		1	3	1		21	213	0			44	51					invscmu	0	bswd,tier	1	4
178	Bastard Sword (2)		1	4	1		7	109	0	1	1	25	30	44	47			invbsw	0	2hsd,tier	1	-1
220	Long Staff (2)		1	4	1		6	0	16		1			18	23			invlst	0	staf,tier	1	-1
449	Giant Sword (6)		1	4	1		25	355	0	1	1	52	62	90	96			invgis	0	2hsd,tier	1	-1
332	Flail (4)		2	3	1		19	189	0			38	62					invfla	0	mace,tier	1	-1
!99	Warp Blade (2)		2	3	1		11	0	70			24	39					inv9cru	0	scrd,tier	1	1
l32	Bone Wand (6)		1	2	1		25	0	65			31	45					invbwn		wand,tier	1	2
drc	Amulet		1	1	2		0	0	0									invamu		amul		-1
qbr	Khalim's Brain		1	1	2		0	0	0									invbrnz	17	ques		-1
M1+	\orange;Spiritual Shrine (9 Charges)		1	2	2		0	0	0									@Spiritual		prsh		-1
tsc	Scroll of Town Portal		1	1	2		0	0	0									invbsc		scro		-1
&64	\orange;Mystic Orb	\blue;+2 Required Level\n3% Faster Cast Rate\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
ibk	Tome of Identify		1	2	2	1	0	0	0									invrbk		book		-1
xyz	Right Click to permanently add 20 to Life\nPotion of Life		1	1	2		0	0	0									invxyz	19	ques		-1
brz	Brain		1	1	2		0	0	0									invbrnz		body		-1
36-	\red;Pearl of Wisdom	\dgrey;Location: Act 5 Drifter Cavern\nMedium (2/8)\nUberlevel\n\n-- Island of the Sunless Sea --	1	1	2		0	0	0									shinieGreen		thng		-1
31+	\orange;Mystic Orb	\blue;+2 Required Level\n+1% Experience Gained\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
C3+	\orange;Quiet Shrine (7 Charges)		1	2	2		0	0	0									@Quiet		prsh		-1
x03	Worldstone Orb		1	1	2		0	0	0									invgmy		arac		4
J9+	\orange;Sacred Shrine (1 Charge)		1	2	2		0	0	0									@Sacred		prsh		-1
04^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
7xf	Amulet		1	1	2		0	0	0									invamu		amul		-1
20+	\orange;Mystic Orb	\blue;+2 Required Level\n1% Chance to cast level 3 Thunder Hammer when you Kill an Enemy\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
r17	\purple;Lum Rune		1	1	2		37	0	0									invrLum		rune		-1
dr4	Amulet		1	1	2		0	0	0									invamu		amul		-1
&a4	\orange;Mystic Orb	\blue;+2 Required Level\n+1 to Summon Shredder\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
t@t	Demonsbane		1	1	2		0	0	0									invhscr2		grtz		-1
qqc	Bolt Quiver (Sacred)		1	3	2	1	75	0	0									invcqv		qcqv	2	-1
r38	\purple;Thur Rune		1	1	2		84	0	0									r-a-09		rune		-1
E4+	\orange;Weird Shrine (6 Charges)		1	2	2		0	0	0									@Weird		prsh		-1
N2+	\orange;Magical Shrine (8 Charges)		1	2	2		0	0	0									@Magical		prsh		-1
a55	Optical Detector		1	1	2		0	0	0									inveye		grtz		-1
r24	\purple;Ist Rune		1	1	2		51	0	0									invrIst		rune		-1
P9+	\orange;Divine Shrine (1 Charge)		1	2	2		0	0	0									jbscross		prsh		-1
gpg	\purple;Perfect Emerald		1	1	2		18	0	0									invgsge		geme,gem4		-1
Kx5	\red;Ice Stone	\orange;Cube with an unknown skull	1	1	2		0	0	0									cold-rune		thng		-1
#X91	\orange;Special Box	Enjoy your gifts!\nCube with an Oil and click Transmute!	2	2	2		0	0	0									specialbox		phbx		-1
E5+	\orange;Weird Shrine (5 Charges)		1	2	2		0	0	0									@Weird		prsh		-1
Q8+	\orange;Hidden Shrine (2 Charges)		1	2	2		0	0	0									@Hidden		prsh		-1
yo5	\purple;Perfect Rainbow Stone		1	1	2		18	0	0									og5		gemx,gem4		-1
21-	\red;Pearl of Wisdom	\dgrey;Location: Act 1 The Pit 2\nMedium (2/8)\nDungeon Uberquest\n\n-- Infernal Machine --	1	1	2		0	0	0									shinieRed		thng		-1
10^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
ba3	Amulet		1	1	2		0	0	0									invamu		amul		-1
T4+	\orange;Cryptic Shrine (6 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
tr2	Cube Reagent\nScroll of Resistance	from Tran Athulua Uberquest!\nSunstone of the Elements\nCube this scroll with the	2	2	2		0	0	0									invscb	32	thng		-1
bac	Amulet		1	1	2		0	0	0									invamu		amul		-1
I6+	\orange;Ornate Shrine (4 Charges)		1	2	2		0	0	0									@Ornate		prsh		-1
24+	\orange;Mystic Orb	\blue;+2 Required Level\nPoison Resist +6%\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
quz	Boom!	Right-click: Free Attribute Points:	1	1	2		0	0	0									invfary3		poti		-1
&03	\orange;Mystic Orb	\blue;+2 Required Level\n+2 to Energy\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
G5+	\orange;Tainted Shrine (5 Charges)		1	2	2		0	0	0									@Tainted		prsh		-1
46-	\red;Pearl of Wisdom	\dgrey;bonus recipes are doubled in power.\nHonorific items are blank, but affix\nHonorific item.\nCandle and a Victim's Heart to create an\nCube any magic weapon/armor with a Meditation\n\n-- Honorific Items --	1	1	2		0	0	0									shinieYellow		thng		-1
x2x	Sunstone of Ice	\red;Cube with your Sunstone of the Elements!	1	1	2		0	0	0									invgmb		grtz		-1
Kx3	\red;Poison Stone	\orange;Cube with an unknown skull	1	1	2		0	0	0									pois-rune		thng		-1
ob7	Amulet		1	1	2		0	0	0									invamu		amul		-1
&23	\orange;Mystic Orb	\blue;+2 Required Level\nLightning Resist +6%\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
am6	Amulet		1	1	2		0	0	0									invamu		amul		-1
0g2	\red;Elixir of Greater Wealth	+600% Gold Find for 60 seconds	1	1	2		0	0	0									invxyz		hpot		-1
gpr	\purple;Perfect Ruby		1	1	2		18	0	0									invgsre		gemr,gem4		-1
&17	\orange;Mystic Orb	\blue;+2 Required Level\n3% Bonus to Poison Skill Duration\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
R6+	\orange;Stone Shrine (4 Charges)		1	2	2		0	0	0									@Stone		prsh		-1
O9+	\orange;Enchanted Shrine (1 Charge)		1	2	2		0	0	0									@Enchanted		prsh		-1
vor2	Sigil of Deadly Sins		1	1	2		0	0	0									invrinquest		kill		-1
gsv	\purple;Amethyst		1	1	2		12	0	0									invgsvc		gema,gem2		-1
G7+	\orange;Tainted Shrine (3 Charges)		1	2	2		0	0	0									@Tainted		prsh		-1
&47	\orange;Mystic Orb	\blue;+2 Required Level\nRequirements -1%\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
zka	\dgreen;Signet of Gold	Right-click: Gold in Bank:	1	1	2		0	0	0									sigil3B		poti		-1
\\6	\orange;Mythic Cycle		1	1	2		0	0	0									invflag		grtz		-1
paa	Amulet		1	1	2		0	0	0									invamu		amul		-1
&74	\orange;Mystic Orb\nEye of Malic	\blue;+10 Required Level\nAdds 15-30 Cold Damage\nAdds 15-30 Fire Damage\n1% Chance to cast level 14 Frozen Soul on Attack\n1% Chance to cast level 14 Bloodstar on Attack\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa,asa#		-1
yq8	Zakarum's Ear		1	1	2		0	0	0									invear		grtz		-1
R2+	\orange;Stone Shrine (8 Charges)		1	2	2		0	0	0									@Stone		prsh		-1
&35	\orange;Mystic Orb	\blue;+2 Required Level\n25% Bonus to Attack Rating\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
G4+	\orange;Tainted Shrine (6 Charges)		1	2	2		0	0	0									@Tainted		prsh		-1
P7+	\orange;Divine Shrine (3 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
mpo	FLYING POLAR BUFFALO ERROR		1	1	2		0	0	0									invbps		mpot		-1
hrb	Herb		1	1	2		0	0	0									invhrb		herb		-1
S4+	\orange;Religious Shrine (6 Charges)		1	2	2		0	0	0									jbscross		prsh		-1
#5^	\grey;Cube Reagent\n\orange;Arcane Shards #4		1	1	2		0	0	0									invfary4		thng		-1
tch	Torch		1	2	2		0	0	0									invtrch		torc		-1
H1+	\orange;Fascinating Shrine (9 Charges)		1	2	2		0	0	0									@Fascinating		prsh		-1
2x6	\dgreen;Beta Brain		1	1	2		0	0	0									invbrnz		thng		-1
&32	\orange;Mystic Orb	\blue;+2 Required Level\n2% Life Stolen per Hit\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
&21	\orange;Mystic Orb	\blue;+2 Required Level\nFire Resist +6%\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
&52	\orange;Mystic Orb	\blue;+2 Required Level\n3% Faster Hit Recovery\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
29-	\red;Pearl of Wisdom	\dgrey;Location: Act 5 Arreat Summit\nTricky (3/8)\nSummoning Uberquest\n\n-- Assault on Mount Arreat --	1	1	2		0	0	0									shiniePurple		thng		-1
34+	\orange;Mystic Orb	\blue;+2 Required Level\n1% Chance to cast level 3 Celerity on Attack\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
23-	\red;Pearl of Wisdom	\dgrey;Location: Act 3 Forgotten Reliquary\nHard (4/8)\nDungeon Uberquest\n\n-- Azmodan --	1	1	2		0	0	0									shinieRed		thng		-1
17-	\red;Pearl of Wisdom	\dgrey;What you may get is quite unpredictable!\nnew item of the same type.\njewel to create a completely random\nCube any item with an Oil of Luck and a\n\n-- Chaos Reroll Recipe --	1	1	2		0	0	0									shinieYellow		thng		-1
15^	\dgreen;Custom Signet of Learning	Right-click: Free Attribute Points:	1	1	2		0	0	0									newlearningFTW		poti		-1
O8+	\orange;Enchanted Shrine (2 Charges)		1	2	2		0	0	0									@Enchanted		prsh		-1
32+	\orange;Mystic Orb	\blue;+2 Required Level\n2% Life Stolen per Hit\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
B6+	\orange;Abandoned Shrine (4 Charges)		1	2	2		0	0	0									@Abandoned		prsh		-1
&68	\orange;Mystic Orb\nHeart of Frost	\blue;+10 Required Level\n+5% to Cold Spell Damage\n+3% Bonus to Summoned Minion Damage\nEnhanced Weapon Damage +10%\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa,asa#		-1
ey1	\red;Elixir of Poison	Poison Spell Damage +50% for 60 seconds	1	1	2		0	0	0									invxyz		hpot		-1
`|#	The Sleep		1	1	2		120	0	0									jewelabc		grtz		-1
r08	\purple;Ral Rune		1	1	2		19	0	0									invrRal		rune		-1
gcw	\purple;Chipped Diamond		1	1	2		1	0	0									invgswa		gemd,gem0		-1
29+	\orange;Mystic Orb	\blue;+2 Required Level\n+6 to Mana when Struck\n\white;Cube with Any Armor to Add Bonus	1	1	2		0	0	0									orb_armo		asaa		-1
H4+	\orange;Fascinating Shrine (6 Charges)		1	2	2		0	0	0									@Fascinating		prsh		-1
vor1	Ring of Pride		1	1	2		0	0	0									invrinquest		kill		-1
ice	Keep it to thaw Anya\nMalah's Potion		1	1	2		0	0	0									invxyz	32	ques		-1
9$b	\purple;Flawed Bloodstone		1	1	2		5	0	0									invgscb		gemp,gem1		-1
r60	\grey;Secret Rune\n\purple;Poison Rune		1	1	2		100	0	0									pois-rune		xrun		-1
35-	\red;Pearl of Wisdom	\dgrey;Location: Act 3 Arachnid Lair\nEasy (1/8)\nUberlevel\n\n-- Kurast 3000 BA --	1	1	2		0	0	0									shinieGreen		thng		-1
c@c	\red;Moon Symbol	A blessed symbol of the goddess...	1	1	2		0	0	0									moon1		poti		-1
&42	\orange;Mystic Orb	\blue;+2 Required Level\n-1% to Enemy Cold Resistance\n\white;Cube with Item to Add Bonus	1	1	2		0	0	0									orb_any		asaa		-1
vps	Stamina Potion		1	1	2		0	0	0									invwps		spot		-1
r44	\purple;Yul Rune		1	1	2		100	0	0									r-a-15		rune		-1
k.Z	\red;Key of Damnation		2	2	2		0	0	0									k-Z		thng		-1
D8+	\orange;Eerie Shrine (2 Charges)		1	2	2		0	0	0									@Eerie		prsh		-1
baa	Amulet		1	1	2		0	0	0									invamu		amul		-1
gsb	\purple;Sapphire		1	1	2		12	0	0									invgsbc		gems,gem2		-1
r43	\purple;No Rune		1	1	2		100	0	0									r-a-14		rune		-1
ne9	Amulet		1	1	2		0	0	0									invamu		amul		-1
r22	\purple;Um Rune		1	1	2		47	0	0									invrUm		rune		-1
yps	Antidote Potion		1	1	2		0	0	0									invnps		apot		-1
E8+	\orange;Weird Shrine (2 Charges)		1	2	2		0	0	0									@Weird		prsh		-1
#4^	\grey;Cube Reagent\n\orange;Arcane Shards #3		1	1	2		0	0	0									invfary3		thng		-1
&a3	\orange;Mystic Orb	\blue;+2 Required Level\n+1 to Summon Daystar\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
j34	A Jade Figurine		1	2	2		0	0	0									invjbi	19	ques		-1
yq1	Sunless Crystal Bird		1	2	2		0	0	0									bird4		grtz		-1
!@5	\dgreen;Evil Eye of the Bane Hunter		1	1	2		0	0	0									evileye		thng		-1
&82	\orange;Mystic Orb\nVizjun's Ball Bearing	\blue;+10 Required Level\n+50 Maximum Stamina\n+5 to Dexterity\n3% Deadly Strike\n10% Faster Run/Walk\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa,asa#		-1
25-	\red;Pearl of Wisdom	\dgrey;Location: Act 1 Underground Passage 2\nExtreme (6/8)\nDungeon Uberquest\n\n-- Cathedral of Vanity --	1	1	2		0	0	0									shinieRed		thng		-1
r28	\purple;Lo Rune		1	1	2		59	0	0									invrLo		rune		-1
u@+	\gold;I Am Rich	\red;wealthy and powerful.\ndestroying them. I can afford this because I am\nBrother Laz and Uldyssian trophies to create,\nThis item does nothing and requires the Kabraxis,	1	1	2		0	0	0									redgem		grtz		-1
Q9+	\orange;Hidden Shrine (1 Charge)		1	2	2		0	0	0									@Hidden		prsh		-1
I1+	\orange;Ornate Shrine (9 Charges)		1	2	2		0	0	0									@Ornate		prsh		-1
key	Key		1	1	2	1	0	0	0									invkey		key		-1
z1+	\orange;Mystic Orb	\blue;+2 Required Level\n+1% to Buff/Debuff/Cold Skill Duration\n\white;Cube with Ring/Amulet to Add Bonus	1	1	2		0	0	0									orb_misc		asaa		-1
&62	\orange;Mystic Orb	\blue;+2 Required Level\n+2 Energy Factor to Spell Damage\n\white;Cube with Any Weapon to Add Bonus	1	1	2		0	0	0									orb_weap		asaa		-1
08-	\red;Pearl of Wisdom	\dgrey;smarter than your common foe. Beware!\nmonsters are far more dangerous and\nthroughout Sanctuary, Elite\nWalking among their lesser brethren\n\n-- Elite Monsters --	1	1	2		0	0	0									ShinieWhite		thng		-1
r54	\grey;Great Rune\n\purple;Krys Rune		1	1	2		100	0	0									r-d-07		rune		-1
H6+	\orange;Fascinating Shrine (4 Charges)		1	2	2		0	0	0									@Fascinating		prsh		-1
x1x	Sunstone of Fire	\red;Cube with your Sunstone of the Elements!	1	1	2		0	0	0									invgmr		grtz		-1
ktr	Amulet		1	1	2		0	0	0									invamu		amul		-1
