"Cutthroat1"	"Злоба Бартука"
"11364"	"\dgrey;+0.5% к Максимальномым Сопротивлениям Стихиям\n+250 к Жизни\n\grey;(за каждую вставленную Великую/Элементальную Руну)\n\orange;Gematria"
"11365"	"Не Наносит Урон Молнией"
"x"	""
"x"	""
"11368"	"Поздравляем!"
"11369"	"Смешайте в Кубе После Убийства Dark Star Dragon Менее чем за 1,5 Минуты"
"11370"	"+8 к Максимальному Количеству Снарядов Forked Lightning"
"11371"	"Не Наносит Сокрушительных Ударов\nВаши Атаки Игнорируют Физическое Сопротивление Нежити\n40% Жизни Существ Добавляется как Общая Защита Персонажа\n12% Урона Существ Добавляется как Смертельный Удар"
"11372"	"(Максимально: 1 минута между убийствами)\nСмешайте в Кубе после убиства Imperius и Malthael"
"11373"	"Смешайте в Кубе с Essence/Runestone для добавления Свойства"
"11374"	"Можно Улучшить с помощью Ghost Trance"
"11375"	"Шанс Избежать Урона становится 0%"
"11376"	"Огненные Элементали получают 100% их Физического Урона как Урон Огня"
"11377"	"Добавляет 1-3 Урона Огнём, Холодом и Молнией Оружию за 1 Фокусировку Заклинаний"
"11378"	"+120% Физического Урона Оружия при использовании Скипетра (Scepter)"
"11379"	"\dgrey;+1 Снаряд для Iceburst\n\orange;Когда у вас в руках это оружие и ещё одно:"
"11380"	"\dgrey; +100% к Снарядам Noctule\n\orange;Когда у вас в руках два таких оружия:"
"11381"	"Вы Не Можете Сами Призывать Ice Elementals"
"11382"	"Вы Не Можете Сами Призывать Blade Spirits"
"11383"	"\orange;Аура Hellfire Уровня 8"
"11384"	"Death Ripple: +1 Снаряд\nBane: +100% к Длительности"
"11385"	"+33% к Скорости Прыжка"
"11386"	"Arrow Swarm: на 50% Больше Снарядов"
"11387"	"Sanguine Covenant Восстанавливает 3.5% Максимальной Жизни в Секунду"
"11388"	"Ecstatic Frenzy Не Уменьшает Вашу Защиту"
"11389"	"Scorpion Blade: +2 Снаряда"
"11390"	"Guardian Spirits Наследуют 100% от Вашего Смертельного Удара"
"11391"	"Veil King: +100% к Жизни и Урону"
"11392"	"Deathlord Делает Вас Значительно Уязвимым для Всего Урона"
"11393"	"\dgrey;+3% Общий Физический Урон Оружия за Уровень Tantrum\n+0.5% Сокрушительного Удара за Уровень Tantrum\n+0.5% Смертельного Удара за Уровень Tantrum\n\orange;Когда Tantrum Активен:"
"11394"	"Graveyard: +40% кОбщему Урону и +2 Снаряда\nНе Наносит Урона Огнём, Молнией или Холодом"
"11395"	"+1% к Урону Заклинаний Холода за Каждый Уровень Навыка Ваших Пассивных Путей\nLimpet Laser: +1 Снаряд"
"11396"	"Этот Урон Огнём Увеличивается на 10% за Каждый БУН в древе Арбалета\nFlametail Shot: +500 Урона Огнём"
"11397"	"Sun Strike: +18% Бонусного Урона Огнём за каждый БУН в древе Лука\nSun Strike Выпускает 1 Снаряд"
"11398"	"Parasite: +200% Бонусного Магического Урона"
"11399"	"-2% к Стихийным Сопротивлениям Врага за каждый БУН Carnage"
"11400"	"Этот Урон Огнём Увеличивается на 15% за каждый БУН у Wildfire\nДобавляет 750 Урона Огнём для Idol of Scosglen"
"11401"	"Laughing Ghost: +8% Бонусного Магического Урона за каждый БУН в древе Призыва"
"11402"	"\dgrey;Добавляет 100-200 Урона Холодом\n-10% к Сопротивлению Холоду у Врага \n\grey;(за каждую вставленную Великую/Стихийную Руну)\n\orange;Gematria"
"11403"	"Добавляет 40-60% Ловкости как Магический Урон Оружию"
"11404"	"Трое - это Компания''\n''Чрез Широкие и Мрачные Моря Поплыву Я"
"11405"	"''Чрез Широкие и Мрачные Моря Поплыву Я''"
"11406"	"\dgrey;+25% к Общей Защите Персонажа\n-5% к Стихийным Сопротивлениям\n+5% к Сопротивлению Физическому Урону\n\grey;(за каждую вставленную Великую/Элементальную Руну)\n\orange;Gematria"
"11407"	"Hunting Banshee: +1 Снаряд"
"11408"	"Hunting Banshee: +2 Снаряда"
"11409"	"-2% к Стихийным Сопротивлениям Врага за каждый БУН Nephalem Spirit"
"11410"	"Увеличение Частоты Грома Discharge на 1 секунду"
"11411"	"Exorcism: +50% к Общему Урону"
"11412"	"Bloodbath Активен"
"11413"	"(Макс: 1 минута друг от друга)\nСмешайте в Кубе после убийства Rathma и Mendeln"
"StrCfgAutomapMode"	"Маленькая карта"
"StrCfgTextOnlyNotif"	"Уведомления только текстом"
"StrCfgDebugUi"	"Отладочный интерфейс"
"StrCfgColorblind"	"Помощь при цветовой слепоте"
"StrMinute"	" минута"
"StrMinutes"	" минут(ы)"
"11420"	"+500% к Общему Физическому Урону Оружия"
"11421"	"-70% к Стихийным Сопротивлениям Врага"
"11422"	"Аура Warp Field Уровня 20"
"11423"	"Обнуляет Alchemical Provision"
"StrCfgShowAutomapParty"	"Отображение существ и наёмника на карте"
"11425"	"+1 Дополнительный Veil King"
"11426"	"Night Hawks: +10% к Общему Урону и +2 Дополнительных Ястреба\nVeil King: +25% к Общему Урону"
"11427"	"+1 Дополнительный Fireheart Totem"
"11428"	"Grim Vision: Уровень Ауры Увеличивается на 5"
"11429"	"\dgrey;+160% к Урону Iron Golem\n+20% к Сокрушительному Удару\n+20% к Смертельному Удару\n\orange;Когда Iron Golem Поглощает Эту Вещь:"
"11430"	"+1 Дополнительный Тотем"
"11431"	""
"11432"	"Убитые Монстры Не Оставляют Трупов"
"11433"	"\dgrey;Смешайте вашу улучшенную vial пока не стало слишком поздно\nУбейте его в течение получаса между 11-ю и 12-ю часами\nчтобы Куб стал испорчен Небытием\nПродержитесь под атаками Herald'а достаточно долго\n\blue;Для самых храбрых или безумных:\n\n"
"11434"	"\dgrey;+50 к Жизни\n+25 к Мане\n+5% к Шансу Нахождения Магических Предметов\n+1% к Сопротивлению Физическому Урону\n+10 к Жизни за Убийство\n\grey;(Основано на Трофеях)\n\orange;Medals of Honor"
"11435"	"\gold;Призывает по 2 Эдирема за раз\nМожет Призывать Эдиремов Где Угодно\n\dgrey;+50% Шанс Сокрушительного Удара\n+20% Жизни добавляется как Урон\n20% Возродить как: \yellow;Эдирем\dgrey;\n\orange;Призыв Эдиремов:"
"11436"	"Призыв Эдиремов: +5000 к Защите"
"11437"	"\dgrey;+10 к Энергии\n+10 к Ловкости\n\orange; Смешайте с Трофеем для Добавления Бонуса:"
"11438"	"\dgrey;+10 к Живучести\n+10 к Силе\n\orange; Смешайте с Трофеем для Добавления Бонуса:"
"11439"	"Scorpion Sting: +1% Шанс Пробивания для Lightning Fury за БУН"
"11440"	"ATMG Sentry: +20 Магического Урона за Уровень"
"11441"	"+250% к Жизни и Урону Veil King"
"11442"	"Для открытия его подлинной мощи\n\n\dgrey;Yham Rune\nIah Rune\nтремя Greater Signet of Learning\n\blue;Смешайте этот предмет с:"
"11443"	"Для открытия его подлинной мощи\n\n\dgrey;Qor Rune\nGhal Rune\nтремя Greater Signet of Learning\n\blue;Смешайте этот предмет с:"
"11444"	"Tantrum: 20% Живучести добавляется как Урон Холодом"
"11445"	"Gamma Field: Увеличенный Урон и Уменьшенна Длительность"
"11446"	"Soulshatter: +200 Урона Огнём за Уровень"
"11447"	"\orange;Ignis Fatuus: бонусы увеличиваются на 50%"
"11448"	"\dgrey;+3% к Восстановлению после Удара (за БУН)\n+3% к Урону Заклинаний Холода (за БУН)\n\orange;После использования Mana Sweep:"
"11449"	"\gold;Перезарядка Wyrd увеличивается на 0.3 секунды\n\orange;Wyrd: Оглушает Цель на 0.2 секунды"
"11450"	"Поздравляем!"
"11451"	"Добавляет 2500-2500 Магического Урона"
"11452"	"Магическое и Стихийные Сопротивления ближайших врагов уменьшаются на 10%"
"11453"	"\dgrey;- Demonic Forgery -"
"11454"	"\dgrey;- Curse of the Warlord -"
"11455"	"\dgrey;- Divine Mandate -"
"11456"	"\dgrey;- Arcane Guidance -"
"11457"	"\dgrey;- Eternal Reign -"
"11458"	"\dgrey;- Infernal Blaze -"
"11459"	"\dgrey;- Demonic Delirium -"
"11460"	"\dgrey;- Blighted Grace -"
"11461"	"\dgrey;- Askari Valor -"
"11462"	"\dgrey;- Virtuosity of the Elements -"
"11463"	"\dgrey;- Web of Deception -"
"11464"	"\dgrey;- Vile Dissolution -"
"11465"	"\dgrey;- Power Synthesis -"
"11466"	"\dgrey;- Glimmer of Genesis -"
"11467"	"\dgrey;- Revelations of the Cult -"
"11468"	"\dgrey;- Legacy of the Ancients -"
"11469"	"\dgrey;- Shadow's Embrace -"
"11470"	"\dgrey;- Glow of the Dark Star -"
"11471"	"\dgrey;- Axioms of Equilibrium -"
"11472"	"\dgrey;- Stigma of Excidium -"
"11473"	"(Броня будет Расщеплена Рецептом)\nЕсли Смешать с The Sleep Даёт Дополнительное Пробуждение"
"11474"	"\dgrey;- Athulua's Determination -"
"11475"	"\dgrey;остатки некогда сильной брони..."
"11476"	"Сложность: 60%\nМои Поздравления!"
"11477"	"Сложность: 65%\nМои Поздравления!"
"11478"	"Сложность: 70%\nМои Поздравления!"
"11479"	"Сложность: 75%\nМои Поздравления!"
"11480"	"Сложность: 80%\nМои Поздравления!"
"11481"	"Сложность: 90%\nМои Поздравления!"
"11482"	"Сложность: 100%\nМои Поздравления!"
"11483"	"\blue;Смешайте с Trophy Fragment: Восстанавливает +20%\n\dgrey;Максимальное Сопротивление Стихиям +3%\nОбщая защита персонажа +50%\n+2 ко Всем Навыкам\n\grey;(Основано на Проценте Восстановления)\n\orange;Возмещение"
"11484"	"\blue;Смешайте с Trophy Fragment: Восстанавливает +4%\n\dgrey;Максимум Жизни +7%\nСопротивление Физическому Урону +15%\n+50% к Боевым Скоростям\n\grey;(Основано на Проценте Восстановления)\n\orange;Возмещение"
"11485"	"\blue;Смешайте с Trophy Fragment: Восстанавливает +5%\n\dgrey;+50% к Поиску Магических Предметов\n+10 ко Всем Навыкам\n+150 к Жизни после каждого Убийста\n-50% к Сопротивлению Холоду у Врага\nСтановится Доступного для Каждого Класса\n\grey;(Основано на Проценте Восстановления)\n\orange;Возмещение"
"11486"	"\dgrey;Максимальное Сопротивление Стихиям +3%\nОбщая защита персонажа +50%\n+2 ко Всем Навыкам\n\orange;Trophy Blessing"
"11487"	"\dgrey;Максимум Жизни +7%\nСопротивление Физическому Урону +15%\n+50% к Боевым Скоростям\n\orange;Trophy Blessing"
"11488"	"\dgrey;+50% к Поиску Магических Предметов\n+10 ко Всем Навыкам\n+150 к Жизни после каждого Убийства\n-50% к Сопротивлению Холоду у Врага\n\orange;Trophy Blessing"
"11489"	"50% Силы Добавляется как Урон Огнём Оружию"
"11490"	"33% Ловкости Добавляется как Урон Холодом Оружию"
"11491"	"36% Ловкости Добавляется как Урон Молнией Оружию"
"11492"	"37% Ловкости Добавляется как Урон Трёх Стихий Оружию"
"11493"	"Перезарядка Catalyst Trap Уменьшена на 10 секунд\nРадиус Incineration Trap Уменьшен на 50%"
"11494"	"+1% к Урону Ловушки за каждые 5 Базовой Силы"
"11495"	"\orange;50% Силы Добавляется как Магический Урон для свойства Урон по Площади"
"11496"	"+3% к Сопротивлению Физическому Урону за каждый БУН Resurgence \n+1% к Максимальному Сопротивлению Стихиям за каждый Тотем Данной Стихии"
"11497"	"-25% к Сопротивлению Стихиям у Врага для Ваших Ловушек"
"11498"	"\blue;Общий Физический Урон Оружия -150%\n\orange;Добавляет 5-7 Урона Огнём Оружию за каждые 2% Скорости Атаки"
"11499"	"Длительность Bloodbath Увеличена на 5 секунд"
"11500"	"Backstab: Шанс Увернуться Уменьшен на 100%\nBackstab: Длительность Увеличена на 8 секунд"
"11501"	"\orange;Добавляет 50% Текущей Маны как Урон Холодом\nВ Форме Werewolf:"
"11502"	"-75% Вытягивание Маны в Форме Werewolf"
"11503"	"Metal Solace: Также Улучшает Тотемы"
"11504"	"+1 Снаряд для Punishers"
"11505"	"Fire Elementals Получают Ваш Урон Заклинаний Огня"
"11506"	"Fire Elementals Получают Вашу Энергию и Фокусировку Заклинаний"
"11507"	"+1% к Урону Заклинаний Молнии за каждые 2% Поиска Золота"
"11508"	"+3 Дополнительных Dragon Wyrms"
"11509"	"Dragon Breath: Уменьшает Физический Урон Оружия на 25%"
"11510"	"Hoplites: +5% Пробивание Яда за каждый БУН Plague"
"11511"	"Количество Wyrm'ов Уменьшается на 5\nDragon Wyrms Выпускают 2 Снаряда"
"11512"	"\green;\n\grey;(Активно во время B Blessing)\n\orange;Nephalem Glory\n"
"11513"	"\green;\n\grey;(Активно во время V- Blessing)\n\orange;Sharp-Tooth Eye\n"
"11514"	"Эффекты Сфер для этой Вещи в 4 раза Больше"
"11515"	"Восстанавливает 20% Жизни за 5 Секунд при Получении Урона Оружия"
"11516"	"+20% к Общему Урону Curare"
"11517"	"\dgrey;-150% к Урону Призываемых Существ\n+250 к Восстановлению Жизни в Секунду\n+20% к Урону Malice\n\orange;Если у вас нет Ultimate Навыка:"
"11518"	"Уникальные Сферы Добавляют Ещё +7 к Требуемому Уровню"
"11519"	"\dgrey;Immersion Крадёт Жизнь\n\orange;С надетыми The Catalyst и The Judgement:"
"11520"	"\dgrey;+24% к Урону Заклинаний Twilight Havoc за БУН в Chronofield\n+12% к Урону Заклинаний Twilight Havoc за БУН в Атакующие Arcane навыки\n\orange;С надетыми The Catalyst и The Judgement:"
"11521"	"\dgrey;Hive добавляет 0.75% Живучести к Энергии за БУН в Arcane Древо (макс. 40%)\n\orange;С надетыми The Catalyst и The Judgement:"
"11522"	"Длительность Hive Уменьшается до 30 Секунд"
"11523"	"+15% к Урону Malice"
"11524"	"28% Силы Добавляется как Урон Молнией к Оружию"
"11525"	"Mana Sweep: -25% Общий Урон, Не Вытягивает Ману"
"11526"	"Fury: +4 секунды к Базовой Длительности"
"11527"	"15% Ловкости добавляется как Общий Физический Урон Оружия\n-1% к Сопротивлению Яду у Врага за 1% Шанс Блока"
"11528"	"+15 Топоров для Overkill"
"11529"	"+50% Бонусного Магического Урона для Rebound"
"11530"	"Эффект Лечения от Яблока Когда Надето"
"11531"	"\dgrey;+1 ко Всем Навыкам\n+20% к Стихийному Урону Заклинаний\n+25 к Фокусировке Заклинаний\n\grey;(Бонус за Hidden Крафты)\n\orange;Hidden Reliquary"
"11532"	"33% Ловкости Добавляется как Урон Молнии Оружию"
"11533"	"+1 Дополнительное Воскрешение"
"11534"	"Split Arrow: +8 Снарядов"
"11535"	"+2 Снаряда для Sandstorm"
"11536"	"Размер Cone of Cold Увеличивается на 50%"
"11537"	"+1 Снаряд для Diseased Cattle"
"11538"	"+4% к Пробиванию Euphoria"
"11539"	"+1 Дополнительный Тотем Fireheart"
"11540"	"+1 Дополнительный Тотем Frostclaw"
"11541"	"+1 Дополнительный Тотем Stormeye"
"11542"	"Flamefront: +1 к Максимуму Снарядов"
"11543"	"+1 Дополнительный Guardian Spirit"
"11544"	""
"11545"	"+1 Дополнительный Hoplite"
"11546"	"+1 Дополнительный Ice Elemental"
"11547"	"+1 Снаряд для Ice Lance"
"11548"	"+5 Снарядов для Hail of Stones"
"11549"	"+1 Дополнительный Thunder Bear"
"11550"	""
"11551"	"+1 Снаряд для Razor Spines"
"11552"	"Длительность Moonbeam Увеличивается на 3 секунды"
"11553"	"Nightmare Уменьшает Сопротивление Физическому Урону на 6%"
"11554"	"Перезарядка Blast Wave Снижается Вдвое"
"11555"	"+8 Топоров для Overkill"
"11556"	"+1 Снаряд для Pain Spirit"
"11557"	"Parasite Получает 5 Дополнительных Целей"
"11558"	"+150 Базовой Энергии для Psicrown"
"11559"	"Shred: +50% к Длительности"
"11560"	"Длительность Spark of Hope Увеличивается на 15 секунд"
"11561"	"+10 Снарядов для Rebound"
"11562"	"Eviscerate: +1 Снаряд"
"11563"	"+2 Снаряда для Rock Shock"
"11564"	"+1 Дополнительный Servant"
"11565"	"Длительность Screaming Eagle Увеличивается на 3 секунды"
"11566"	"+1 Снаряд для Silver Dart"
"11567"	"20% Пробивание Молнии Slayer'ам"
"11568"	"Solar Flare: +30% к Длительности"
"11569"	"Магический Урон Spore Shot Увеличивается на 100%"
"11570"	"+1 Снаряд для Squall Gust"
"11571"	"+2 Снаряда для Storm Crows"
"11572"	"+2 Дополнительных Harvesters"
"11573"	"+25% Пробивание Огня для Fire Elementals"
"11574"	"Blood Skeleton: +5 к Ауре Grim Vision"
"11575"	"+3 Дополнительных Night Hawks"
"11576"	"Jinn: +4 к Hellfire Aura"
"11577"	"+1 Дополнительная Lamia"
"11578"	"+1 Дополнительный Rampagor"
"11579"	"+15% Стихийного Урона Заклинаний к Demon Blood Aura"
"11580"	"Veil King: +8% к Смертельному Удару"
"11581"	"Перезарядка Teleport Уменьшается на 0.5 секунды (мин.: 2с)"
"11582"	"+3 к Максимуму Снарядов для Tempest"
"11583"	"+1 Дополнительный Venomcloud Totem"
"11584"	"+30% Общий Физический Урон Оружия в Форме Wereowl"
"11585"	"+25% Поиск Маг. Предметов Возле Revenant"
"11586"	"Hunter's Mark: Увеличение Урона за Удар"
"11587"	"+3 Цели для Wyrmshot"
"11588"	"Champion of Sanctuary"
"11589"	"Lethal Incision: +1 Дополнительный Клинок"
"11590"	"+2 Снаряда для Magic Missiles"
"11591"	"+10% к Урону Lightning Fury"
"11592"	"Blink Восстанавливает Выносливость, Если у Вас есть Очко в Summon Familiars"
"11593"	"+2 Снаряда для Bloodstar"
"11594"	"+30% Бонусный Урон для Doom"
"11595"	"+75% к Скорости Передвижения после использования Jitan's Gate"
"11596"	"Takedown: +1 к Максимуму Зарядов Fury"
"11597"	"+8% к Общему Урону Psionic Storm"
"11598"	"+1 Снаряд для Punisher"
"11599"	""
"ModitemEleInnateSeq"	"\grey;Врождённый Урон Огнём: \red;%d\grey; (%.1f%% от %s)"
"x"	"\grey;Врождённый Урон Молнией: \yellow;%d \grey;(%.1f%% от %s)"
"x"	"\grey;Врождённый Урон Холодом: \blue;%d \grey;(%.1f%% от %s)"
"x"	"\grey;Врождённый Урон Ядом: \green;%d \grey;(%.1f%% от %s)"
"x"	"\grey;Врождённый Магический Урон: \orange;%d \grey;(%.1f%% от %s)"
"x"	"\grey;Врождённый Трёхстихийный Урон: \orange;%d \grey;(%.1f%% от %s)"
"x"	"%d %.1f %s"
"x"	"%d %.1f %s"
"x"	"%d %.1f %s"
"x"	"%d %.1f %s"
"11610"	""
"11611"	"Crane Stance Уровня 14"
"11612"	"Crane Stance Уровня 1"
"11613"	"Crane Stance Уровня 3"
"11614"	"Crane Stance Уровня 7"
"11615"	"Wolf Stance Уровня 1"
"11616"	"Lion Stance Уровня 6"
"11617"	"Lion Stance Уровня 12"
"11618"	"Bear Stance Уровня 1"
"11619"	"Eagle Stance Уровня 6"
"11620"	"Eagle Stance Уровня 1"
"11621"	"+1% к Скорости Атаки каждые 25 Ловкости"
"11622"	"+5% к Врождённому Стихийному Урону за Уровень Персонажа свыше 137"
"11623"	"+10% к Врождённому Стихийному Урону за Уровень Персонажа свыше 137"
"11624"	"Смешайте в Кубе для Улучшения\nВыживите в битве Edge of Nothingness в течение 11 минут\nНадо иметь минимум 3000 Ловкости\nУлучшение Только для Охотника:\n"
"11625"	"И Бездна Вглядывается в Тебя"
"11626"	"Wolf Stance Уровня 12"
"11627"	"Совершенный Rainbow Stone"
"11628"	"Руны Sol, Tal, Ort"
"11629"	"2 Arcane Crystals"
"11630"	"Редкий Драгоценный Камень (Jewel)"
"11631"	"Wirt's Leg"
"11632"	"Emblem of Destruction (Секрет)"
"11633"	"Emblem of Suffering (Секрет)"
"11634"	"Emblem of Terror (Секрет)"
"11635"	"Emblem of Hatred (Секрет)"
"11636"	"Emblem of Pain (Секрет)"
"11637"	"Emblem of Lies (Секрет)"
"11638"	"\grey;Смешайте с отдельными Ингредиентами для Проектирования\n"
"11639"	"\grey;Смешайте с Oil of Craft для Создания\n"
"StrStashPageLocal"	"Страница Хранилища: "
"StrStashPageShared"	"Страница Общего Хранилища: "
"StrStashToggleShared"	"Переключиться на общее хранилище"
"StrStashToggleLocal"	"Переключиться на локальное хранилище"
"StrStashNextPage"	"Следующая страница"
"StrStashPrevPage"	"Предыдущая страница"
"11646"	"10% Поиск Маг. Предметов за Вставленный Rainbow Stone\n+1 ко Всем Навыкам за 2 Вставленных Rainbow Stone"
"11647"	"Урон Lightning Arena Увеличивается на 1000%"
"11648"	"Длительность Churel Увеличивается на 66%"
"11649"	"Аура Hellfire Уровня 5"
"11650"	"Dark Power Добавляет 1% Врождённого Стихийного Урона за Уровень"
"11651"	"Firedance Не Добавляет Урон Заклинаний"
"11652"	"Hive Добавляет 1% Урона Заклинаний Яда за Уровень"
"11653"	"20% Поиск Маг. Предметов за Вставленный Rainbow Stone\n+1 ко Всем Навыкам за 2 Вставленных Rainbow Stone"
"11654"	"40% Медленнее Лечение от Зелий"
"11655"	"(Только Оружие)"
"11656"	"(Только Броня)"
"11657"	"(Только Кольцо, Амулет или Колчан)"
"11658"	"(Любая Вещь)"
"11659"	"200% Бонус к Длительности Miasma Haunt"
"11660"	"Длительность Miasma Haunt Увеличивается на 2 секунды"
"11661"	"+50% Бонус к Длительности Miasma Haunt"
"11662"	"+150% Бонус к Длительности Miasma Haunt"
"11663"	"+200% Повышенный Урон для Mooncall"
"11664"	"Превращение в Друида"
"11665"	"30% Повышенный Урон против Necrobots"
"11666"	"Ускорение Лечения от Яблок на 50%"
"11667"	"Ускорение Лечения от Яблок на 100%"
"11668"	"+1 ко Всем Навыкам при использовании Яблока"
"11669"	"+2 ко Всем Навыкам при использовании Яблока"
"11670"	"+3 ко Всем Навыкам при использовании Яблока"
"11671"	"+15% к Урону Bloodlust у Protector Spirit’а\n"
"11672"	"+15% к Урону Bloodlust у Protector Spirit’а\n"
"11673"	"+15% к Урону Bloodlust у Protector Spirit’а\n"
"11674"	"Searing Glow: Ослепление Уменьшает Рейтинг Атаки Врага на 5%"
"11675"	"10% Общей Энергии Добавляется как Жизнь"
"StrSkillTabsAma"	"Божественность"
"x"	"Лук"
"x"	"Дротик"
"x"	"Копьё"
"x"	"Шторм"
"x"	"Кровь"
"x"	"Мастерство"
"x"	"Награда"
"x"	""
"x"	""
"StrSkillTabsAss"	"Ниндзя"
"x"	"Метание"
"x"	"Коготь"
"x"	"Нагината"
"x"	"Ловушки"
"x"	"Псионика"
"x"	"Мастерство"
"x"	"Награда"
"x"	""
"x"	""
"StrSkillTabsBar"	"Кочевник"
"x"	"Землетряс"
"x"	"Ветрорезчик"
"x"	"Элементалист"
"x"	"Поджигатель Войны"
"x"	"Шаман"
"x"	"Мастерство"
"x"	"Награда"
"x"	""
"x"	""
"StrSkillTabsDru"	"Природа"
"x"	"Медведь"
"x"	"Волк"
"x"	"Сова"
"x"	"Охотник"
"x"	"Провидец"
"x"	"Мастерство"
"x"	"Награда"
"x"	""
"x"	""
"StrSkillTabsNec"	"Общение со Смертью"
"x"	"Призыв"
"x"	"Рукопашная"
"x"	"Арбалет"
"x"	"Злоба"
"x"	"Тотем"
"x"	"Мастерство"
"x"	"Награда"
"x"	""
"x"	""
"StrSkillTabsPal"	"Стороны"
"x"	"Храмовник"
"x"	"Инкарнация"
"x"	"Нефалем"
"x"	"Ритуалист"
"x"	"Колдун"
"x"	"Мастерство"
"x"	"Награда"
"x"	""
"x"	""
"StrSkillTabsSor"	"Тайны"
"x"	"Огонь"
"x"	"Молния"
"x"	"Холод"
"x"	"Яд"
"x"	"Рукопашная"
"x"	"Мастерство"
"x"	"Шабаш"
"x"	"Награда"
"x"	""
"11746"	"Ваш Урон Холодом Обнулён"
"11747"	"Когда Надета Acokanthera: +1 секунда к Длительности Devouring Cloud"
"11748"	"-1% к Стихийным Сопротивлениям Врага за каждые 150 Ловкости"
"11749"	"Carnage Преобразовывает 100% Физического Урона в Огненный"
"11750"	"Преобразование Carnage Уменьшается на 1% за БУН\nВаш Урон Огнём Обнулён"
"RightClickToUnsummon"	"Нажмите ПКМ для Отзыва"
"11752"	"UNUSED"
"11753"	"+5-10 к Урону за Уровень Персонажа Свыше 138"
"11754"	"Holy Shock имеет 1200 Базового Урона, Увеличивается на 1% за каждые 7 Энергии\nУровень 1 Holy Shock"
"11755"	"15 Вложенных: 10% Смертельный Удар\nМинимум 1 Вложенное Очко в Runemaster: Максимальные Стихийные Сопротивления +2%"
"11756"	"(От того, чего Больше)\n+1% Общий Физический Урон Оружия за каждые 50 Силы или Ловкости"
"11757"	"Howl of the Spirits: +4 секунды к Длительности"
"11758"	"+100% Бонусного Урона Огнём для Retaliate"
"strConfigDungeonTimer"	"Отображать таймер в ограниченных по времени зонах"
"11760"	"Уровень 1 Spark of Hope"
"11761"	"-3% к Общему Физическому Урону Оружия за 1% Потерянной Маны\n+200% к Общему Физическому Урону Оружия"
"11762"	"+1 к Снарядам Hunting Banshee"
"11763"	"Psicrown Взрывается При Столкновении"
"11764"	"Радиус Взрыва Lemures Увеличивается на 75%"
"11765"	"Менее 50% Жизни: +100 к Жизни После Каждого Убийства\nБолее 70% Жизни: -200 к Жизни После Каждого Убийства"
"11766"	"(выберите один)\nUltimate Навык"
"11767"	"Ring Of Flames Получает +1% к Общему Урону за Уровень Персонажа"
"11768"	"Living Flame Даёт +1% к Урону Заклинаний Огня каждые 8 Уровней Персонажа"
"11769"	"Occult Path: +10 к Жизни за Уровень Death Ripple\n+1 Снаряд для Death Ripple"
"11770"	"(блокирует другие преданности)\n\orange;Святая Преданность"
"11771"	"(блокирует другие преданности)\n\purple;Нечестивая Преданность"
"11772"	"(блокирует другие преданности)\n\grey;Нейтральная Преданность"
"11773"	"+1% к Врождённому Стихийному Урону за каждые 250 Силы и Ловкости"
"11774"	"+1% к Макс. Сопротивлению Холоду за каждые 80% Сопр. Холоду"
"11775"	"+25 Урона Огнём за каждые 100 Ловкости"
"11776"	"Сопротивление Огню у Врага уменьшается Пробиванием Молнии с Эффективностью 25%"
"11777"	"+10% к Максимуму Маны если Активен Solar Flare\n+40 к Фокусировке Заклинаний если Активен Sanguine Covenant"
"11778"	"В Форме Волка: -10% к Сопротивлению Холоду у Врага\nВ Форме Совы: Добавляет 10-15 Урона"
"11779"	"Abyss Knights: Удвоение шанса использовать Chaos Nova при Убийстве"
"11780"	"+1% к Макс. Стихийным Сопротивлениям за каждые 200% к Урону Заклинаний Молнии"
"11781"	"12% Шанс использовать Flamefront Уровня 42 когда Враг Умирает когда Жизни менее 80%"
"11782"	"Синергия Dragonfire Oil Увеличивается на 100%"
"11783"	"Если у вас 90% Сопротивление Огню: +50% к Урону Заклинаний Огня"
"11784"	"Теперь Hammer of Zerae Преобразовывает 100% Физического Урона в Урон Молнией"
"11785"	"Лечит 0.05% Жизни в секунду за каждый 1% Потерянной Маны"
"11786"	"Свыше Уровня 100: +6-12 Урона Молнией за Уровень Персонажа\nДо Уровня 100: +2-4 Урона Молнией за Уровень Персонажа"
"11787"	"Если БУН Colosseum'а не менее 20: +5% Избежать Урона"
"11788"	"7% Шанс использовать навык Уровня 5 Lifespark когда Враг Умирает когда Жизни менее 50%"
"11789"	"Abyss Knights Уменьшают Сопротивление Магическому Урону Врага на 10%"
"11790"	"\grey;(нельзя использовать 2 оружия)\n\orange;Требуется Рукопашная Стихийная База"
"11791"	"\dgrey;Шанс использовать навыки Dirge'а Увеличивается на 10%\n\orange;Когда Soulchain Активен:"
"11792"	"\dgrey;Stormeye Totem имеет 6% Шанс использовать навык Уровня 44 Stormclash когда Враг Умирает\n\dgrey;Fireheart Totem имеет 6% Шанс использовать навык Уровня 44 Cataclysm когда Враг Умирает\n\dgrey;Frostclaw Totem имеет 6% Шанс использовать навык Уровня 44 Blizzard когда Враг Умирает\n\orange;Когда Soulchain Активен:"
"11793"	"Перезарядка Навыков Землетряса Уменьшается на 20%"
"11794"	"+3 ко Всем Атрибутам\n\gold;Орудие, Броня:\n"
